,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X000625.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600703.SH,X002129.SZ,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X002241.SZ,X000661.SZ,X600584.SH,X600741.SH,X000157.SZ,X601877.SH,X600522.SH,X000977.SZ,X000800.SZ,X002007.SZ,X601799.SH,X600183.SH,X002074.SZ,X600418.SH,X600702.SH,X002028.SZ,X002463.SZ,X300142.SZ,X000733.SZ,X002180.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0444562632120442,0,0,0.203730870503939,0,0,0,0,0,0.280523480909288,0,0,0,0,0,0,0,0,0,0.102306360113996,0.23579430444664,0.0147006244984457,0,0,0,0,0,-0.126469737715112,0,0,0,0,0,0,0,0,0,0,0.0519848119826437,0,0,0.00254191559345748,0,0.396914810403444,0,0,0,0,0,-0.117412398762728,0.0106570057632625,0,0,0,0,0,0,0
X000858.SZ,0.252386718218707,0,0,0.121274267476435,0,0,0,0,0,0,0,0,0.196822254389006,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0866804355091504,0,0,0,0,0,0,0,0,0,0.153003424315452,0,0,-0.146658060828478,0,0,0,0.0529741827893531,0,0,0.0214368832103487,0,0.0789999108321628,0.0519786256051142,0,-0.000534264738938554,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186214265709233,0,0,0,0,0,0,0,0,0,0.106604934941269,0,0,0,0,0,0,0,0,0,0.129086067791744,0,0,0,0,0,0.0171561050173755,0,0,0.004552572349361,0,0,0,0,0.104493747307055,0.00837429224438497,-0.0114824829199198,0,0,0,0,0,0
X000568.SZ,0.534766316205715,0,0,0,0.295852451301139,0.0129713553284714,0,0,0,0,0,0,0,0,0,0.167527360646332,0,0,0,0,0,0,0,0,0,0,0.0309662512458868,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0908686839613567,0,-0.0475001448671007,0.0975848744959836,0,0,0,0,0,0,0,-0.00114978281716378,0.000200350638853201,0,0,0,0,0,0
X600809.SH,0.154182941933459,0,0,0.554890365748991,0,0.0266379073428328,0.037453631082148,0,0,0,0,0,0,0,0,0.0831210546707862,0,0,0,0,0,0,0,0,0,0,0.107237629518008,0,0,0,0.0353367297634505,0,0,0,0,-0.0341315688974663,0,0,0,0,0,-0.10691535772885,0,0,0,0,0,0,-0.122796282194071,0,0,0.0351260395559596,-0.0664401796625862,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.256556005678111,0,0,0,0,0,0,-0.0300445271264722,-0.0201910967751578,0,0,0,0,0,0,0,0.0306866271507405,0.122251604992106,0,0,0,0,0.228579011389822,0,0,0,0,0,-0.0527800013362444,0,0,0,0,0,0,0,0,-0.0769119097707557,0,-0.046280182764462,0.0342387301871927,0.284108932889072,0,-0.00565672588201969,0,0.0425935136118544,0,0,0,0,0
X002475.SZ,0,0,0,0,0.313501060904701,0,0,0,0,0,0,0,0,0,0,0,0,0.240447674392779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00423978125811517,0,0,0.0681700804870435,0.00360821266590828,0,0.280292403067999,0,0.129077916372828,0,0.112084995347731,0,-0.134599971191553,0.190319771376174,0,0,0,-0.178010697470045,0,0
X600690.SH,0.115335674261122,0,0,0.0211983077042992,0,0,0,0,0,0,0,0.0388085512411136,0,0,0,0,0,0,0.053970725229352,0.0978774136584913,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0266150628515478,0,0,0,3.46944695195361e-18,0,0,0,0.11127041629147,0,6.93889390390723e-18,0,0.0644152909521801,0,0,0,0,0,-0.0228555505446517,0.0383259984719856,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.104029827782383,0,0,0,0,0.233784959668786,0,0,0,0,0,0,0,0.0695980113579733,0,0,0,-0.0569150662446879,0.0982599163261466,0,-0.0898973240937914,0,-0.105287658122423,0,0,0,0,0.0607652824645827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465018283624623,-0.0988104540198681,0.0339506371571395,0,0,0,0,0
X002304.SZ,0,0,0,0.250042429405701,0,0,0,0,0,0,0,0,0.216332826932532,0,0,0,0,0.127346805679947,0,0,0.0747122814197186,0,-0.0445162501564685,0,0,0,0,0,0,0,0,-0.0155117908020346,0,0,0,-0.000415611021681625,0,0,0,0,-0.0237243463038129,0,-0.0599283946186522,0.121018551550074,0,0,0,0,0,0,0,0.032629831730049,-0.060170080184384,-0.116260926265157,0,0,0,0,0
X600104.SH,0.0920727883663201,0,0,0,0,0,0,0.0717867482984157,0,0,0,0,0.17026308237429,0,0,0,0,0,0.101785747808848,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046085444978317,0.126885217269311,0,0,0,0.0842955903718344,0,0,0,0,0.00820197454792982,0.019106131953193,0,0,0,-0.0832645339785776,0,-0.0433401568508959,0,2.16840434497101e-19,0.00235233872095959,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.319328646245166,0,0,0,-0.0789157258847859,0,0,0,-0.0161876465654758,0,0.223080994513327,0,0.09488252995986,0,0,0,0,0,0.0311111615421466,0,0,0,0,0.0143282553029025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.0194914138720484,0.0709858807247435,0.0433154721855711,0,0,0,0,0
X000625.SZ,0,0.210517680499014,0.12802270350705,0,0,0,0,0,0,0,0,0,0,0,0,-0.301905391877767,0,0,0,0,0,0,-0.0250117365951636,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.0441662026406078,0.227201679991264,0,0.541588380551782,-3.46944695195361e-18,0.0994784526128965,0.0911569145416993,0,0,0,0,0.213032542048758,0,0,0,0,0,0,0,0,-0.00383750044237443,0,-0.207654224370783,0,0,0,0,0
X003816.SZ,0.0371443305019334,0,0,0,0,0,-0.194711073332911,0,0,0,0,0,0,0,0,0,0,0.00135345142559712,0,0,0,0,0,0,-0.0196301511540915,0,0,0.031836986088428,-0.0516631925944411,0,-0.0699498356349876,-0.0940824496198125,0,0,0.169306525734656,0,0.0619901344914485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00447793525473156,-0.0128211954465885,0,0,0,0,0,0
X000725.SZ,-0.0271217438842316,0,0,0,0,0,0,0,0,0,0,0,0,0.109143497162759,0,0,0.0699914657228933,0,0,0,0,0.158962041898471,0.462180275697274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119556270287004,0,0,0.01128059045238,0,0,0.0446460221267624,0,0,-0.00525833715216338,0.0278029359703767,0,-0.0163234953033622,0.0268948596482646,0,0,0,-0.297250023711309,0,0
X000596.SZ,0,0,0,0.380932602090363,0,0,0.0994717778293708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0701405853331616,0,0,0.0549244581105644,0,0,0,0,0.0145243981116767,0,0.0283798580825819,0,0,0,0,0,0,0.00461083082983135,0.0367370829312353,0,0,0,0,0.00533150902867127,-0.0015445970882601,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0.232289175701589,0,0,0,0,0,0.0587517800729061,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0282792367993185,0,0.0412610589509539,0,0,0,0.20955488259887,0,0,0.227086768274128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948146353898358,0,0.0857424391911226,-0.0766913175357654,0.0907759789763065,-0.00255859348840194,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.115286492211252,-0.251652893254007,0,0,0,0,0,0,0.147877499108691,0,0,-0.382737152022051,0,0,0,0,0,0,0,0,0,0.15830529817687,0,-0.0527752722714782,0,0,0,0,0,0,0,0.379507450529693,0,0,0,0,0.19225845572006,0,0.474503421587609,0,0,0,0,0.00240671310458854,0.612253501962988,0,0,0.0229715425465191,0,0,0,0,0,0
X000338.SZ,0,0,0.0187276147355115,0,0.123030226881819,0,0.0627669202286892,0,0,0,0.222789516263083,0,0,0.0834695785245914,0,0,0,0,0,0.126117398761816,0,0,0.103901282038276,0,0,0,0,0,0,0,0,0,0,0.0631191976599888,0,0,4.33680868994202e-19,0.0354241028986283,0,0,0.0688578986203254,0,0,0.00792624639131054,0,0,0.0165477109198082,-0.240217131376729,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.0265558751603158,0,0,0,0,0,0.0931089717014635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0974064315447587,0,0,0.0206137847312978,0,0,0.117207091288699,0.662679415816214,0,0.0915257499726249,0,0.0300629160576332,0,0.024693152920596,0,0,0.0280883422627768,0,0,0,-0.0608860796584546,0,-0.158442249768866,0,0,0.0334426709300237,-0.0572068445686108,0,0,0,0,0,0
X300014.SZ,0.00516439857133942,0,0,0,0,0,0,0,0,0.0442654365532577,0,0,0.0474310782720075,0,0,0,0,0.0637129839505359,0,0,0,0,0,0,0.357550015950812,0,0,0,0,0.0900550406803501,0,0,0,0,0,0,0.0220389551958391,0,0,0,-0.043225741226986,0,0,0,0,0,0.0839159534450292,0,0,0,0,0.0138523701744266,-0.0438368121131914,0,0,0,0,0,0
