,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X300014.SZ,X600104.SH,X000651.SZ,X000625.SZ,X002129.SZ,X300124.SZ,X600031.SH,X000725.SZ,X003816.SZ,X002371.SZ,X000596.SZ,X002049.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600703.SH,X600522.SH,X601877.SH,X000661.SZ,X002180.SZ,X002074.SZ,X300142.SZ,X600741.SH,X600884.SH,X600460.SH,X000733.SZ,X000100.SZ,X600702.SH,X000799.SZ,X601799.SH,X000157.SZ,X600563.SH,X002176.SZ,X002236.SZ,X600584.SH,X600487.SH,X000800.SZ,X002056.SZ,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0377419412788548,0,0.178455408661084,0,0.0508277311210435,0,0,0.0973390038343506,0,0,0,0,0,0,0,0,0,0.0581844539145304,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00250305806069308,0,0,0,0.0194630721851019,0,0,0,0,0,0,0,0,0,0,-0.0180591191881433,0,0,0,0.000689594080501629,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.372627272211145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00415173119683826,0,0,0,0,0,0.157278356404643,0.0952324788396028,0,0,0.0280919292825361,0,0,0,0,-0.00477192281417622,0.0226674225442203,0.0893287415329629,0,0,0.0130345843705026,0,0,0,0,0,0
X600809.SH,0,0,0,0.338049865240852,0.0106753538412068,0.149576054022445,0,0,0,0.0232937476897998,0,0,-0.0500299606735733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582103351355804,0,0,0,0.0380166040742979,0,0,0.172656946361936,0,0,0,0,-0.234286337175911,0,0,0,0,0,0,0,0.00409671164363798,0,0,0,0,-0.013417420874123,0,0
X000568.SZ,0,0.223822270385056,0,0,0,0.0270126706385544,0,0,0.0795006214647558,0,0,0,0,0,0,0,0,0,0,0.0176243050284887,0,0,0,0,0,0.0121551474179971,0,0,-0.0456508905234898,0.0365703505706913,0,0,0,0,0,0,0,0,0.408505819846457,0,0,0,-0.0567407469693528,0,0,0,0,0,0.0309548239387854,0,0,-0.0157961004712222,0,0.111866496531151,0,0,-0.0489122838544557,0,0
X002415.SZ,0,0,0.0669168061108302,0,0,0.493619155594546,0,0,0,0,0,0,-0.160873147361247,0,0.0521815830362872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286561010629612,-0.0449638936960639,0.740120385351038,0,-0.0057353238457569,0,0.0464850684057368,0,0,0.122437810316919,0.0294934305896393,0,0,0,0,0,0
X002304.SZ,0,0.098916741977753,0.0481974391650072,0.157184811787819,0.0244863688694633,0,0.037871711862317,0.0062520425677474,0,0,0,0,0,0,0,0,0,0,0.138535733239597,0.0137928753224451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10083718634828,0,0,0,0,0,0,0,0,0,0.00435045916225096,0,0,0,0,0,0,0,-0.0268156606899828,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200997540301614,0,0,0,0,0,0,0,0,0,0,0.226758791928538,0,0,0,0,0,0,0,0,0,0,0,0.0840652783044793,0,0,0,0.0509216686170585,0,0,0.146757591625001,0,0,0,0.0369230766845914,0,0.0589762360221325,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0199234217803721,0,0,0,0,0,0,0,0,0,0.087955951835,0,0,0.171670362559943,0.026716860274974,0,0,0,0,0,0,0,0,-0.032109007940854,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.00696554720906842,0,0,0,0,0.00828915023692616,0,0
X002475.SZ,0,0,0.140378698172362,0,0,0,0,0,0,0.00295165999658387,0,0,0,0,0,0,0,0,0.137709959869526,0,0,0,0.115979322780564,0,0,0,0.0150602901881114,0.165162029721816,0,0,0,0,0,0,0,0.0691972959622173,0,0,0,0.0840568163268993,0.134485260061997,0,0,0,0.128959479525619,0,0,0,0,0,0,-0.0694052380261379,0,0,0,0,-3.46944695195361e-18,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0.0668388314883694,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.00564223516648434,0,0,0,0.138694258263206,0.036750895667774,0.0573954941642616,0,0,0,0,0,0.0433930284019127,0,0,0,0,0,0.189416028684119,0,0.0747855945767772,0,0,0,0.146623901675546,0,0,0,0,0,0,0,0,0,0,0,0
