,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X003816.SZ,X002475.SZ,X600104.SH,X300124.SZ,X002304.SZ,X000725.SZ,X000338.SZ,X000625.SZ,X002371.SZ,X600031.SH,X000596.SZ,X000063.SZ,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X600372.SH,X002241.SZ,X600741.SH,X002236.SZ,X002129.SZ,X000661.SZ,X002049.SZ,X000977.SZ,X600584.SH,X601877.SH,X600522.SH,X002028.SZ,X002463.SZ,X000800.SZ,X601799.SH,X000921.SZ,X600183.SH,X600066.SH,X002074.SZ,X002007.SZ,X002223.SZ,X600177.SH,X600460.SH,X600060.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,-0.0364472915005971,0.434796202418777,0,0,0,0,0.102865012142177,0.0547273187152398,0,0,0.156656855919145,0,0,0,0,0,0,0,0,0.0405806016557692,0,0,0,0,0,0,0,0,0,0,0,-0.0426637575459746,0,0,0,0,-0.0415207065692457,0.0199950732465617,0.107866737041562,0,0,0,0,0,0,0,0,0,0,0.00914930732212694,-0.00743702841737066,0,0,0,0,0,0
X000858.SZ,0,0,-2.16840434497101e-19,0,0.0150273387590698,0.492321135783645,0.0172312396797251,0,0,0,-0.0433139408580673,0,0,0,0,-0.0033426942598732,0,0,0.104341138759837,0,0,0.098631287826182,0,-0.0172661785556689,0,0,0,0,0,0,0,0,0,0.027538194536522,0,0,0,-0.045958358419117,0,0,0,0,0,-0.0909485493142811,0,0,0,0,0,0.0648016191764853,0,0,0.000746990718992377,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.264622992444539,0,0,0,0,0,0,0.188961528651274,0,0,0.100218896591089,0,0.0968371731142431,0,0,0,0,0,0.0818903328260349,0,0,0,0.0163343756962117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0328692805740539,0.0284218632922245,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.396778131770513,0,0,0,0,0,0,0,0,0,-0.0207617638968098,0,0,0.488825439490046,0,0.144369958721449,0.0916221381323157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0322345045010391,0.0541687258575057,0,-0.180986236196441,0,0,0,0,0,0,0,0,-0.0328047639254093,0.0128173700128049,0.170148301183126,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,-0.037972544513862,0,0,0,0,0,0,0.156311653308247,0,0,0,0,0,0,0,0,0,0,0,0.0564357225929918,0,0,0,0,0.398469515626055,0,-0.0742589548840384,0,0,0.0695090963799305,0,0.0692718128422485,0,0,0,0.00657779703033396,0.121504865627246,0,0.0524003612094514,0,0,0,0,0,-0.00991348959607921,-0.00569478209484963,0.0644314473335435,0,0,0,0,0
X000568.SZ,0.0692891089629158,0.8062142611626,0,0.0998605743406502,0,0,0,0,0,0,0,0,0,0,0,0.0162671287836926,0,0,0,0,0.156124072577372,0,0,-0.090689785966149,0,0,0,0,0,0,0,0,0,0.00652529511990951,0.102749219632669,0,0,0,0,0,0,-0.0495903997932039,0,0,0,0,0,0,0,0,0,0.016291225572769,0,0,0,0,0,0,0
X600690.SH,0,0.227279984658782,0,0,0,0.136056057482437,0,0.210155633883079,0,0,4.33680868994202e-19,0,0,0,0.15650055033276,0,0,0,0,0,0,0,0,-0.0196219211152634,0,0,0,-0.00288783460078764,0,0,0,0.0348576831699763,0,0,0,0,0,-0.0887705115588742,-0.0423643880190393,0,0,0.0220924462664589,-0.0555768039451463,0,0,0,0,0,0,0,0,-0.00487136793821823,0.0186415663648938,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.177613976953982,0,0,0,0,0,0,0,0,0,-0.0745200627069491,0,0,0,0,0,0,0,0,0,0,0,0,0.395761950511639,0,0,0,0.127178160370307,0,0,0,0,0,0,0.074017879740715,0.356005814891358,0.0258049424912965,0,0,0,0,0,0,0.071412794881291,0,0.0955072292254133,-0.0515268189539574,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644309205618687,0,0,0,0,0.0875184143054415,-0.103313420101657,0,0,0.00679587328510849,0,0,0,0,0,-0.0212201100809114,0,0,0,0,0,0,0,0,0,0,0,0,0.00446506542396371,0,0.321571313114568,0,0,0,0.0276661734611122,0.109387102420446,-0.0538921258768166,0.0439629499684719,0,0,0,0.0509466282706179,0,0
X002475.SZ,0,0,0,0,0,0.182354303716694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106055968301444,0,0,0,0,0,0.27394821246907,0,0,0,0,0,-0.0803002043993432,0,0,0.0586245652192706,0,0,0,0,0,0.252137954443469,0,0,0,0,0,0,0,0,-0.0264327819855396,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0913625935320854,0,0,0,0,0,0.184613526966253,0,0,0,0.0697147042973493,0.0736031649709365,0,0,0,0,0,0,0,0,0,0,0,0,0.0358205886115078,0,0,0,0,0,0,0.000683144232682833,0,0,0,0,0.0347442793282429,0,-0.065771520208378,0,0,0,0,0,0,0,0.00603035829981001,0.025265300418626,0,0,0,-0.0509432630363829,0,0
X300124.SZ,0,0,0.113467571625163,0,0,0,0,0,0,0,0.0966406399007729,0,0,0,0,0.138418687685686,0.0606896570032992,0,0,0,0,-0.111029926617548,0,0.202714043904686,0,0,0,0.177552011360151,0,0,0,0,0,0.0125048234495741,0,0,0,0,0.198438713882873,0,0.187734879513282,-0.110289194390757,0,-1.73472347597681e-18,-0.299970148434801,0,0,0,0,0,0,0,0.00702958719563746,0,0,0,0,0,0
X002304.SZ,0,0,0.15170699075798,0,0,0.438485663288584,0,0,0,-0.0111229943374655,0,0,0,0,0,0.0410296521110447,0,0.0514560236744521,0,0,0,0.0279732057578415,0,0.0452086078095728,0,0,0,0,0,0,0.0218148844366688,0,0.0569731676286018,0.0172845495416394,0,0,0,-0.00325520032778734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119729221840188,0,0,0,0,0,0
X000725.SZ,0,0,0,0.160417262983353,0,-6.93889390390723e-18,0,0,0,0,0,-0.0375245917800116,0,0,0,0,0,0,0,0,0.413001086217132,0,0,0,0,0,0,0,0,0.201473890172949,-0.0370944509662579,0,0,0.0386971369320907,0,0,0,0,-0.0907175466563776,0,0,-0.0598221433817087,0,0,0,0,0,0,0,0,0,-0.0248488154016992,0.0194077175128714,0.0106264353400366,0,0,0,0,0
