,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X000100.SZ,X600271.SH,X002236.SZ,X600809.SH,X002008.SZ,X300124.SZ,X300003.SZ,X600776.SH,X600487.SH,X000625.SZ,X002456.SZ,X000596.SZ,X600498.SH,X000661.SZ,X002007.SZ,X000977.SZ,X000050.SZ,X300142.SZ,X000157.SZ,X002179.SZ,X600066.SH,X600522.SH,X600177.SH,X300146.SZ,X600867.SH,X600089.SH,X300136.SZ,X002241.SZ,X002371.SZ,X600372.SH,X002180.SZ,X600566.SH,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0957772078570837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00413472006738595,0,0,0,0,0.0215383448466252,0,0,0,0,0,0.0789151204463331,0,0,0,0,0,0,0,0,0,0,0.0517692719924359,0.00790162454578534,0,0.0259721680122159,0,0,0,0,0,0.0961979627510146,0,-0.00624873584892341,0.0104016796602636,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0116280545475558,0,0,0.0191307573578513,0,0,0.0814778353664122,0,0,0.135672861484876,0,0,0.380975739233166,0,0,0,0.0300039841382335,0,0,0,0,0,0,0,0,0,0,0,0,0.0177846512997404,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,-0.0103652311988179,0.0220385812437546,0,0,0,0,0,0
X600104.SH,0,0,0,0.225456264809297,0,0,0,0,0,0.113774813365007,0,0,0.117107664416674,0,0.168044827331215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206672302193107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220773415293114,0.0841353782094437,0,0,-0.0483126626698858,0,0,0,-0.02462819461675,0,0
X000858.SZ,0,0.0312069217883507,0,0,0,0.0347661770392771,0.092788075131745,0,0,0,0,0,0,0.292142507320146,0,0,0,0,0,0.0893652540868059,0.0781918877606362,0,0,0,0.00656964028185734,0,0,0,0.0283885992320733,0,0,0,0,0.0211790214933985,0,0,0,0,0,0,0,0,0,0,0,0.0178292617412736,0,0,0,0,0,-0.0144289385464689,0,0,0,0,0,0,0
X000651.SZ,0,0,0.245967610103482,0,0,0,0,0,0,0.175237458281474,0,0,0,0.0944726263172602,0.0283606943840196,0,0,0,0,0.0178197552384096,0,0,0,0,0.017855033931134,0,0.0669198948246597,0,0,0,0,0,0,0,0,0,0.00268416513159065,0,0,0,0,0,0,0,0,0.0537542767150256,0,0,0,0,0,0.00841340958287112,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,-0.320162959172806,0,0,0,0.113319391536556,0,0,0,0,0,0,0,0.540239341644094,0.0105830268234008,0,0,0,0.203640384932326,0,0,0,0,0,0,0,0,0,0.316949226539687,0,0.0917845916921919,0,0,0,0,0,0,0,0,-0.0447857748574461,0,0.0229670905744211,0.0640774794634094,0,0,0,0,0,0
X002304.SZ,0,0,0.0575263326221471,0.216662753682086,0,0,0,0,0,0,0,0,0,0.0222783318939388,-6.93889390390723e-18,0,0,0,0,0,0,0,0.226033983345844,0.0907503521623056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163189397492791,0,0,0,0,0,0,0,0,-0.0313330841551477,0,0.0149401209623931,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0809944924091479,0,0.250466882796881,0,0,0.0755296859445729,0,0,0,0.0809196320057542,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00490885225653353,0,0.253378202518494,0,0,0.12288942139262,0,0.00045501454688072,0,0,0,0,0,0,0,0.0207332033699577,0,0,0,-0.0955231316537822,-0.0218175722963348,0.00436461091500573,0,0,0,-0.0402739842855013,0,0
X000063.SZ,0,0,0,0,0,0,0,0.00934501947631991,0,0,0,0,0,0,0,0.0143713012587271,0,0,0,0,0,0,0,0,0,0.249841795812032,0,0,0,0.200236027344204,0,0,0,0,0,0,0,0,0.105656037078891,0,0,0,0,0.0689218494514139,0,0,0,0,0,0,0,-0.00193641936175176,0,0,0,0,0.110394816204731,0,0
X600690.SH,0,0,0.19424145828677,0,0.394754952858431,0,0,0,0,0,0,0,0.0669985239898235,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,-0.0121523716420471,0,0,0,0,0,0,0,0.0347422353333793,-0.0055386653624634,0,0,0.127585791521948,0,0,0,0,0,0,0.0466228911023756,0,0,0,0,0,0,0,0.000174356181315545,-0.0212159443055293,0,0,0,0,0,0
