,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002475.SZ,X600690.SH,X002304.SZ,X600276.SH,X000651.SZ,X600104.SH,X300014.SZ,X002129.SZ,X300124.SZ,X002371.SZ,X003816.SZ,X000625.SZ,X000725.SZ,X002049.SZ,X600031.SH,X000596.SZ,X000063.SZ,X002241.SZ,X600703.SH,X002179.SZ,X000338.SZ,X600089.SH,X600522.SH,X000661.SZ,X601877.SH,X300142.SZ,X002180.SZ,X002074.SZ,X000733.SZ,X600741.SH,X000100.SZ,X600460.SH,X600884.SH,X600702.SH,X000157.SZ,X002414.SZ,X600487.SH,X000799.SZ,X002236.SZ,X600584.SH,X600563.SH,X601799.SH,X600418.SH,X000800.SZ,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.327358675450819,0,0,0,0,0,0,0,0,0,0,0,0,-0.0331418900253355,0,0,-0.0390507214845367,0,0,0,0,0,0,0,-0.0148789935490224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527791546148265,0,0,0,0.0190526345194258,0,-0.0121760846340816,0,0,0.0396500124364686,0.0310659503649298,0,0,0,-0.0232015888898582,0,0
X000858.SZ,0,0,0.0569940878455908,0,0,0,0.0423446798680997,0.195662224400762,0.0394063423177244,0,0,0,0,0,0.0815640904887165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0205600704686823,0,0.268215615147174,0,-0.0201998428048048,0.0142544819546759,0,0,0,0,0,0,0,0,0,0.0210600697463571,0,0,0,0,-0.00384559455023407,0,0
X600809.SH,0,0,0,0.192100857511628,0,0,0,0,0,0,0,0,0,0,0.171110917943251,0,-0.0787820324260298,0,0,0,0.0810759830273956,0,0,0,0,0,0,0,0.0105821103189223,0,0,-0.102503270392456,0.0963091942652424,0,0,0.0020122915751251,0,0,0.113553453504838,0,0,0,0,0,0,0,0,0,0,0,0.2498279798421,-0.0828724100881019,0,0,0,0,-0.0159030215815087,0,0
X000568.SZ,0,0.157757089194823,0.247120930978847,0,0,0,0,0,0,0,0,0,0,0,-0.0435345580797386,0,-0.00164643204185088,0,0,0,0.00782593982595787,0,0,0,0,0,0,0,0.000408765235667344,0,0,0,0,0,0,0,0,0,0.278506244486852,0,0,-0.0111446860455816,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0199832116754865,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0790597824643226,0,0,-0.0535092227039869,0,0,-0.00566156932361158,0,0,0,0,0,0,0,0,0.108597065410986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506058866023954,0,0,0,0,0.592633177138011,0,-0.0308269571828486,-0.0277016690842367,0,0,0,0,-3.46944695195361e-18,0.0493153806484363,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279385097946429,0.02263689762541,0,0.0886874963135917,0,0,0,-0.0611068322692505,0,0.260559202673873,0,0,0,-0.147945771964143,-0.0653548083295762,0,0,0,0,0,0,0,0,0.155301189190851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122424210835815,0.0294246794270392,0,0,0,0.00461412841636354,0,0
X600690.SH,0,0,0.284777693678838,0,0,0,0,0,0,0,0,0,0,0,-0.0794575539905451,0,0,0,0,0,0,0,0.029625348083108,0,0,0,0.0424611290139517,0,0,-0.174757147227064,0,0,0.0188324855896424,0.00315023677608802,0,0.126546605801906,0,0,0.117022187642665,0,0,-0.0881373803253266,0,0,0,0,0,-0.0344031989423729,0,0.0658214699912291,0,2.16840434497101e-19,0,0,0,0,0.0607912454908715,0,0
X002304.SZ,0,0.483258590226042,0,0.0196341259647789,0,0.0527712445914559,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263978190543367,0,0,0,0,0.0907748360745069,0,0,0,0,0,0,0.0893827910590849,0,-0.112424141827935,0,0,0,0,0,0,0.0392646758937213,-0.00159349084580218,0,0,0,0.0300588444173961,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,-0.169220675677378,0,0,0,0,0.037509281609635,0,-0.403265952281443,0,0,0,0,0,0,0,0,0,0.320272823905301,0,0,0,0,0.140688728378556,0,0,0,0,0,0,0.225731604979824,0,0,0,0,0,0,0,0,0,0,0,-0.111959401170854,0,-0.0942566772300586,0,0.00543878145791274,-0.0605334581502619,0,0,0,0.18842549033945,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468287658110748,0,0,0.0976196988933229,0,0,0.173032226111482,0,0,0.0362688940896362,0,0.159439196857779,0,0,0,0.0694490378283368,0,0,-0.164840331136283,0,0,0,0.0309727315406982,0.125601144973372,0,0,0,0,-0.0552643217560113,0,0.0379683330168561,0,0,-0.0214483558712339,0,0,0,0.0233967776742653,0,0
X600104.SH,0,0,0,0,0.0627750482681519,0,0,0,0,0,0,0,0.159927553167314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.0147315918814861,0,0,0.415370977385117,0,0,0,0.0782545759005299,0,0,0,0,0,0,0,0,0.0350297380684146,0.220759212027574,0,0,0.00216783336950066,0,0,0,0,-0.0163642451259868,0,0
