,X600519.SH,X600104.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X000063.SZ,X002304.SZ,X000858.SZ,X600276.SH,X600690.SH,X600031.SH,X000100.SZ,X600271.SH,X600372.SH,X002129.SZ,X000338.SZ,X600118.SH,X000157.SZ,X600703.SH,X600089.SH,X002241.SZ,X600741.SH,X600177.SH,X002236.SZ,X600066.SH,X600582.SH,X002292.SZ,X000800.SZ,X300124.SZ,X601877.SH,X000977.SZ,X600839.SH,X600060.SH,X000581.SZ,X000869.SZ,X000623.SZ,X002475.SZ,X002294.SZ,X000568.SZ,X000559.SZ,X000550.SZ,X002456.SZ,X002007.SZ,X002465.SZ,X300146.SZ,X600867.SH,X300003.SZ,X600435.SH,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0240921674323761,0,0,0,0,0.137962123530946,0.0972861174458406,0,0,0,0,0,0,0.205959653887215,0,0.123389920717435,0,0,0,0,0,0,0,0,0,0,-0.0737686705939838,0,-0.0330341478661202,0,0,0,0,0,0,0.0180787885240746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127756046198804,0,0,0,0,0,0
X600104.SH,0,0,0.188471725981211,0.110805829863268,0,0,0.128694531790411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054696449554023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853086727647366,0,0,-0.0055853401795816,0,0,0,0,0,-0.00250533887283883,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.23062597742951,0,0,0,0.0299758165502696,0,0,0,0,0.056901576269158,0,0,0.00439307342252296,0,0,0,0,0.0324727052273974,0,0.0763382005361318,0,0,0,0,0,0,0,0,0,0,0.0978771980753956,0,0,0,0,0,0,0,0.0266270777868828,0,0.222956472302768,0,0,0,0,0,0,0,0,0,0.0076371301959946,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0317282756890205,0,0,0,0.0974371543368732,0,0,0.0159976728303747,0,0,0.17364514340941,0.157691236125987,0.0610753411160347,0,0,0,0,0,0,0.0310011222983682,0.0745337353689174,0,0,0,0,0,0,0,0.131513723346536,0,0.072189611772908,0.0565249576391958,0.0662083528637563,0,0,0,0.104693498271922,0,0,0,0.160757799979817,0,0.148463090508547,0,-0.0259766089769242,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0343506826775739,0.118058347870868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182346486347357,0,0,0,0,0,0,0,0,0,0.0825465059884042,0,0,0.254407576040486,0,0,0,0,0.385703670890039,0,0,0,0,0,0,0,0,0,0.0081491608060317,-0.0171779179407339,0,0,0,0,0,0
X000625.SZ,0,0,0.0534106345801694,0.178797401118653,0.281739185383547,0,0,0,0,0,0.0136561570365409,0,0,0.0545090960140039,0,0,0,-0.208403417863394,0,0,0.0849307653438187,0,0.124375057186427,0,0,0,0,0,-0.0297695510130602,0,0,0,0,-0.032993559050911,0,0,0,0,0,0.0109880960658185,0,0,0,-0.0993002820510251,0,-0.0332611964294243,0,0,0,0,0,0.00899592585513595,0.0190657056055848,0,0,0,0,0,0
X000063.SZ,0,0,0.0152376498944398,0,0.0543218305618592,0.0512330408232729,0,0.0554906801922071,0,0,0,0,0.093282681908803,0,0,0,0.0360092517304535,0,0,0,0.0136415790681458,0,0,0,0.0373284787915772,0,0,0,0,0,0,0.0401426762032521,0.0785207593003471,0.00449217696352156,0,0,0.0857905784681669,0,0,0.111290461986645,0.0295321966006016,0,0,0,0,0,0.0103143020754173,0,0,0.196408318237246,0,-0.00477617470060827,0.0236408549865634,0,0,0,0,0,0
X002304.SZ,0,0,-0.0370858503215574,0,0,0,0.0605332965028181,0,0.656610970342797,0,0,0.0120769249135354,0,0,0,0,0,0,0,0,0,0,0,0,0.00816184786003446,0.229804558501359,0,0,0,0,0,0,0,0,0,0.00820068343033228,0,0,0,0,0.041753554008133,0,0,0,0,0,0,0,0,0,0,0.0264638302987881,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.116830186114102,0,0,0.0479900172484598,0,0.0523747232074015,0.0365484330639025,0,0,0,0,0.0192360246782966,0,0.0266907354988758,0,0,0.0221181420772034,0,0,0,0,0,0,0,0,0.0136038757781868,0,0,0.193877290864674,0,0,0,0.245367807322273,0,0,0,0,0,0.0714872721439797,0,0,0,0,0,0.00451018487597097,0,0,0,0,0,0,0
X600276.SH,0,0,-0.00343572754751415,0,0,0,0,0.0414157598558607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484973061825919,0,0.0354416252956171,0,0,0,-0.0472804810217963,0.113218695784236,0.0496053597870052,0,0,0,0,0,0.00418961547132238,0,0,0,0,0,0,0,0,0,0,0,0,0.017515350493814,0.0249948161362853,0,0,0,0,0,0
