,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X000625.SZ,X600741.SH,X002475.SZ,X600031.SH,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X601877.SH,X300124.SZ,X002508.SZ,X600177.SH,X002008.SZ,X600089.SH,X300136.SZ,X002085.SZ,X000157.SZ,X300003.SZ,X600271.SH,X600522.SH,X002294.SZ,X600118.SH,X600487.SH,X000050.SZ,X600809.SH,X000981.SZ,X002074.SZ,X300115.SZ,X600566.SH,X600867.SH,X600699.SH,X600372.SH,X000559.SZ,X000066.SZ,X002179.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.00117871797615971,0,0.0389803962923858,0,0,0.0249612397887354,0,0,0,0.295131615311722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915442327922012,0,0.0195810595349113,0,0,0,0,0,0,0.214352201828061,0,-0.00101452735348569,0,0,0,0,0,0,0,0,0,0,1.35525271560688e-20,-0.0154649872695262,0,0,0,0,0,0
X600104.SH,0,0,-0.11842887720175,0.223910021236238,0,0,-0.0701316471819006,0.00762888056049626,0,0,0,0,0,0.0989611942913116,0.471624296687776,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211247956129714,0,0,0.117045283910536,0,0,0,0,0,-0.0211000654171825,0,0,0.0175542751008927,0,0,0,0,0,0,-0.181629821847175,0,0,-0.00608387861506849,0.0329103083581831,0.00225684191680252,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.243636656323034,0,0.17630015330696,0,0,-1.73472347597681e-18,0,0,0.367584632587739,0,0.0342659520723861,0.132569929468591,0,0,0,0.0652193917802254,0,0,0,0,0.228354782163209,0,0,0,0,0,0,0,0,0.0148134892694523,0,0,0,0,0,0,0,0,0,0,-0.0710917550144136,-0.129884792611219,0,-0.164482821834647,0,0,0,-0.0263865405544333,0.035245434248258,0,0,0,0,0,0
X000651.SZ,0,0.170979536560221,0.0342847463199772,0,0.0881402192830076,0,0.0965895713682622,0,0,0,0.00342140147454477,0.00633027972838486,0.0723585314784747,0,0.0103598690291178,0,0,0,0,0,0,0,0,0.078822348532768,0,0,0,0,0,-0.0240793139794404,0,0,0.0174656301189551,0,0,0,0,-0.0771043960952893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152057142541409,0,0,0,0,0,0
X000858.SZ,0,0,0,0.131960802936317,0,0,0,0,0,0,0,0.617135137789856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102326352439009,0,0,0.0827262100632948,0,0,0,0.0192556420403946,0,0,0.00746663020585471,0,0,0,0,0,0.0213025027618272,0,0,0,0.00574335487547373,0.00913269614940932,0,0,0,0,0,0
X600276.SH,0,0,0.148767193637208,0,0,0,0,0.0240232632134194,-0.0881005383742146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27488503468435,-0.0801756561912831,0,0,0,0,0,0,0,0,0,0,0,0,-0.0568603573548014,0,0,0,0,-0.0522338738173076,0.019111520797425,-0.0281768648715142,0,0,0,0,0,0
X000725.SZ,0,0,0.0402924718975456,0,0,0,0,0,0.108316155825861,0,0,0,0,0,0,0,0,0,0,0.0376316374515577,-0.0449993128696988,0,0,0,0,0,0,0.24744060703777,0,0.29288175098942,0,0,0.580590284088126,0,0,0,0,0.212223522794454,0,0,-0.114354825691356,0,0,0,0,0,0,0,0.138330053208414,0,0,0.000612219646440293,-4.33680868994202e-19,0,0,0,0,0,0
X002304.SZ,0.361462645571296,0.307514211526599,0,0,0,0.0170492193499321,0,0,0,0.337075631497531,0,0,0,0,0.189193313147513,-0.729009784155146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19374516372539,0,0,0.249333991758325,0,0,0,0,0,0,0,0,0,0,0.21850221470632,0,0,-0.0037662021513369,-0.118098107007856,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.224704138686165,0,0.118522692429125,0,0.0713771802077933,0,0,0.104807031536303,0,0,0,0,0,0,0,0,0.163593820050607,0,0,0,0,0.109033831611851,0,0,0,0,0,0,0,0,0,0,0,-0.0708926988425266,0,0.171240287068162,0.0806512426475654,-0.00778367572457239,0,0,0,-0.0244184553264894,0.00214319495574991,0,0,0,-0.211293576022692,0,0
X600690.SH,0,0.0617107900755706,0,0.331220208723279,0,0,0,0.109644423356548,0,0,0,0,0.168151707005537,0.18385608656897,0.0307331774419908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000915722859507347,0,0,0,0,0.0680818772566963,0,0,0,0,0,0,-0.0189900119643653,0,0,0,0,0,-0.140911563246839,0,0,0,0.0356534834232706,-0.0260043684054895,0,0,0,0,0,0
