,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X600031.SH,X600690.SH,X000338.SZ,X000568.SZ,X600703.SH,X000661.SZ,X600741.SH,X000100.SZ,X600809.SH,X002241.SZ,X002371.SZ,X300014.SZ,X300003.SZ,X000977.SZ,X000596.SZ,X601877.SH,X002236.SZ,X002007.SZ,X600183.SH,X300124.SZ,X000157.SZ,X002129.SZ,X000625.SZ,X002456.SZ,X600584.SH,X002180.SZ,X300142.SZ,X002008.SZ,X600271.SH,X600118.SH,X300136.SZ,X000066.SZ,X002179.SZ,X002414.SZ,X002463.SZ,X600699.SH,X002049.SZ,X600177.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0404194603245104,-3.46944695195361e-18,0,0,0,0,0,0,-0.0545910085063465,0,0,0,-0.0528045681606277,0,0,0,0,0,0.0537964239793794,0,0,0,0.225182651029577,0,0.237700891812362,0,0,0,0,0,0,0,0,0,0,0,0.0841347354781384,0,0,0,0,0,0,0,-0.141576519506157,0.127349846773318,0,0,0,0,-0.0135632119854159,-0.0683679074065172,0,0,0,-0.0882295109701582,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.0204106501775257,0,0,0,0.0293120508447305,0.594920635998816,0,0,0,0,0,0,0,0.0131186559472193,0,0,0.0457004667855501,0,0,0,0,0,0,0,0.0638620745159657,0,0,0,0,0,0,0,0.0500200880712516,0.0543196486405759,0,0,0,0.0314445703092082,0,0,0,0,0,0,0,0,0,0.0133073503850349,0,0
X600276.SH,0.180986658572449,0,0,0,0,0,0.134731333816713,0,0,0,0,0,0.00760943912403062,0,0,0,0.119541472428293,0,0,0,0,0.0402887008476724,0,0.164824442496255,-0.0761369902135415,0,0,0,0.14456353100959,0,0,0,0,0,-0.0358802126524383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0331308598636551,0,0.0284174650951705,-0.0211606836982855,0,0,0,-0.00824637404613484,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0213662984730655,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.00124784672687493,0.0440791079775665,0,0,0.136162991706571,0,0,0,0,0,0,0.06576244133126,0,0,0,0.15586665779721,0,0,0,0,0.0950885275141166,0.0613345293016095,0,0,0,0.0101530864831341,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.219378335113932,0,0,0,0,0,0,0,0.19306184386527,0,0,0,0,0,0,0,0,0,0,0,0.0713582267746498,0.192399173477129,0,0,0,0,0,0.109502046184942,0,0,-3.46944695195361e-18,0,0.0591747232109629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287642528757334,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.207480765820702,-3.46944695195361e-18,0,0,0.017166736393453,0,0,0,0,0.210336928134919,0,-5.42101086242752e-20,0,0.0130054098621473,0,0,0,0,0,0,0,0.185977238293341,0,0.113521891819718,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.020823813987771,0,0,0,0,0,0,0,0,0,0.0033899469832049,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174782185612253,0.10573477161588,0,0,0.266855130988599,0,0.054050581009781,0,0,0,0,0,0,0,0,0,0,0,0.0116990643043796,0,0,0.0632964126748481,0.132614312457255,0,0,0.0591370998990971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393490964095374,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0206366922145897,0,0,0,0,0.193195227322233,0,0,0,0,0,0.110840390151384,0,0,0,0,0,0,0,0,0,0.102462672162831,-3.46944695195361e-18,0,0.0545072396183617,0,0,0,0,0,0.289431524868468,0,0,0.0205664424073169,0,0.130657441094799,0,0,0,0,-0.0262682513389499,0.0372273436901449,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.111674359529376,0,0,0,0,0,0,0,0,0,0,0,0,0.19025049899422,0,0,0,0,0,0,0.0061634549759981,0,0.156770539209446,0,0,0,0,0,0,0.0434514692264122,0.145317953857724,0,-0.0612870743277863,0,0.0717645015392759,0,0,0.0904956533981974,0,0.0120728675612649,0.0135566976346081,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.174428190197377,0,0,0,0,0,0,0.0208581489608277,0,0,0.377596094988861,0,0,0,0.0409021229421068,0,0,0,0,0,0,0,0,0,0,0,0.0448547981569734,0,0,0,0,0,0,0.0593147978678094,0.0103985690682491,0,0,0.0949632755571851,0,0,0,0,0,0,0,0,0,0,0.0262849800399775,0,0
X002304.SZ,0,0,0,0,0,0.0457171847871956,0,0,0,0,0,0,0,0.0869396205196178,0.172293792079104,0,0,0,0.11523911245455,0,0,0.0118199092833676,0,0,0,0.209854877675035,0,0,0,0,0,0.0732027368644941,0,0,0,0,0,0,0,0,0,0,0.0696954885191179,0,0,0,0,0.0239390237361104,0,0,0,0,0,0,0,0,0.0445022954347051,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.18456237047728,0,0,0,0,0,0,0,0,0,0.159605391007401,0,0,0.0168725892638795,0,0.0643503492573712,-0.00606154426263024,0,0,0,0,0.424234184383585,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100964607356028,0,0,0,0,0.0220433716568804,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0.0467771227536989,0,0,0,0,0,0,0,0,0,0.035940577933429,0.0357126284033904,0.0948861693951807,0,0.168028804692485,0,0,0,0,0,0,0.0207604885500223,0.00844918074170514,0,0,0.0383959337838468,0,0,0,0,0,0,0,0,0,0.224836231433029,0,0,0,0,-0.0244265772871319,0,0,0,0,-0.0169709887528637,0,0
X000338.SZ,0,0,0,0,0,0.156444210373875,0,0,0,0,0.122259044226951,0.238410960840597,0,0,0,0,0,0,0.0884259684668917,0,0,0.128208179931095,-0.0288458573528148,0,0,0,0,0,0.193085570713,0,0,0.0477810516298755,0,0,0,0,0,0.0410822467272273,0,0,0,0,0,0,-0.0703347156384335,0,0,0,0,0,0,-0.0454156599310334,0,0,0,0,0,0,0
X000568.SZ,0,0.358873563226733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305214279839169,0,0,0,0,0,0,0,0,0,0.0479551872465475,0,0,0,0,0,0,0,0,0,0,-0.0257446399591032,0,0,0,0,0,-1.73472347597681e-18,0.0529731072130968,0,0.0659179236954443,0,0,0,0,0,0,0.0242731175933485,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443162267173869,0,0,0,0,0,0,0,0,0.370849056108083,0.35584421158543,0,0,0,0,0,0,0,0,0,0,0.0573586494062568,0,0.0305215349020946,0.0208008081946428,0,0,0.0151423930719588,0,0,0,-0.0635684014660204,0,0
X000661.SZ,0.2426607228391,0,0.26982378522229,0,0,0,0,0.111945557950026,0,-0.0552157031651084,0,0,0,0,0,0,0,0,0,0.156013378296357,0,-2.77555756156289e-17,2.77555756156289e-17,0,0,0.133317378721179,0,0,0,0,0,0,0,0.0223060551466598,0,0,0.064501316938753,0,0,0,0,0,0,0,0,0,0.120322649724604,0,0,0,0,0,0,0,0,0,0.0296277717546907,0,0
X600741.SH,0,0,0,0,0,0,0.181309915746412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0571802749853358,0,0,0,0,0,0,0,0,0.207795325990461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113344319166332,-0.00418133676835486,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0.503340043541088,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.0269237867315687,0,0,-0.173395902158873,0.0866788208058017,-0.0446870027235975,0,0,0,0,0,0.260760065706647,0.101635025280501,0.135275269602812,0,0,0,0,0,0,0,0.0394308878228868,0,0,0,0,0,0,-0.0344992779213509,0,0
X600809.SH,0,0,0.0918207012711387,0,0,0,0,0,0,0,0,0,0,0,0.618283196817213,0.0189445121289455,0.0604297687020566,0,0,0,0,0,-4.33680868994202e-19,0,-0.00233997779947368,0.0419781682285519,0,0,0,0.0916118729084055,0,0,0,0,0.0338342200945422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00681689234903086,-0.0249258381923195,0,0,0,-0.0347735584364221,0,0
X002241.SZ,0,0,0,0,0,0,0.468994063739709,0,0,0,0,0,0,0,0,0.150515384380903,0,0,0.0393247857127407,0,0,0,0.0561863565327934,0.0248314679976754,0.204215069232074,0,-0.0850332229780257,0,0.0234339017092968,0,0,0,0,0,0,0,0,0,0.191155107162227,0,0,0.124359851522279,0,0,0,0,-0.107674470153288,0,0,0,0,0.0414022209029719,-0.0437565702255111,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0646403816074704,0,0,0,0.0642823668098567,0,0,0,0,0,0,0,0,0,0.264577504805891,0.0421274361163346,0,0,0,0,0,0.198691221724343,0.217652564818103,0,0.0567867864041775,0,0,0,0,0,0,0,-0.00935550036202737,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0.14257338261616,0,0,0,0,0,0.290326648263757,0,0,0,-0.228437664574796,0,0.398006338986797,0,0.235304749197232,0,0,0,0,0,0,0,0,0,0,0,-0.0263900721848359,0,0.0339922108232045,0,0.126969409771261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722620354714394,-0.0860846004232313,0,0,0,-0.0536738726262628,0,0
X300003.SZ,0,0,0.1370603838,0,0,0,0,0,0,0,0.0068172365582445,0,0,0,0,0,0,0,0,0,0,0.0766729264400152,0,0,0,0.212304606031094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.274049356396999,-0.176107522442418,0.298280617485884,0,0,0,0.0564842862005904,0,0,0,0.158267797304576,0.0348271668529594,0.0609268852275279,0,0,0,0.120429403554672,0,0
X000977.SZ,0,0,0,0,0,0,0,0.14367955491615,0,0,0,0,0,0,0,0.0887299550527876,0,0,0,0,0,0.0347074740135763,-0.0522823928473862,0,0,-0.0790320482092797,0,0.10186685269199,0,0.239013983829075,0,0,0,0,0,0.0510590241567012,0.26766734686648,0.138907866886205,0,0,0.0773752356679124,3.46944695195361e-18,0,0,0.0800798008263516,0,-0.00508100252567838,0,0,0,0,0.0493719278841013,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0.0860104933175844,0,0,0.210392721766985,0.121705307811929,0,0,0,0.116320489939865,0,0,0.240980144389541,0,0,0,0,0,0,0,0,0,0,0,0.0253161098358588,0,0,0,0,0,0,0,0,0,0,0,0,-0.0337940221022812,0,0,0,0,0,0,-0.0243437325672051,0,0,0,0,0.0149542807348728,0,0
X601877.SH,0,0,0,0,0.0261400756876174,0,0,0,0,0,0.0760731536575089,0,0,0,0,0,0,0,0.0231481209221914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158581283890926,0.144109343215168,0,0,0.015311509187895,0,0,0,0,0,0,0,0,0,0.15392968109198,0,0,0,0,0,0,0,0,0,0.0469342203253874,0,0
