,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X002236.SZ,X000338.SZ,X300003.SZ,X600031.SH,X601877.SH,X002008.SZ,X300124.SZ,X002456.SZ,X600867.SH,X600809.SH,X000625.SZ,X600487.SH,X600066.SH,X600271.SH,X002294.SZ,X000100.SZ,X600566.SH,X000981.SZ,X002241.SZ,X300142.SZ,X000596.SZ,X300136.SZ,X000661.SZ,X002180.SZ,X000050.SZ,X600522.SH,X002007.SZ,X002508.SZ,X000157.SZ,X002179.SZ,X600498.SH,X002049.SZ,X002038.SZ,X000977.SZ,X600089.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0696297976814717,0.361191049771991,0.093992818195103,0.0569723683296359,0,0,0,0,0.0324679434626991,0,0,0,0,0,0,0,0.00751299900814057,0,0,0,0,0.0823649171916177,0,0,0,0,0,0,0,-0.00981083513862798,0,0,0,-0.0201672401271531,0,0,0,0,0,0,0,0,0.0169234158234182,0,0,0,0,0,0,-1.0842021724855e-19,0.00319155424749344,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.181823101142813,0.0733348822391524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0429651861472935,0,0,0.174473915147521,0,0,0,0,0,0,0,0,0,0.143416788432786,0,-0.0628471251060735,0,0,0,-0.0317089944353455,0,-0.0248355329253969,-0.144930170160385,0,-0.0128585003530978,-0.0229904131807086,0,0,0,-0.0451811806596467,-0.0708289759064878,0,0,0,0,0,0
X002415.SZ,0.0282913942423504,0,0,0,0.0818236076883888,0,0,0,0,0,0,0,0,0,0.171253946083841,0,0,0,0,0.0765216647277473,0,0,0,0,0,0.133436199200357,0,0,0,0,0.200755993658885,-0.0295957992681199,0.216607782665697,0.053950827665546,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.00717535947965761,-0.0223614754431651,-0.0928882814186474,0,0,0,0,0
X000858.SZ,0.247814973811352,0,0,0,0.151458851847392,0,0.00577108529563848,0,0,0.0237500213289628,0.382549916923686,0.0496554048704236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0231783532623812,0,0,0,0,0,0,-0.0162683093071225,0,0.0527581217105327,0,0,0,0,0,-0.0297131484850762,0,0,0,0,0,0,0,0.00732987544501058,-0.0137717069344993,0,0,0,0,0,0
X000651.SZ,0,0,0,0.424072013415599,0,0,0,0,0,0.309450285249005,0,0.0829424515201459,0,0,0.0879702783771101,0,0,0,0,0,0,0.00122360456784042,0.0478688389292096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0570801117301939,0.229212743166627,0.08268112159476,-0.0213891387980922,-1.73472347597681e-18,0,0,0,0,0,-0.123539561777521,0,0,0,0.0590249097393764,0.101059684049839,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.044468332022555,0,0,0,0.00205247693973454,0,0,0.107462923948445,0,0,0.309352133955245,0.146171447125987,0,0,0,0,0,0.087359058649366,0,0,0,-0.114239604420954,0,0,0.0167376669699458,0,0,0,0,0,0.0732533351264595,0,0,0,0,0,0,0,0,0,0.240254499925961,0,0,0,0,-0.0572808979890823,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.100595595523797,0,0,0,0,0,0.0976991659091205,0.153006766373706,0,0.382469063468715,0,0,0,0,0.016489723685346,0,0,0,0,0,0,0,-0.0382393783961885,0,0,0,0,0,0,0,0,0,-0.038698318822196,0,0,0,0,0,0.2724104341458,0,0,-0.0106503669267556,0,0.108730379109371,0,0,0,0,0.0290704133616472,0.0171960877789815,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0198578221012401,0,0,0,0,0,0.0108980568508246,0,0,0,0.0822334333637695,0,0,0,0,0,0,0,0,0,0,0.124704297503576,0.169755057726843,0,0,0,0,0,0.118220221135251,0,0,0,0,-0.117221899189881,0,0,0,0,0,0,0.0601834310460502,0,0,0,0,0,0,-0.0125679490555286,0.0281347447383872,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0414745948181243,0,0,0,0.0181550607006247,0,0,0,0,0,0,0,0.0595784691468621,0,0,0,0.0879563995558654,0,0.0696683147762565,0,0,0,0,0.169107643625199,0,0,0.320183594721534,0,0,0.0747437640539834,0,0,0,0.123067238492985,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.288362101747341,0.170880314154308,0,0.154522012103877,0,0,0,0.121257389012657,0,0.045354119239736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707622784781564,0,0.0686231482536414,0.0428647418682124,0,0,0.0468193600498384,0,0,0,0.0321696188724871,0,-0.122090390655578,0.0396022640814908,0,0,0,0,0,0,-0.00207944577066682,0,0,0,0,0,0,0
X000568.SZ,0.492428106682362,0,0,0.00511961082303903,0.0824258528125893,0.176480876758303,0,0,0,0.0735389409771592,0,0,0,0.0181299264076759,0,0,0,0,0,0.0567175126478565,0,0,0.0804302996273581,0,0,0,0,0,0,0,-0.0605561848437298,0,0,0,0.0324665277405335,0,0,0.0342858463100403,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042579511315353,0,0,0,0,0,0,0
X600703.SH,0,0,0.256946426153207,0,0,0,-0.0265794000561915,0,0,0,-0.101624138996553,0,0,0,0,0,-0.183431796357749,0,0.0741317381895165,0,0,0.516045592486172,0,0,0,0,0,0,0,0,0,-0.509734792476785,0,0,0,0,0,0,0,0,0,0,0,0.300705865831333,0,0.0529884388278866,0,0.0132669808591807,0,0,0,0.00569991876277333,0,0,0,0,0,0,0
X600741.SH,0,0.310777709209828,0.0144618048069204,0.316023410453269,0,0,0.00295971258047911,0,0,0,0,0,0,0,0,0,0,0,0,0.026586932945674,0,0,0,0,0,0,0,-0.109655450154797,0,0,0.0357896930780778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407652164283293,0,0.0486558953765691,0,0,0,-0.00582786187974959,-0.0532222017947971,0,0,0,0,0,0
