,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X000063.SZ,X002304.SZ,X300124.SZ,X600104.SH,X000725.SZ,X003816.SZ,X002371.SZ,X600031.SH,X000625.SZ,X000596.SZ,X002129.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002049.SZ,X000100.SZ,X002236.SZ,X000977.SZ,X600372.SH,X002241.SZ,X601877.SH,X600741.SH,X000157.SZ,X000661.SZ,X600584.SH,X600522.SH,X002180.SZ,X000733.SZ,X002074.SZ,X000066.SZ,X002463.SZ,X600460.SH,X600702.SH,X300003.SZ,X000988.SZ,X000800.SZ,X300142.SZ,X002007.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.30507772583474,0.135543130120256,0,0.121291557190048,0,-0.0112547272241827,0.0712846059545376,0,-0.0392920496955197,0,0,0,0,0,0.0516214803114569,0,0,0,0,0.000881032609694151,0,0,0,0,0.0138101691903252,0,-0.0227679517426607,-0.0440118542551481,0,-0.0898253318481595,0,0,0,0,0,0,0,0.0231128036801783,0,0,0.0222123567665432,0,0,0,0.0275542798043075,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X000858.SZ,0.155963353021094,0,0.313705394213015,0,0,0.0517774697816735,0,0,0,0,0,0,0,0,0,0,0.141521522664476,0,0,0,0,0,0,0,0,0,0,-0.0124279673914621,-0.0208555843509999,0,0,0,0,0,0,0,0,0,0,0,0.0511632644091157,0,0,0.0814844630007699,0,-0.0227232101407019,0,0,0,0,0.02195708902085,-0.0233351941848659,0,0,0,0,0,0,0
X000568.SZ,0,0.4699722907871,0,0,0,0.00187458790199299,0,0,0,0,0.156506155797878,0,0,0,0,0,0,0,0.0542749033238029,0,0,0,0,-0.0682130852911221,0,0,0,0.0163392809590306,-0.0361280519953074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177169727353259,0,0,0,0,0,-0.0103696546954942,0,-5.42101086242752e-20,-0.0287664737201042,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114431166319353,0,-0.0197897093815195,0,0,0.173257830308925,0,0,0.182772765386131,0,0,0,0.320537792468829,0,0,0,0,0,0,0,0,-0.269321034373213,0.192001336446499,0,0,0,-0.0175232550042422,0,0,0,-0.0724288124006265,0,0,0,0.113200182348422,0,0.0118292070280013,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.180675455029957,0,0,0,0.135536797761964,0,0,0,0,0,0,0,0,0,0.127672384007033,0,0,0,0,0,-0.1873463539342,0,0.111276668450861,0,0,0.0113732230964725,0,0,0,0,0,0,0,0.0126339136187478,0,0,0,0,-0.27847983158742,0,-0.0611788520272045,0,0.156036148856669,0,0,0,0,0,0,0.0303680333283747,0,0,0,0,0,0
X600809.SH,0,0.200137833542949,0,0,0,0,0,0,0.0333158642423025,0,0.0563664565962817,0,0,0,0,0,0,0,0,-0.107103960591649,0,0,0,0,0,0,0,0,0,0,-0.0335472176551225,0,0,0,0,0,0,0,0,0,0.0637175370770465,0,-0.0580025113177426,0,0,0.0116345718277474,0,0,-0.230484619718997,0,0.572285047508384,0.00349160753347025,0.0707366203029973,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.233883100384042,0,0,0.00548777192863777,0,0,0,-0.0919819549545062,0,0,0,0.0533774339092644,0,0,1.73472347597681e-18,0.0135532315370696,0,0,0,0.0258459645358577,0,0,0.725746760839468,0,0,0,-0.0796785967586711,0.2202064688294,0,0,0,0,0,-0.162233903207727,0,0,0,0.246146155805908,0,0,0,0.169752665989773,0,0,-0.0909406498334027,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.156851703880505,0,0,0,0.326703621802936,0,0,0,0,0.0485044240403895,0,0,0.0969860062936524,0,0,0,0,0,0,0,0,0,0,0.0325400470435804,0.0447485480306642,0,0,0,0,0.0174191008751573,0,0,0,-0.108007690981951,0.11905083903846,0.0452576695174346,0,-0.0243263595143521,0,0,0,0,0,0,0.0943378953747,0,0,0.0350611139063971,0,0,0,0,0,0,0
X000651.SZ,0,0,0.107027633791337,0,0,0.0109793980040594,0,0,0,0.307024932846112,0,0.0277851520420905,0,0,0,0,0,0,0,0,0,-0.446079694386181,0,0,0,0.00906019987062001,0,0,0,0.0934972116665678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431142964377756,0,0,0,0,0,0,0,0.014855293899199,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0446820464186305,0,0,0,0,0,0,0.0712227597370108,0,0,0,0,0.0872296621626055,0,0,0,0,0,0,0.121946179124458,0.173790652995068,0,0,0,0,0,0,0,0.125464979638005,0,0,0,0.222793206513484,0,0,0.0969220189660583,0,0.106936789210343,-0.256022872653498,0,0,0.0966969503341606,0,0.0303273983412783,-0.071600379299366,0,0,0,0,0,0
X002304.SZ,0,0,0.131789280143548,0,0,0.0883386479575969,0,0,0,-0.0240723803383512,0,0,0,0.0245119015558014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.000320329297684859,0,0.310893536034061,0,0,0,-0.0458698276852698,0,0,0.00119962913458707,0,-0.0328566684430112,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.0328940884903158,0,0.143074451075989,0,0,0.0357095832516937,0,0,0,0,0,0.0901885902356308,0.0384039161144269,0.0132490430300153,0,0,0.142482202789529,3.46944695195361e-18,0,0,0,0,-0.18279890902497,0,0,0,0.134102402707243,-0.205332720156467,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100714233975058,0,0,0,0,0,0.0296688719853252,-0.0144118081558723,0,0,0,0,0,0
X600104.SH,0,0,0,0.0218501527712577,0,0,0,0,0.0150581587479063,0,0,0,0,0.0520492664355991,0,0,0.140319252791527,0.0855543680119349,0,-0.0479709457729464,0,0,0,0,0,0,0.117767073556938,0.00996414550714046,-0.033432583286909,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137685666322402,0,0,0,0,0,0,0,0,0,0.00965829521937991,0,0,0,0,0,0,0
X000725.SZ,0,0,0,-0.00993192005311658,0,0,0,0.0753281373306896,0,0,0,0,0,0,0,-0.0460419564515337,0,0,0,0,0,0.0347595957049517,0,-0.0637042643391914,0,0.0651920910211781,0.346969201923922,0,0.0174765629656901,0,0,0,0,0,0,0.0299902668386257,0.0823231502886713,0,0,0,0.0318859888156918,0.122963478225631,0,0,0,-0.0617830381334888,0,0,0,0,0.301089733212028,0.00720395037947568,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0.049404235423305,0,0,0,0,0,0,0,0,0,0,0,0.0519573341457775,0,0,0.0534244479615925,0,0,0.0373998654046547,0,0,0,0,0,0,0,0,0.00724039948170324,0,0,0,0,-0.019228136613245,0,0,0,0.0491334147416323,0,0,0,0,0.217841476795732,0,0.0175918582452811,0.0639603187947927,0,0,0,0,0
X002371.SZ,0,0,0,0,0.180542400746627,0,0.174672943641732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.385410959674309,0.0858218002472838,0.136358073858878,0,0.135885200250278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110394437167925,0,0,0.0331106554776827,0,0,0,-0.358358720582662,0,0,-0.0120939203026699,0,0,0,0,0,0
X600031.SH,0,0,0.0205175143293847,0,0,0,0.0173013226232409,0,0,0,0.11333354452927,0,0,0,0,0,0,0,0.057283312298913,0,0,0,0,-0.00671090941118067,0,0,0.0317192105474246,0.0345600998784447,-0.0472947444134487,0.0302778671654557,0,0,0,0.160082190764404,0,0,0,0,0,0,0,-0.0127082283793936,0.136593763331443,0,0,0,0,0,0,0,0,0.0150337207422573,-0.00141240547253329,0,0,0,0,0,0
X000625.SZ,0,0,0.0555461613251378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009232789896178,0.0499624894913558,0.175957476771088,0,0.0107893862862364,0,0,0.0254421043979483,0,0,0,0,0,0,0,0,0,0,0,0,0.072210970676808,0,0.0702380008109754,0,0,-0.0206577012924311,0.424365818217691,0,0,0,0,1.73472347597681e-18,-0.0218878610633079,0,0,0,0,0,0
X000596.SZ,0,0.150363902626241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027720789370193,0,0,0,0,0,0,-0.00543613443510563,0,0,0,0,-0.0252383412758654,0,0,0,0,0,0,-0.0200372976836565,-0.052690399480306,0,0.109077987700424,0,0,-0.0657079917506122,0,0.177385239062108,0,0,0,0,0,0,0,0,-0.015186789437713,0,0,0,0,0,0
X002129.SZ,0,0,0,-0.0779210347464019,0,-0.0128338815122659,0.152045773334524,0.32077764241283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.214540222461633,0.0552686744447613,0.0392591861579188,0,0,0.217800647629159,0,0,0,0,0,0,0,0,-0.0566091571766128,0,0,0,0,0.0251438993071809,0,0,0,0,0,0.021390958834977,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135340633701861,0,0,0,0,0,0,0,0.0664127679588047,0.163027775499436,0,-0.0134247461864508,-0.034104056895601,0,0,0,0,0,0.0324040780914858,0,0,0,0.0538944651346314,0.670767534344219,0,-0.0281774717298024,0,0,0,-0.0172570775761989,0,0,-0.054301621586664,0,0,-0.0187818468449477,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0.0438840719758182,0,0,0,0,0.0596990549764024,0.0265687532899938,0,0,0,0,0,0,0,0,0.261613604582707,0,0,0,0,0,0,0,0,0.0229924744200078,2.71050543121376e-20,0.0455320445757447,0,0,0,0,0,0,0.0872586236868039,0,0,0.044123359404224,0.0528011344100714,0,0,0,0,0,0,0,0,0,0,0.0450433391255172,0,0.0324052263058395,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0.0784970402926139,0,-0.0185282349930444,0,0,0,0,0,0.0405179278152658,0.0400425718896647,0,0,0.0147629979298421,0,0,0,0,0,-0.0490328455843649,0,0.0119635926137604,0,0,0,0,0,-0.0414000271603318,0,0,0.263374897463912,0.0295835790868978,0,-0.025210365726949,0,0,0,-0.0205494497233798,0,0,0,-0.126133566510941,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0.117688966959686,-0.13570411183454,0,0.0118150932564008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39821384628735,0,0,0,0,-0.138658070474739,0,0,-0.307730466363704,0,0.217982321740393,0,0,0,0,0.362027289485694,0,0,0,0,0,0,0.152840022787319,-0.0450895349781102,0,0.285882268050615,0,0,0,0.0222756572777531,0,-0.0653517577623447,0,0,0,0,0,0,0
X600089.SH,0,0,0,-1.73472347597681e-18,0.037925679657736,0,0.0629001838732877,0,0,0.0833892125620187,0,0,0,0,0,0,0,0.251829511909725,0,0.0422451029362107,0.0530029462921721,0.202439190442909,0,0,0,0.0685689787298398,0,-0.0293440689322948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743336983039584,0.0418704503548906,0,0,0,0.0303952563383442,0.00276656955483546,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0.167357866351731,0,0,0,0.141680542844255,0,0,0,0,0,0,0.0518714964531212,0,0,-0.0993628301376025,0,0,0,0,0,0,0,0,-0.0328913687224593,0,0,0.0186885494401504,0,0,0,0,0.0903287562190292,0.0224122080172985,0.461889274094835,0.259905996737247,0,0,0,0,0,-0.228217131348161,0,0.0777404386556837,0,-0.176903443912784,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.0683926736173884,0,0,0,0,0.397915750012589,0,0,0.0182359986724347,0,0,0,0,0,0,0,0,0,0,0.0442366216856404,-0.0222143498824906,0,0,0,0,0,0,0,0,0.0341305131732357,0.0835425464120386,0,0,0,0.024808750264278,0,0,0,0,0,0,0,0,0,-0.013703576440536,0,0,0,0,0,0
X002236.SZ,0,0,0.278009463392382,0.558887912445318,0,-0.0232476951167798,0.242329358334772,0,-0.254636424591757,0.0620915738876153,0,0,0,0,0,-0.133809078816019,0,0,0.498097453934319,0,0,0,0,0,0,0,0,0,0.248300341553163,0,0,0,0,0,0,0.0944377481811929,0,-0.125052750906643,-0.0818932286058811,0,0,0.246614396163575,0,0,0,0,0,0,0,0.141896098442807,0,0.0383970265171878,0,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,-0.3473417862138,0,0,0,0,0,0,0.284619210679686,0,0,0,-0.263915168428287,0,0,0,0,0,0,0,0,-0.207078067453683,0.399924532993876,0,0,0,0,0,0,0,0.216508891657168,0.547725177265268,0,0,0,-0.0910051033116686,0.290029163150907,0,0,0,0,0,0,-0.158093786306275,0,0,0.0363118140459287,0,-0.355279751377454,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470050579567715,0,0,0,0.0130780715394246,0,0,0,0,0,0.0433379382859878,0,0.365646480398593,0,0,0,0.0305019921293658,0,0.247393735423361,0,0,0,-0.18379552947092,-0.235918648587977,0,0,0,0.101666623887803,0,0,0,0,0,0.254793421874814,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0.0445177231930591,0,0,0.209439569583864,0,0,-0.165009887618195,0,0.358616876646263,0,0,0,0,0,0,0,0,0,0,0,0.244322910100282,-0.266561693677648,0,0,0,0,0,0,0,0,0,0,0.423504370113785,0,0,0,0,0,0,0.337052327332323,0.094666900104843,0,-0.223755504459877,0,0,0,-0.193172540596713,0,0,0.102534384191383,0.65745237684189,0,0,0,0,0
