,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X002236.SZ,X600031.SH,X000338.SZ,X300003.SZ,X601877.SH,X300124.SZ,X002008.SZ,X000625.SZ,X600809.SH,X002456.SZ,X600066.SH,X600867.SH,X600487.SH,X000100.SZ,X600271.SH,X002294.SZ,X600566.SH,X000981.SZ,X002241.SZ,X002049.SZ,X000661.SZ,X002180.SZ,X600522.SH,X000157.SZ,X002508.SZ,X300142.SZ,X600584.SH,X000596.SZ,X002179.SZ,X300136.SZ,X600498.SH,X000050.SZ,X600089.SH,X600177.SH,X002129.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0467722598763421,0.454486674595903,0,0,0,0,0,0,0,0.0943678753969605,0,0,0,0,0,0.0158846660819366,0,0,0,0,0,0,0.0299137439132892,0.0703026171137574,0,0,0,0,0,0,-0.00333881308864556,0,-0.0262542561411209,0.0779680980636223,0,0,0,0,0.00117257010475649,0,-0.0635183358298353,0,0,0,0,0,0,0,0.0183313743738417,-0.00685349950461763,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.281436226603373,0,0,0,0,0,0.170027798430106,0.0492194296091996,0,0,0,-0.232681333520228,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0352046614902414,0,0,0.0874689727691772,0,-0.056384605981006,0,0,0,0,0.0687666482504247,0,0,0,0,-0.0612391405873021,0,0,-0.03806957804779,-0.00446228108596529,0,0.383933239978511,0,0,0,0
X002415.SZ,0.215580514556564,0,0,0,0.0886162274332158,0,0,0,0,0,0,0.045213766258975,0,0,0.2217654665243,0,0,0,0,0,0.0899439809360928,0,0,0,0,0,0.236917389466733,0,-0.00581783394930319,0.0128152106413823,0,0,0.123304416966802,0,0,0,0,0,0,0,0,0,0,0.14125451638954,0,0,0,0,0,0,0,-0.0105973070431999,0.020295286149101,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0969699993924555,0,0,0,0,0.516009322615879,0,0,0,0,0.0648619158156958,0.0534420222117333,0.00201585476036981,0,-0.0735863758032211,0.0525501269585064,0,0,0,0,0,0.0153947021766838,0,0,0,0,0,0,0,-0.0345272710760061,0,0,0,0,0.126285791067177,0.101031965822663,0,0,0,-0.0596231098168063,0,0,0,0,0,-0.0287345567174271,0,0,0,0,0,0,0,0,0
X000858.SZ,0.24440941623508,0,0,0.288507853224671,0,0,0.0376469341334418,0,0,0,0.43593675128308,0.0279100528903742,0,-0.0326140114862533,0.0531516966551924,0,0.0671154439440869,0,0,0,0,0,0,0,0,0,0,0,0.0232222113127413,0,0,-0.00980706984861562,0,0,0.0184479397547173,0,0,0,0,-0.0281547772313428,-0.0529317115364046,0,0,-0.0656787105437232,0,0,0,0,0,0,0,0.00962014550670267,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.150177471543109,0,0,0,0,0,0.0469425862820804,0,0.0900615431359244,0,0,0,-0.209342213014463,0.460639257726558,0.0234257621871493,0,0,0,0.0690529048134079,0,0,0,0.0535377091204038,0,0,0,0.0433013987447367,0.0153542525777159,0,0,0.188178847892313,0,0,0,0.0408374665761264,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353861879623083,0.0378698966750421,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0486898471106226,0,0,0,0,0.396707990297213,0,0.190629513806258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0759413897060788,0,0,0,0,0,0,0,0,0,0.307761334729953,0,0,0,0,0,0,0,0,0,0,0,0,0.0145958081498523,-0.0375950800709773,0,0,0,0,0,0
X000725.SZ,0.0378286497012236,0,0,0,0,0,0,0,0.307398104132835,0,0,0,0,0,0,0,0.164303748764819,0.0290611440593233,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.118325658155263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133348801375593,0,0.309441131850523,0,-0.0643439110207347,0,0,-0.0310565536998435,0.0533355346652996,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.588538149760481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269548953954763,0,0.0718313660381132,0,0.158444907275926,0,0,0,-0.111510742218992,0,0,0,0,0,0,0.270479637339492,0,-0.00393406647007197,0,0,0,0,0.17065455713763,0,0,0.0162311044122762,0.0438286980061604,0,0,0,0,0,0
X600690.SH,0,0,0,0.194678370604205,0.246309241483646,0,0.146508109408713,0.0470648474233825,0,0,0,0,0.127046311443986,0,0.0289313058449408,0,0,0,0,0,0,0,0,0,0.0275059531871974,0,0,0,0,0,0,0,0,0,0.0118676462412279,0,0,0,0.0528826618624507,0,0,0,-0.170309049589585,0,0.0551891835316781,0,0,0,0,0,0,0.0261496785145862,0,0,0,0,0,0,0
