,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X600104.SH,X000725.SZ,X600031.SH,X300014.SZ,X300124.SZ,X003816.SZ,X002241.SZ,X002129.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X000596.SZ,X600703.SH,X002049.SZ,X000625.SZ,X002179.SZ,X601877.SH,X600741.SH,X000100.SZ,X300142.SZ,X600089.SH,X600460.SH,X002180.SZ,X000661.SZ,X002074.SZ,X600702.SH,X000157.SZ,X600522.SH,X000733.SZ,X002236.SZ,X600884.SH,X000799.SZ,X002414.SZ,X600584.SH,X002008.SZ,X600779.SH,X002007.SZ,X601799.SH,X600183.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.496915976281724,0,0,0.0379190986273322,0,0,0.0668514834495382,0,-0.0233083241961261,0,0,0,0,0,0,0,0,0,0,0,0.107995087669467,0,0,0,0,0,0,0,0,0,0,0.0006475407295217,0,0,0.0496348891084349,0,0,0,0,0,0,0,0,0,0.0540696173133573,0,0,0,0,0,0,-0.0155905532455004,0,0,0,0,0,0
X000858.SZ,0.149559381673664,0,0,0,0.151424157878972,0.0230362687121038,0,0.0868264974428995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482864611325004,0,0,0,0,0,0,0,-0.0254664999527865,0,0.0703370177744096,0,0,0.0969718415839458,0,0,0,0.00486531823899515,0,0.0938860115094159,0,0,0,0,0,0,0,0,0,0.00424710623900048,0,0,0,0,0,0,0
X002415.SZ,0,0.179340183410083,0,0,0,0.0934634434329798,0,0.0378273678355083,0,0,0,0,-0.0940274909157269,0,0,0,0,0,0.113156941407095,0,0,0,0,0.0676669608719746,0,0,0,0,0,0,-0.138775817774608,0,0,0,0,-0.154734436988862,0,0,0,0,0.063012567577606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.427096622943242,0,0,0.06111745085146,0,0,0,0,0,0,0,0,-0.0330626098330339,0,0,0,-0.409538358087186,0,0,0.0651192765202752,0,-0.0499724286984058,0,0,0,-0.0349431204094435,0,0,0,0,-0.0332493165921731,0.0266201555644409,0,0,0,0,0,0.125507160466604,0.0383893813914991,0,0,0.0947054075632954,0,0,0,0,0.0710409965126633,0.0520115282050826,0,0,0,0,0.0709842136551191,0,0
X000568.SZ,0.189966305938203,0.170395266355735,0,0.0507750092994201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268502967974495,0,0,0,-0.0414794814286702,0,-0.0896823995699269,0,0,0,0,0,0.174191986772019,0,0,0,-0.101953775112017,0,0,0,0,0,0,0,0.0747314425106055,0,0,0,0,0,0.0125744568159363,0.0139491064705717,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265466573579591,0,0.256534267477848,0,0,0,0,0,0,0,0,0.0244322611873593,0,0,0,0,0,0,-0.0453981833701338,0,-0.167976573611751,0.0902796484833143,0,0,-0.0191464453076686,0,1.73472347597681e-18,0,0,0,0,0.157368472200823,0,0,0,-0.0621072552114104,0,0,0,0,-0.0583717062867342,0,0
X600276.SH,0,-3.46944695195361e-18,0.010496121646447,0,0,0.170129837228381,0,0,0.261008682908821,0,0,0,0,-0.205246243838116,0,0,0,0,0,0.0205351754752015,0,0,0.00797470708765248,0,0,-0.0755317665303596,0,0,0,0.0838926201345987,-0.0327412577463649,0,0.0394446910471039,0.128070480759765,-0.0777885346203775,0,0,0.0676553266800799,0,0,0,0,-0.0263200456081176,0,0,0,0,0,0,0,0,-0.0471004773701403,0,0,0,0,-0.0470385456863224,0,0
X002304.SZ,0,0.140182607226743,0.0548718531583408,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.133516954912884,0,0,0.187031584015623,0,0.0879890667985829,0.00649604858718448,0,0,0,0,0,0,0,-0.0595290548794048,-0.0210402516313539,0,0,0,-0.0285341399686511,0,0,0,0,0,0,-0.075626369945131,0,0,0,0,0,0,0.00341040555529074,0,0,0,0,0,0,0
X600690.SH,0,0.229569290931405,0,0,0,0,0.164624145831797,0,0,0,0,0,0.0419583530404642,0,0,0,0,0,0,0,0.236940838727367,0.0270869932117039,0,0,0,0,0,0,0,0,0,0,-0.0694822054924974,0,0.163016944156221,0.0463206809405769,0,0.0399952892883405,-0.0703657558486727,0,-0.0069876471698536,0,0,0,0,0.0247399588450957,0,0,0,0,0,0,-0.00643927052976496,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0324003564787313,0,0,0.0260464173333051,0.0969527869943305,0,0,0,0.124432121411768,-0.0782026533554519,0.171479254028813,0,0,0,0,0.0582372257860086,0,0.00560188752231565,0,0,0,-0.0622494947919434,-0.0739723617702831,0,0,-0.038482002262234,0,0.0925549891906827,0,0,0,0,0,-0.0355943575393675,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00939172635066423,0,0,0,0,0.00989195025825051,0,0
