,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X000661.SZ,X000725.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000568.SZ,X600809.SH,X600690.SH,X600703.SH,X000338.SZ,X002241.SZ,X002007.SZ,X300014.SZ,X002371.SZ,X000100.SZ,X300142.SZ,X000596.SZ,X600183.SH,X300124.SZ,X600741.SH,X300003.SZ,X002129.SZ,X002236.SZ,X601877.SH,X000977.SZ,X000625.SZ,X300136.SZ,X000157.SZ,X600584.SH,X002456.SZ,X000800.SZ,X002414.SZ,X002179.SZ,X002049.SZ,X002463.SZ,X000066.SZ,X002008.SZ,X002185.SZ,X002223.SZ,X600118.SH,X600867.SH,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.169536770432198,0.189888302513563,0,0,0,0,0,0,0,0,0.117614188448373,0,0,0,0,0,0,0,0,0.0189232273429352,0,0.00157841476913383,0,0,0,0,0,0,0,0.0168272695877324,0,0,0,0,0,0,0,0,0,0,0.0282478359739454,0,0,0,0.0250278673638686,-0.0225230627717341,0,0.0362247431266457,0,0,-0.00413466311720981,0,0,0,0,0,0,0
X000858.SZ,0.131048547006368,0,0,0,0,0,0,0,0,0,0,0.0559598240482405,0,0.277172175570104,0.127890145299776,0,0,0,0.0769777195997425,0,0,0,0,0.141285374085614,0,0,0.0225377137025982,0,0,0.0533836889354142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990359782682773,0,0,0,-0.0118990942239348,0,0,0,-0.0101023260867198,0.0149423124088126,0,0,0,0,0,0
X600276.SH,0,0.188162531915636,0,0,0,0,0,0,0.337889126159156,0,0,0.00146519021979621,0,0,0,0,0,0,0,0,0,0.0173943965625241,0,0.0405833772087177,0,0.173333432610248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230316897015342,0,0,0.0483405830177179,0,-0.0758347812481038,0,-0.0150608618579172,0.00699331828938412,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675513118659633,0,0,0.0691469040560994,0,0,0,0,0,0,0.139588445358043,0,0,0,0.113999623349637,0,0,0.00751021430213992,0,0,0,0,0.216769982913662,0,0,0,0.137954224046229,0,0,0,3.46944695195361e-18,-0.0261435781392775,0,0,0,0,0,-0.0240844807816139,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0700653090443526,0,0,0,0,0.218234781856667,0,0,0,0,0,0,0.059927877361814,0,0,0,0,0,0,-0.0797179070737734,0,0,0,0,0,0.140002707373359,0,0,0,0,0,0.0508602236293194,0,0.0449115881579171,0.0411355949490519,-0.0549201480993557,0,0,0,0,0.00917256123615916,0.00184303040024229,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0358812293579352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00707565471208158,0.362951733307645,0,0.147153921977479,0,0,0,0,0,0,0,0,0.17781410750331,0,0,0.180599258721172,0,0.0691399922389626,0,-0.242135634321406,0.0930320982702199,0,-0.0028285332053334,0.0226252112564008,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0137534916699036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602688394489662,0.104627472886957,0,0,0,0,0.467378338754049,0,0,0,0,0,0,0,-0.000887762357065872,0,0.15808266337959,0,-0.0327338610102853,0,0,0,0,-0.0393400907788101,0.00129073478803702,0.00298500903222874,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,-0.0934013456938723,0,0,-0.0527715048892254,0,0,0,0,0.0615992836901672,0,0,0,0,0,0,0,-0.05851422581911,0,0,0,0,0,0.0473843068144954,0,0,0,0,0,0,0.061898694692012,0,0,0,0,0,0.0359163529352522,0.313836540631084,0,0.0809431719442255,0,0,0.11930984103403,-0.123688855379911,0.0474438384490981,-0.0487738886334401,0,0,0,0,0,0
X000661.SZ,0,0,0.323929656024818,0,0,-0.0620172365100351,0,0,0,0,0,0,0,0,0,0,0,0,-0.0767769486016123,0,0,0.0758724704683572,0,0.0124336493663925,0,0,0,0,0,0,0,0,0,0.00822452918281188,0,0.226263233474137,0,0,0,0.142836683060191,0,0,0,0,0,0,0,0,0,0,0.068863480334341,0.00294780536249789,0,0,0,0,0,0,0
X000725.SZ,0,0,0,-0.0785025572433478,0,0,0,0,0,0,0,0.0337960638918381,0,0,0,0,0,0.0248923772882363,0,-0.0880265117970748,-0.0359351431576724,0,0.375880154128899,0,0,0,0,0.179511142559021,0,-0.00616416758219677,0.0259112769233428,0,0,0,0,0,0,0,0,0,0.143498291551569,0,0,0,0,0,0,0,0,0.111282288331636,0,0.00151420466418522,0.0088047841026857,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0682830502716798,0,0,0,0,0,0,0.0536680187536333,0,0,0,0,0,0,0,0,0.0960866898164486,0,0,0,0.0937892048182863,0,0.0584090488546664,0,0.0114960827841193,0,0,0,0,0,0,0.368900476554738,-0.150422764139846,0,0.0255533994711309,0,0,0.0366725342371845,0,0,0.118593713362525,0,0,0,0,0,0,-0.0161547878841349,0.0100371375484412,0,0,0,0,0,0
X002304.SZ,0,0.219519318965714,0,0.128002631883399,0,0,0,0,0,0,0,0,0,0.112971720101319,0,0.058346111401451,0,0.143037800209467,0,0,0,0.0292129382139934,0,0.0138043201139511,0,0,0,0.0512125153650664,0,-0.0532634826558389,0,0,0,0,0,0,0,0,0,0,0,-0.00468267678674092,0,0,0,0,-0.0340036576658511,0,0.0890393974385092,0,0,0.00394756703665214,0,0,0,0,0,0,0
X003816.SZ,0,0,0,-0.038491843977742,0,0,0,0,0,0.0508791191289969,0,0,0,0,-0.0288173761666663,0,0,0,0,0,0,0,0,0,0,0,0,0.0408976639951474,0,0,0.0230010480781618,0,0.0197866827972191,0,0,0,-0.0226041344696768,0,0,0,0,-0.0142645899850316,0,0,0.104833415885285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.734047927213225,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.00211324280545983,0,0,0.0761326406088466,0,0.0454468594948765,0,0,0,0,0,0,0,0,0,0,0,0,-0.102084808952552,0.0247506971711538,0,0,0,0,0,0,0,0,0,0,0.0991743676588097,-0.0932457829335644,0,0,0,0,0,0.0449857087814756,0,0,0.00333161013270979,-0.0146685610266021,0,0,0,0,0,0
X600809.SH,0,0.225993678533088,0,-0.00390606480555248,0,0,0,0,0,0,0,-0.0589470472040628,0,0.430912487806967,0,-0.145418175291725,0.0216323545813394,0,0,0,0,0,0,0,0,0,0.0843040027312092,0,0,0,0,-0.134127131622196,-0.0640320476995397,0,0,0,0,0,-0.0201108990499686,0,0,0,0,0,0,0,0,-0.0125277507095016,0,0,0,-0.00807835560591726,-0.00587712059268707,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.169080099624197,0,0,0,0,0,0,0.260695602994695,0,0,0,0,0,0,0,0,0.0483896060805403,0.00213205287772513,0,0,0,0.0716185805455191,0,0,0,0,0,0,0,-0.121462115369485,0,0,0,-0.0319026178185898,0,0,0,0.0119738962126879,0.0218634547538587,0.0392547236786331,0,0,-0.0482185830258387,0,0,0,0,0.00616060666063402,0.00367045591166885,0,0,0,0,0,0
X600703.SH,0,0.0396328772536666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195948344921293,0,0.112752814039684,0.126165148055539,0,0,0.170814607660449,0.229577649073678,0,0,0,0,0,0,0.092128269544015,0,0,0,0,0,0,0.17773776405666,0,0,0.170175286887165,0,0,0,0,0,0,0,0,0,0,0.0159944997063693,0.0122725846280499,0.00803112892045301,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.0061182105807567,0,0.109948344527522,0,4.33680868994202e-19,0.0437654649712036,0,0,0,0,0,0,0,0,0.0115091236193461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181417440040232,0,0.0422073736423734,0,0,0,0.0994074255317449,0.04813055065783,0,0,0,0,0.0637210459479695,0,0.00785018916316862,-0.00987552665100429,0,0,0,0,0,0
X002241.SZ,0,0,0,0.459261301258613,0,0,0,0.0944648293240379,0,0.0561683358585547,0,0,0,0,-0.216804007538405,0,0.40375780473988,0,0,0,0.00020411444831181,-0.0813059871047509,0,0,0,0,0,0,-0.0395314298347828,0,0,0,0.128573311725316,0,0,0,0,0.124266417254008,0,0,0,0.00486694644964322,0,0,0,0.0540185572583364,0,0,0,0,0.0195061712766742,-0.00318047299029374,0.00602463613892835,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0.27502240934691,-0.000418113474356701,-0.100563527785185,0,0,0,0,0,0,0,-0.00496157871865107,0,0,0,0,0,0,0,0,-0.00904896347850884,0,0,0,0,0,0,-0.0492085742794954,0,0,0,0,0,0,0,0,-0.0908599079332924,0,0,0.515783992193232,0,0.221555584506114,0,0,0.0193360890612868,-0.0306621385332917,0,0,0,0,0,0
X300014.SZ,0,0,0,0.0901345021937656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670141991269397,-8.67361737988404e-19,0,0,0.0817380403566657,0,0,0,0.168431784065521,0,0,0,0,0,0,0,0.0101426054334898,0.0499211963881484,0,0,0.261010341735324,0,0,0,0.121578117337537,-0.0580602239984249,0,0,0,0,-0.0269876617859085,-0.0138489131391887,0,0,0,0,0,0
X002371.SZ,0,0,0,0.105176410298123,0,0,0,0,0.188470028144519,0,0,0,0,0,0,0,0,0,0,0.0997486193304032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387017437330325,0,0.482108066213316,0.122973406373009,0,0,0,0,0,0,0,0.0716919195960776,0,0,0,0,-0.153994322530042,-0.00125047580534069,0.00326606294953509,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0.479286739546611,0,0,0,0,0,0,0.025509114473293,0,0.169015540617377,0,0.0752076364829497,0,0,0,0,0,0,0,0,0,0,0,-0.0577220015833259,0.0425742306062436,0,0,0,0,0,0,0,0,0,0,0,0.141069693112608,0,0,0,0,0,0.0218068398471764,0,0,0,0,0,0,0
X300142.SZ,0,0,0.0719588949954222,0,0,0,0,-0.274697717024869,0,0,0,0.24423050535062,0,0.0559374947227809,0,0,0,0,0,0.0545184764709767,-0.0419649418958542,-1.73472347597681e-18,0,0,0,0,0.15745906839005,0,0,0,0,0,0,0,0,0,0,0,0,0.0291036260573629,0,0,0,0.0535170280053078,0,0,0.191469853268639,0.0652562146418489,0,0,0,0.0243785778869858,-0.0243677202505983,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190119094450116,0.21335652732669,0,0,0,0,0,0,0,0,0.0353637624448503,0,0,0.0324188078682501,0,0.0193581607820324,0,0,0,0,0,0,0,0,0,-0.0648899496610756,0.119565255901965,0,0,0,0,0,0,0.0114841549829545,0,0,0,0.0384802719464283,-0.00848210523280524,0.0169575986154574,0,0,0,0,0,0
X600183.SH,0,0,0,0.00995968005480327,0,0,0,0,0,0,0,0,0,0,0,0.0045471459237493,0.00328395216156679,0,0.0977621146030326,0,0.0856827423162232,0,0,0,0,0,0,0,0,0,0,0,0.0594480988657168,0,0,0,0.0105819984197824,0,0,0,0,0.0327727941973639,0.624335865214618,0,-0.177115181740089,0.154238741585295,0,0,0,-0.0131393445027375,0,-0.0127531392776807,0.00627977830345146,0,0,0,0,0,0
