,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X000651.SZ,X600690.SH,X002475.SZ,X300124.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000063.SZ,X003816.SZ,X002129.SZ,X000596.SZ,X600031.SH,X300014.SZ,X000625.SZ,X600703.SH,X000338.SZ,X002049.SZ,X002179.SZ,X600089.SH,X002236.SZ,X002241.SZ,X000100.SZ,X000661.SZ,X600584.SH,X600702.SH,X002180.SZ,X000977.SZ,X601877.SH,X300142.SZ,X000157.SZ,X600522.SH,X600460.SH,X600741.SH,X002074.SZ,X000733.SZ,X300003.SZ,X002007.SZ,X600183.SH,X002463.SZ,X002294.SZ,X000066.SZ,X000800.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0872999897532743,0,0,0,0.189493558715079,0.0507143263092704,0,0,0,0,0.0226293988330525,0,0,0,0,0.00190479085514626,-1.73472347597681e-18,0,0.129822774584408,0,0,0,0.00429741557449544,0,0,0,-0.000167817225845451,0,0,0,0.178503961043737,0,-0.00363585456808611,0,0,0,0,0,0,0.117504563483724,0,0,0,0,0,0,-0.0462608105841854,0,0,0,-0.000896394655087098,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.522003552007633,0.014250872798549,0,0.0425691896408664,0,0,0,0,0.0290001051904357,0,0,0,0,0,0.1115205261133,0,0,0,0,0,0.0396194708340431,-0.0838479225018201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169962855830356,0,0,0,0.00208801901835003,0,0,0,0,0,-0.0312347854377303,-0.014469236397692,0,0,0,0,0,0
X002415.SZ,0,0.111715260302649,0,0,0.0422964309270639,0,0,0,0,0.0681288616493428,0,0,0,0.149036609206742,0,0,0,0,0,0,0,-0.0666419993965963,0,0.0518650116772534,0,0,0.304740634784256,0,0,0,-0.0517209448558349,0,0.128438225363484,0.0461899062886754,0,0,0,-0.138038179639084,0,0,0.03593893258797,0,0,0,0,0,0,0,0,0,0.176900557682616,0.0296756254252347,0,0,0,0,0,0,0
X000568.SZ,0,0.420647581652696,0.188873550006381,0,0,0,0.250896437931069,0,0,0,0,0.102606473180304,0,0,0,0,0,0,0,0,0,0,0,-0.0453848430302419,0,0,0.0351291044680291,0,0,0,-0.156499117106545,0,0,0,0,0,0,-0.0267019356561823,0,0,0,0,0,0,0.0606065995953146,0,0.107385334086479,0,0,0,0,-0.0185582112571087,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546169704275127,0.0469688324190514,0.0834856361616149,0,0,0,0.0488887169670782,0,0,0,0.0613179475555581,0.107480341051177,0,0,0,0,0,0,0,0,0,0,0.276393255431369,0,0,0,0.113811268284744,0,0,0,0,-0.0232408060415438,-0.00477749730288018,0,0,0,0,0,0
X600809.SH,0,0.158504792306409,0,0,0,0,0.156242054934404,0,0,0,0,-0.0099929889152928,0,0,0,0,0,0.0694019117714953,0,0,0,0.0517635871605053,0,0,-0.198512467436988,0,0.0457771121889818,0,0,0.0671513455572408,0,0,0.146759968918726,-0.0279248795864767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008290667216927,0,0,0,0,-0.0378176973755563,0,0,0,0,0,0
X002304.SZ,0,0.371085328590107,0,0.384374575257138,0.0728267839050278,0,0,0,0,0,0,0,0,0,-0.0477656972088591,0,0,0.00988813768559577,0,0,-0.017724409604004,0,0,0,0,0,-0.0872715304702858,0,0,0.0430757996295383,0.0993251475749364,0,-0.0510536190758025,0.0309535810664589,0,0,0,0,0,0,0,0,0,0,0.0305423721785709,0,-0.0779865826902364,0,0,0,0,-0.0215664806661376,0.0164306004861614,0,0,0,0,0,0
X000651.SZ,0,0.0773685438177826,0,0,0,0,0,0,0.108519525873952,0,0,0,0,0,0.0231977263393479,0,0,0,0,0,0.213704318159425,0.00438969798954324,0,0.00605419773182313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091173261696652,0,0,0,-0.014686134110799,0,8.67361737988404e-19,0,0,0,0,0,-0.0388373207439941,0,-0.0386973446057007,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0337532955763317,0,0.408662143163009,0.201440159562505,0,0,0.0807819917497729,0,0,0,0,0,0,-0.209860693768986,0,0,0,0,0,0,0,0,-0.215625134963992,0,0,0,0.0552232743465066,0,0,0,0,0,0,0,0,0,0,0,0,-0.0020264821359142,0.0733889473447096,0,0,0,0,0,0,0.0277181929841504,8.67361737988404e-19,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158810696068005,0,0.031045886049537,0,0,0,0.115538084529208,0,-0.0780970921065628,0,0,0,0,0,0,0,0,0.0416518656191042,0,0,0,0,0,0,0.134808797474264,0,0,0,0.327738388426937,0,0,0.0549726482995743,0,0,0,0,0,0
X300124.SZ,0,0,0,0,-0.038068767577446,0,0,0,0,0,0,0,0,0,0,0,-0.11043337538082,0,0,0.237751010715976,0,0,0,0,0,0,0,0,0,0.0854656137558693,0.0505177512570026,0,0.133715879620923,0.0666379822919218,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,-0.0548930368470406,0.059728158696772,0,0,0,0,0,0
X002371.SZ,0,0.135537700658777,0.10219251334748,0,0,0,0,0,0,0,0,0,0,0,0.0989777562987244,0,0,0.0153093222160843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104218724714871,0.642228997231874,0,0,0,0,0,0,-0.0549825197108859,0.175161741869485,0,0,0,0,0.0350076694082613,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0156557508991141,0,0.0301877511207693,0,0.178800040677798,0,-0.0493552069413706,0,0,0.206423311497528,0,8.67361737988404e-19,0,0,0,-0.00937250896255582,0.0104997955866633,0,0,0,0,0,0.0302925014122205,0,0,0.0119194570838124,0,0,0.293968082338479,-0.01804804464152,0,0,0,0,-0.0131987357726152,0,0,0.153848859274461,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0030188251301944,0,0,0.0990525792825329,0.129904185272126,0,0,0,-0.0235127810310437,0,0,0,0,0,0,0,-0.0567974770292198,0,0,0,0.185057943266677,0,0,0.0247112030414936,0,0,0,0,0,0,0.0583735978636971,0,0,0,0,0,0,0,0.118283185440379,0,0,0,0.0163016477907763,0,0,0,0,0,-0.0145078057396259,0,0,0,0,0,0,0
X000063.SZ,0,0,0.342858404895569,0,0,0,0,0,0,0,0,0.207887512956686,0,0,0,0,0,0,0,0,0,0,0,-0.253191209225495,0,0,0.272691981728491,0,0,0,0,0,0,0.096659522412437,0,-0.399370534675244,0,0,0.162362668636094,0,0,0,0,0,0,0,0,0,0,0,0.118965335717007,0.0742273074238697,-0.0275803740250269,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0.104428992902379,0,-0.0635451993966354,0,0,0.0262727220080727,0,0.0406467894226419,0,0,0,0,0,0,0,0,0,0,0,-0.0341513213885232,0.0315567091091363,0,0,0,0,0,0.00757808557588381,0,0,0.0558078086532538,0,0,0,0,0,0,0,0,0,-0.0272392491366673,-0.000795275729543064,0.0690282772995023,0.00635027610663796,0,0.0349311266187372,-0.00660467948744998,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0258106294763572,0,0,0.120225791352895,0,0,-0.0731736927236925,0,0,0,0,0,0,0,0,0,0,0,0,-0.0635780089361421,0,0,0,0.37079044325282,0,0,0.169414905921805,0,0,0.210269385771986,0,0,0,0,0,-0.100376974453585,0.07959620225223,0,0,0,0.0681038526493103,-0.0206874566468031,0,0,0,0,0,0
