,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600690.SH,X000568.SZ,X600276.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X000725.SZ,X300124.SZ,X002371.SZ,X000338.SZ,X002304.SZ,X000625.SZ,X600031.SH,X000596.SZ,X000063.SZ,X000100.SZ,X002179.SZ,X300014.SZ,X000157.SZ,X600089.SH,X600703.SH,X002463.SZ,X600372.SH,X000977.SZ,X002236.SZ,X002241.SZ,X600066.SH,X000921.SZ,X002028.SZ,X600741.SH,X600522.SH,X600183.SH,X002049.SZ,X000661.SZ,X600584.SH,X601877.SH,X002129.SZ,X000800.SZ,X002180.SZ,X002074.SZ,X002223.SZ,X002085.SZ,X600177.SH,X600487.SH,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0595572889569386,0,0,0.208859505428565,0,0,0,-0.014330394655624,0,0,0,0,0,0.0179951033570546,0.0284187083961448,0,0.0839197031454677,0,0,0,0.00425542062217883,0,0,0,0.0125504914474228,0,0,0,0,0,0,0,0,-0.018256968309669,0,0,0,0.0327716775118056,0,0,0,-0.00946375267953639,0,0,-0.015303076269165,0,0,0,0,0,-0.0136943043574175,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.420539182695483,0.0246917612748191,0,0,0,0,0,0,0,0,0.24866236686445,0,0,0.0960399009237741,0,0,0,0,-0.0573848037550337,0,0,0.057187322255982,0,0,0,0,0,0,-0.00640938287947887,0,0,0,0.0245427197773114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0320876543565806,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.247958680808279,0,0,0,0,0,0,0,0.0673453511732254,0,0,0,-0.0311077601677707,0.171221469261896,0,0,0,0,-0.133924663676375,0,0,0,0,0,0,-0.0585784908839522,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.145393760178478,0,0,-0.00580808317366447,0,0,0,0,-0.0707802556304863,0.00488708519671322,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0410637921295203,0,0,0.0733740017324247,0,0,0,0,0,0,0.138417569485427,0,0,0,0,0,0,0.0531152932563332,0,-0.0620390701822224,0,0,0,0.00997105801512741,0.195050143642851,0,0,0,0,0,-0.0381444918970198,0.0553483204604814,0.0503375910039583,0,0.0154842947166821,0,0,0.0500730578403847,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.0114122092077786,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.134686744168574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074052857152121,0,0,0,-0.0420042210775347,0,0,0,0,0,0.306872973270435,0,0,0,0,0,0,0,-0.0804450895430339,0,0,-0.0807377969981656,0,0,-0.0453092905739872,0,0,0,0,-0.02144787534197,0.00592881731898467,-0.0788027355700263,0,0,0,0,0
X000568.SZ,0,0.733266380490959,0.4569247234631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147407129830542,0,0.00244332644483834,0,1.73472347597681e-18,0,-0.158883853169532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106885777568469,0,0,0.0293588007417902,0,0.0634968058025076,0,-0.0292204829738047,0,0,0.00233723160551565,0.0335591291731513,0,0,0,0,0,0
X600276.SH,0,0,0,0,-0.124960273399302,0,0,0,0,0,0,0,0,0,0,0,0,0.0921620586896447,0,0,0.0522836948865851,0.288606801690677,0.13166505725285,0,0,0,0,-0.0391465730113961,0,0,0,0,0,0,0,0.133222148654926,0,0,0,0.0916760508062838,0,0,0,0.00853131879288129,0,0,-0.11433700303527,0,0,0.294026195636043,0,0,-0.0191505287189258,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.262131034328247,0.112061058081334,0,0,0,0,0,0,0.0504281735206907,0,0,0,-0.127899950519561,0,0,0,0.187529038051925,0,0,0.0827138580250875,0.288692840505366,0,0,0,0,0,-0.0542841297821342,0,0.0939870791822332,0,0,0,-1.73472347597681e-18,0,0,0,-0.112992329987357,0,0,0,0,0,-0.00854707961198637,0,0,0,0,0,-0.0222544783597478,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,-0.143315393671858,0,0,0,0,0,0.226997675007316,0,0,0,0,-0.0688342641078381,0.268824688790981,0.0601276760034088,0,0,0,-0.0267311031170724,0,0,0,0.280728974104176,0,0,0,0,0,0,0,0,0.0263727122512116,0,0,0,0,0,0,0.0396299393154522,0,0,0.259820208732127,0,0.0424607158638275,0,-0.154183797525274,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.330874539380671,-0.0827472800406635,0,-0.0588476465767619,0,0,0,0,0,0,-0.221888514101348,0,0,0,0,0,0,0,0,0.0612879000416492,0,0,0,0,0,0,0,0,0,0,0,0,0.0564445968331858,0,0,0,0,0,0,0.0586039433826582,0,-0.0049615579683886,0.176326145624377,0,0,0,-0.0605442843758232,-0.0391117481120482,0,0,0,0,0,0
