,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002304.SZ,X000661.SZ,X000568.SZ,X000725.SZ,X600031.SH,X003816.SZ,X600809.SH,X600703.SH,X000338.SZ,X600690.SH,X002371.SZ,X002241.SZ,X300014.SZ,X000596.SZ,X000100.SZ,X300142.SZ,X002007.SZ,X300124.SZ,X300003.SZ,X002049.SZ,X600584.SH,X600183.SH,X600741.SH,X002129.SZ,X000977.SZ,X002236.SZ,X000625.SZ,X000157.SZ,X000800.SZ,X601877.SH,X002414.SZ,X002456.SZ,X300136.SZ,X000066.SZ,X002179.SZ,X002185.SZ,X002463.SZ,X002008.SZ,X600118.SH,X000021.SZ,X600522.SH,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.204025293985492,0.151208228707456,0,0,0,0,0,0.100859987760876,0,0.000325818021728645,0,0,0,0,0,0,0,0,0,0,0.0192699544924716,-2.16840434497101e-19,0,0,0,0,0.0388197314334006,0,0,0,-0.0127659522269496,0,0.0775834492606402,0,0,0,0,0,0,0,0,0,0,-0.0904491778971862,0,0,0,0,0,0,-0.00793944773967945,0.0119889892855502,0,0,0,0,0,0
X000858.SZ,0.018043674023001,0,0,0,0,-0.0665773371133489,0,0,0.0850988516109473,0,0.245359687295413,0,0,0,0.197905026108624,0.0445006444978411,0,0,0,0.117860621312793,0,0.0376543432461219,0,0.119268957593069,0,0,0,0,0,0,0,0.0494530978378951,0,-0.0474409350158968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107628803929042,0.0108770269335392,0,0,0,0,0,0
X600276.SH,0,0,0,0.067780486304272,0,0,0,0,0,0.21234308070991,0,0,0,0,0.0273646202976985,0,0,0,0.0106289856225434,0,0,0,0,0.195601212184984,0,0,0,0.0666656412608733,0.00410806342250403,0.186998041793215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0402422183526212,0,0,-0.0113331573610855,-0.0057339952395905,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0388357416801782,0,0,0,0,0,0,0,0,0.287240264017872,0,0,0,0,0,0,0,0.0395108528046043,0,0,0,0,0.0113979832480722,0,-0.0620333487120847,0,0,0,0,0,0.122363241841769,0,0,0.0404522427545565,0,0,0,0.0514431979907517,0,0,-0.0422670116453237,-0.00999252748925847,-0.0182586594419871,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.100865153531363,0,0,0,0,0,0,0.260017415427323,0,0,0,0,0.390775366595265,-0.0269315406825993,0,0,0,0.000355107350106903,0,0,0,0,0.014275081248058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256248516955484,0,0.0256621191180038,0,0,0,0,0,0.0034141071954518,0.0087370823454196,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.00595671930284382,-0.101603214562461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192467934732815,0,0,0,-0.0455916641180043,0.156196485400066,0.436015776175155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188124206561976,0.100777351325034,0,-0.00280092109564264,0.00170058444907941,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,-0.137485755469014,0,0,0.0495504791188205,0,0,0,0,0.113199720034848,0.0912787446400392,0,0,0,0,0,0,0,0.133753551797141,0,0,0,0,0,0,0.0877037341950867,0.0324719555904359,0,0,0,0,0,0,0,0,0,0,0.164240430032037,0,0,0,0,-0.0299171996023918,-0.00703267707982061,0.0155204732881247,0,-0.0558054795500733,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,-0.259318249776193,0,0,0,0,0,0,0,0,0.025471056959821,0,0,-0.027090515890985,0,0,0,0,0,0,0,0,0,0,0,0.113811316211342,0,0,0,0,0,0,0.0391427197200167,0.201277895637513,0,0,0,0.189556105027236,0,0,0.154483419298829,0.0380623886213052,-0.0681994595322594,0.0314029928133057,-0.0403469703752558,0,0,0,0,0,0
X002304.SZ,0,0.146381880937551,0.047702866968532,0,0,0,0,0,0,0,0.433789301003186,0,0,0,0,6.93889390390723e-18,0.12153357219137,0,0.0780734793466943,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.0182899648452719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0639452997513439,0,0,0,-0.00737595521784548,0.0064352305766688,0,0,0,0,0,0
X000661.SZ,0,0,0.0858991014950544,0.168529195019135,0,0,0,0,-0.0980811195998,0,0,-0.0936249418968126,0,0,0,0,-0.0471366534746657,0,0.0882412056980614,0,0,0,0,0.0281673837616232,0.118450921441584,0,0,0,-0.100882175326352,0,0,0,0,0,0,0,0,0,0,0,0,0.115479815796997,0,0,0,0,0,0,0,0,0.0695852488687654,0.00103450180861118,-0.0014577060926042,0,0,0,0,0,0
