,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600031.SH,X000100.SZ,X600690.SH,X600276.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600703.SH,X600066.SH,X600089.SH,X600271.SH,X600118.SH,X000581.SZ,X000550.SZ,X601877.SH,X600582.SH,X002475.SZ,X600177.SH,X002236.SZ,X000800.SZ,X600060.SH,X000568.SZ,X000623.SZ,X300124.SZ,X000559.SZ,X002129.SZ,X000977.SZ,X300146.SZ,X000050.SZ,X002294.SZ,X002456.SZ,X000400.SZ,X600839.SH,X300003.SZ,X002465.SZ,X000869.SZ,X002292.SZ,X600312.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.153957192946986,0,0,0,0,0.0616024973662283,0,0,0,0,0,0.283894593468597,0,0,0,0.25258430636948,-0.0144975283696954,0,0,0.0620928779153709,0,0,0,0,0,0.0987104994686013,0,0,0.117904534955226,0,-0.00700018443941518,-0.138189705841861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00829611548051163,0.00605752488064423,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,-0.103044671186567,0,0.102428796492172,0,0.0690755213047173,0,0.244262237667406,0,0,0,0,0,0,0,0,0,0,0,0.00525216248032796,0,0.0713247189463462,0,0,0,0,0,0.0369599700737403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184404488313423,0,-0.0101550978360483,0,0,0,-0.00836987506577002,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.208669938863223,0.225479622409298,0,0,0.0199636743017149,0,0.0640680227415798,0,0,0.0307668558424849,0,0,0,0,0,0,0,0.0351715473569408,0,0.00601724569928848,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0548757981266508,0,0,0,0,0,0,0,0,0,0,0.00171209238801074,0,0,0,0.24336475303163,0,0,-0.0125332402364576,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.143313633919592,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186410326849181,0,0,0,0,0.02491242058651,0,0,0,-0.152934160468549,0.154167605347957,0.106910606343892,0.149609250211174,0,0,0.0694778711937576,0,0,0,0,0,0,0,0.194540484296741,0,0,0,0,0,0.0353180561307911,0,0,-0.0254029069536936,-0.0204398209185426,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0293985827253656,0,0,0.0294807798508709,0.082888686987248,0.202761258088764,0,0,0,0,0,0.0257696457646248,0.0816306351218414,0,0,0.07511000782701,0,0,0.12601878615406,0,0.0981521953965473,0,0.0180134118677692,0.0590101366655921,0,0,0,0,0,0,0,0,0,0.172587552339322,0,0.0906058990313092,0,0.00566059283434963,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0.285124652641204,0,0.14114915523723,0,0.00685731476680085,0,0,0,0.158285082980496,0,0,0,0,0,0,0,0.0155511594749645,0,-0.08998642687055,0,0,0,0,0,0.109249736880365,0,0,0,0,-0.0338979964371347,0,0,0,0.128154904698373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.00398928600856667,0,0.275380982413939,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.378508363936763,0.066931603702811,0,0,0,0.105148278919962,0,0,0,0,0,-0.01190939542171,0.195205224538458,0,-0.0623371558210525,-0.0435444822326327,0,0,0,0,0,0.0614585947790576,0,-0.0163159175685652,0.0378889376914387,0,0,0,0,0,0,0,0,0,0,0,0,-0.0639645928196828,0,0.289966293988707,0,0,0,0,-0.0179403738262461,-0.0158688393529502,0,0,0,0,0,0
X000858.SZ,0,0,0,0,8.67361737988404e-19,0,0,0,0.0806874395706884,0,0.103963266216933,0.0754100592370688,0,0.145299377955659,0,0.134119658044167,0,0,0,0,0,0,0,0.051642331463817,0,0,0,0,0,0,0.047419678106576,0,0.031388053942452,0,0,0,0,-0.00995238813412828,0,0.0310475173258228,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121008678657763,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.125042778118639,0,0,0,0.240781317666569,0,0,0,0,0.0812716705589953,0,0,0,0,0,0.05438743272771,0,0,0,0.116395205998494,0,0.0326281712378006,0,0,0.0832481559466088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0.0955561650423632,0,0,-0.0227781839759264,0,0,0,0,0,0,0,0,0,0,0,0.853108923404079,0,0,0,0,0.0656250384312168,0,0,0,0,0,0,0,0.0463793347010962,0,0,0,0,0,0,0,0,0,0,0.0018608628302163,0,0,0,0,0,0,0,0,0,0,0,-0.00624677433088894,0.000447641744478638,0,0,0,0,0,0
X000100.SZ,0.0305953427417973,0,0,0,0,0,0,0.0920151452231805,0.0250320718990423,0.161101803781738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10037944618126,0,0,0,0.048981882994516,0,0,0.193182137656833,0,0.0900406440558451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149814198037277,-0.00284578705857676,0,0,0,0,0,0
X600690.SH,0.0183399907135802,0,0.172350112552088,0,0,0,0,0,0,0,0.261470801645162,0,0,0.208525958777819,0,0,0,0,0,0,0,0,0,0,0.00881215395618388,0,0,0,0.14144961178282,0,0,0.00634529713950949,0,0,0,0,0,-0.0436786406814308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00849585844411206,0,0,0,0,0,0
X600276.SH,0,0,0,0.175884438125425,0,0,0.0359569557587217,0,-0.140083077917159,0,0,0,0,0,0,0,0,0,0.0294792336459102,0.102607299590713,0,0.0388799622831833,0,0,0,0,0.0119578736795109,0.00700760854820842,0,0,0,0,0,0,0,0,0.110888619906307,0,0,0,0,1.35525271560688e-20,0,0,0,0,0,0,0,0,0,-0.00570643355584623,-0.0108541730866998,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0519513582101956,0,0,0.119576217005327,0,0,-0.0624576973795605,0.601388940042835,0,0,0,0,0,0.113289715859165,0,0.0241579974598073,0,0,0,0,0,0,0,0.0445185651682668,0,0.0919870663467191,0,0,0,0,-0.0070129101447336,0,0,0.0110989981528445,0,0,0,0,0,0,0,0,0,-0.00777864593360783,0.00300855375157761,0.0351375677662783,0,0,0,0,0
X600372.SH,0,0,0.0801546261568119,0,0.0436775001922595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206310963673614,0.0428066751157076,0,0,0,0,0.0816833304281485,0.0743407226280062,0,0.141814922423567,0,0,0.00312431728441575,0,0,0,0,0,0,0,0,0,0,0,0.172782070183111,0,0,0,0,0,-0.079030118623029,0.0102560788516518,-0.11958654353778,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0.04398576595567,0,0.670437942697595,0,0,0,0.0608504478364865,0,0,0,0,0,0,0,0,0,0,-0.0864426952548841,0,0.0264449943625035,0,0.077839428597017,0,0,0.0300186018896779,0.0161294138787373,0,0.0665325324039898,0,0,0,0,0.198238826060721,0,0,0,0.000675763113594453,0,0,0,0,0,0,0,-0.0592965890368119,0.00199565033932884,0.101835869199866,0,0,0,0,0
X600741.SH,0.424160521503533,0,0.0649739790980299,0,0,0,0,0.0254985970513307,0,0,0,0.0351045552385639,0,0,0,0,0,0,0,0,0.113889114488008,-0.02175661075286,0,0,0,0,0,0,0,0,0,0.0353344949628432,0,0,0.061040582704591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0.15450473229402,-0.125123042187763,0.0806012034337611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494581803857117,0,0,0.0435096770123572,0,0,0,0,0,0,0,0.0217471744549041,0,0,0,0,0,0,1.73472347597681e-18,0,0.0216334854829939,0,0,0.135375147327494,0,0,0,0.0436345711185257,0,0,0,0.0536750884891421,0,-0.0357982773119538,-0.0219634373836793,0,-0.142899973328096,0,0,0,0
