,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600104.SH,X600276.SH,X000651.SZ,X300014.SZ,X300124.SZ,X000725.SZ,X002371.SZ,X600031.SH,X003816.SZ,X002129.SZ,X002241.SZ,X000596.SZ,X000063.SZ,X000625.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X601877.SH,X300142.SZ,X600741.SH,X000661.SZ,X002074.SZ,X600460.SH,X002180.SZ,X000100.SZ,X000733.SZ,X600522.SH,X600702.SH,X000157.SZ,X000799.SZ,X600884.SH,X002236.SZ,X600584.SH,X000800.SZ,X601799.SH,X600372.SH,X002414.SZ,X600563.SH,X600183.SH,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0171223263600167,0,0.0854777504035333,0,0,0.0418269930282799,0,0,0,0,0,0.0688091809714758,0,0,0,0.125114050557343,0,0,0.250079406344704,0.0208747443355735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132352834395951,0.0383945402999496,0,0.0412627276207168,0,0.0504274788725709,0,0,0,-0.00503293442768267,0,0,0,0,0,0
X000858.SZ,0,0,0,0.433547661348132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00430866902641884,0.0272787802675168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215691195435369,0,0,0,0,0,0,0,0,0,0,0,0.218167787030505,0,0,-0.0549171325174163,0,0,0,0,0,0
X600809.SH,0,0.206733269916995,0,0.313358240583375,0.0950092941865024,0,0,0,0,0,0,0.0292945886136782,0,0,0.100639254561031,0,0,0,0,0.150880000713821,0,0,0,0,0,0.102839353998851,0,0,-0.010268587591895,-0.0960785580060708,0,0.0147808501880765,0,0,0,0.144310890153725,0,0.151657993796106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406106750811572,0,-0.081215509274403,0,0,0,0
X000568.SZ,0,0.406510211407023,0.192284645565048,0,0,0.0850113540958654,0,0,0,0,0,0,0,0,0.13271806619504,-0.0925949963234431,0,0,0,0.225470891278588,0.0128119170325986,0,0,0,0,0,0,0,0.063437771115899,0,-0.00410792628315121,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.191460240634358,0,0,0,0,0,-8.67361737988404e-19,0.0524685149200856,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.36106436260668,0,0,0,0,0,0.0727622501527762,0,0,-0.405120736802909,0,0,0,-0.00734722279207089,0,0,0.0155191536832696,0,0,0,0,0,0,0,0,0.141120084509799,0,0,0.185576857596021,0.415012462525477,0,0,0,0,0,0,0,0,0,-0.04287692793235,0.143543946148627,0,0,0,0,0,0
X002304.SZ,0,0,0.0948430136837387,0.0773109969826084,0.0913465144618409,0,0,0,0,0,0.137826481115568,0,0.0501455367156549,0,0,0,0.382119400714641,0,0,0,0.0807968556003694,0,0,0,0,0,0,0.0441058085476046,-0.011825563930197,0.00458635682330021,0,-0.0366307418560104,0,0,0,0,0,0.243502352401839,0,0.00604761526024259,0,0,0,0,0,0,0,0,0,0,0,0.0095847199170781,-0.0501162871293296,0,0,0,0,0,0
X600690.SH,0,0,0,0.360938513601268,0,0,0,0,0,0,0.0872922775188933,0,0,0,0,0.0270468279339449,0.0789844920696939,-0.064071877050083,0,0,0.0126043824601184,-0.0929097765849035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334230191246567,0,0.233935147374603,0,0,0,0,-8.67361737988404e-19,-0.0550668924752431,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464744438115955,0.181740685567832,0,0,-0.184849867058359,0,0,0,0,0,0,0,0,0,0,0.0162400493864741,0,0,0.177997873104289,0,0,0,0.0578132920240292,0.151789965306714,0,0,0,0,0,0,0,0,-0.0531500619247552,0,-0.0442239337515897,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100591395701881,0,0,0,0,0.155151186051561,0,0,0,0,0,0,0,0.180950057037029,0,0,0,0.0487532238992937,0,0,0.0396251949741339,0,0,0,0,0,0,0,0.00940589335646748,0,0,0,0,0,0.0575690128573953,-0.0110993084279259,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.205845922918451,0.0447279971420767,0,0,0,0,-0.0359753580445222,0,0,0,0,0,0,0,0,0.057632817883613,0,0,0,0.0766094378623719,0,0.0171586421760031,0,0,0,0,0,0,0,0,0,0.128582726936739,0,0,0,0,0,0.274798083861548,0,0.266000357392671,0,0,0,0.0263610966338713,0,0,0.0106846459992292,0,0.196113320684801,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0164014441218804,0.0722449923345397,0,0,0,0,0,0,0,0,0.160799323466845,0.150157001288466,0,0,0.12991970302528,0.0191737005377815,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00459651654502717,0,0,0,0,0,0.0330886771176864,0,0,0.0922167625247624,0,0,0,0,0,0,0,-0.0387297532272791,-0.00818207751269936,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.108771586980621,0,0,0,0,0,0,0,0.113679048370634,-6.93889390390723e-18,0,0,0,0.0204941112663139,0,0.12751046626946,0,0,0,0.349054318773932,0.221713538037463,0,0,0,0.0673399376629301,0,0,0.0240853281457135,0,0,0,0,0.108077242026151,0,3.46944695195361e-18,0,0,0,0,0.00507302618407304,-0.138919243447911,0,0,0,0,0,0
