,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600031.SH,X000063.SZ,X600690.SH,X600276.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600089.SH,X000100.SZ,X600703.SH,X601877.SH,X600118.SH,X000581.SZ,X000559.SZ,X000623.SZ,X002236.SZ,X000550.SZ,X000568.SZ,X600066.SH,X600271.SH,X000050.SZ,X600839.SH,X002475.SZ,X600177.SH,X002294.SZ,X000869.SZ,X300124.SZ,X000800.SZ,X002456.SZ,X000400.SZ,X002129.SZ,X002465.SZ,X002292.SZ,X600435.SH,X002007.SZ,X600252.SH,X002038.SZ,X300003.SZ,X600809.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0.0563580248256388,0,0.173001775901952,0,0,0,0,0,0,0,0,0,0.547563707330366,0,0,0,0,0,0,0,0,0.0541594409350993,0,0,0,0,-0.206359860409163,-0.0221733581717115,0.0264405520823192,0,0,0,0.0994439873480275,0,0,0,0,0,0,0,0,0,0,0,0,0.0787093263204885,0,0,-0.0267329602744378,0.00785663735090793,0,0,0,-0.0687991816843809,0,0
X600519.SH,0,0,0,0.0912631038578152,0,0,0.0787100106688562,0.301435247648004,-2.16840434497101e-19,0,0.157660971680688,0,0,0,0,0.0926157743737336,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0414584054074033,0,0,0,0,0,0,0.0378253643888739,0,0,0,0,0,0.0239134542887942,0,0,0,0,0,0,0,0,0,0,0,0.0119282274431407,-0.056514772319453,-0.092575644179382,0,0,0,0,0
X000651.SZ,0.175166614710684,0,0,0.164837693655585,0,0,0,-0.033983801441041,0,0,0.150022494337186,0,0.219691614221616,0,0,0,0.390519474666574,0,0,0,0.010240026970537,0,0,0,0.106700938363039,0,0,0,0,0,0,0,0,0.0156332596424355,0,0,0,0,0,0,0,0,0,0.0152844606427662,0,0,0.147867634642009,0,0,0,0,0.0130039397251495,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0247151942706834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48754273517759,0,0,0,0,0,0,0,0,0,0,0.235892762183767,-0.10204118188331,0,0,0.333178583078802,0,0,0,0,0,0,0,0.0157107291908545,0,0,0,0,0,0,0,0,0,-0.0139525822883028,-0.00439414877101289,0,0,0,-0.0660013224158733,0,0
X002415.SZ,0,0,0.083850759378929,0,0,0,0,0,0,0,0,0,0,0.202645234234237,0,0,0,0.0618880038068842,0,0.103609207496376,0,0,0,0,0,0.228442221733653,0,0,0,0,0.1203247833804,0,0,0,0,0,0,0,0,0,0.0998852995103015,0,0,-0.016913032634549,0,0,0,0,0,0,0,0,0.00463949574967029,0,0,0,0.00182416151538332,0,0
X000625.SZ,0.0915647937280743,0,0.0857554377645151,0,0,0,0,0,0,0,0,0,0,0,0,0.115857491902512,0,0,0,0,0,0.0378372228177511,0,0,0,0.133167968675226,0.0593814172446561,0,0,0.242736858821407,0,0,0,0,0,0,0,0.000639729077107118,0,0,0,0,0,0,0.00751820327728489,0,0,0,0,0,0,-0.00222940366178371,0.016444089059754,0,0,0,0,0,0
X000858.SZ,0,0.217350052871924,0,0,0,0,0,0.0771775572932707,0.0376014043258832,0,1.73472347597681e-18,0,0,0,0,0.0141309397007389,0,0,0.0038821596468236,0,0,0,0,0.0018985643447372,0,0,0,0.11884493317308,0,0,0,0,0,0,0,0.104428295342498,0.0994291154673263,0,0,0,0,0,0,0,0,0,0,-0.0355621735334843,0.221782144881425,-1.38777878078145e-17,0,-0.00178521013575176,0,0,0,0,0,0,0
X002304.SZ,0,0.0281514363375844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243718246382659,0,0,0,0,0,-0.0580525151611302,-0.0410087844411668,0,0,0,0,0,0,0,0,0,0,-0.0969952087340824,0,0,0,0,0,0,-0.025871963498068,0,0,0.255171375473419,0,0.402577348119915,0,0,0.00527835353641114,0.0160598423896776,0,0,0,0,0,0
X600031.SH,0,0.00650251881637825,0,0,0,0,0,0,0,0,0.184602548709312,0,0,0,0.367144871029993,0,0,0,0.0168759153827384,0,0,0,0,0,0.202495619685154,0,0,0,0.130547423602775,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,3.46944695195361e-18,0,0,0,0.0137554795441358,0,0,0,0,0,0,0
X000063.SZ,0.221831042875679,0,0,0,0,0,0,0,0.0517413022639587,0,0,0,0,0,0,0,0,0,0,0.192747462087236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911548769346372,0,0,0,0,0,0,0,0,0,0,0.0488557101038329,0,0,0.00446309187698657,0,0,0,-0.00164842838151071,0.00728420625716007,0,0,0,0,0,0
