,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X000338.SZ,X600031.SH,X600741.SH,X600703.SH,X000568.SZ,X300003.SZ,X601877.SH,X600271.SH,X300124.SZ,X002456.SZ,X600487.SH,X000100.SZ,X002007.SZ,X002236.SZ,X002008.SZ,X600498.SH,X600566.SH,X002179.SZ,X000625.SZ,X000596.SZ,X000661.SZ,X600809.SH,X600177.SH,X002506.SZ,X000157.SZ,X300136.SZ,X300146.SZ,X600089.SH,X600867.SH,X600066.SH,X002294.SZ,X600372.SH,X300142.SZ,X002241.SZ,X002180.SZ,X000981.SZ,X000977.SZ,X600522.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.806586742012062,0,0,0.0423721806206177,-0.00849014053253935,0.0243792045638156,0,0,0,0,0,0.0708003960694804,0,0,0,-0.0144101671796009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328283190298279,0,0,0,0,0,0,0,0,0,0,0,-0.00407498854081924,0,0,0,-0.104301764777295,0,0
X600104.SH,0,0,0.222295241191014,0,0,0.366440957476216,0,0,0.358614586613713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700353154695724,0,0,0,0,0.0202009689056936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.101592480126389,-0.0488551503340677,0.0198656125762966,0.0169896057351077,0,0,0,0,0,0
X002415.SZ,0,0.0601510203142603,0,0,0,0,0,0,0,0,0,-0.0505807519972119,0,0,0,0,0,0,0,0,0,0,0,-0.10510787560439,0.621594191660294,0.0122403966298798,0.0358224085105583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189445093231661,0,0,0,0,0.238743031423178,0.0214120515764234,0.0987085414112849,0,0,0,0.1063023820529,0,0
X000651.SZ,0.230234310507895,0,0,0,0,0,0,0,0,0,0,0.054173342096379,0,0,0,0.23981769411203,0,0,0,0.11354332036385,0,0,0,0,0,0,0,0,0,0,0,0,0.00943766375695686,0,0,0,0,0,0,0.059956794302255,0,0,0,0.0858815744286654,0,0,0,0,0,0,0,0.0177983571660705,0.00854029672338066,0,0,0,0,0,0
X600276.SH,0,0,0.0245417505538559,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318061262968542,0,0,0,0,0,0,0.0902333344487969,0.179820866243845,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.267817948799796,0,0.0383452827044816,0,0.0934369449641539,0,0,0,0,0,0,0,0,-0.0181612669263909,0.0356042998354033,0.0150867305828688,0,0,0,0,0,0
X000858.SZ,0.451380782163033,0.0645131079835831,0,0,0,0,0.178669099475085,0,0.0373898757228773,-0.0594011299189102,0,0,0,0,0,0.0562488799291589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039197096057684,0,0.10311732642852,0,2.16840434497101e-19,0,0,0,0,0,0.0392410759679101,0.0226351398991729,0,0,0,0,0,0,0,0,0,0.0106222262276365,0.00782838603555833,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.202179188593287,0,0,0,0.0940767093955995,0,0,0,0,0,0.590409099886052,0.00247355091384149,0,-0.0854524151312995,0,0.0317014849840508,0,0,0,0,0,0,0,0,0,0,0,0.163266798347183,0,0,0,-0.000567714939105046,0.0345942528385304,0,0,0,0,-0.0466455477484478,0,0,-0.0480147922942477,0,0,0,0,0,0.037633540914611,2.71050543121376e-20,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108781880020184,0,0,0,1.38777878078145e-17,0.0448279819328172,0.296077072051305,0,0,0,0.220422804168941,0,0,0,0,0.0304422395314888,0,0,0,0,0,0,0,0,0,0,0.214989790273657,0,0,-1.38777878078145e-17,0,0,0.163834736296724,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.112807714240027,0,0,0,0,0,0,0,0.213206686355319,0,0.0447702923471531,0,0.0135893085753948,0,0.301745556234756,-0.0234444081942988,0,0,0,0,0,-0.0947863212392843,0,0,0.0419125110384816,0,0,0,0,0,0,-0.108136113236229,0,0,0.0393168395488201,0.0995976745052535,0,0,0,0,0,0,0.248946975025502,0,0,0,5.42101086242752e-20,-0.0237880890918371,0,0,0,0,0,0
X000063.SZ,0,0,0.25024067031355,0,0,0,0,0,0,0,0.22442508724299,0,0,0,0.179523778949111,0,-0.0391959507096817,0,0,0,0.248059660015337,0.0123832326299533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103314753449208,0,0,0,0,0,0,0,0.0304949739781062,0,0,0.280367882615576,0,0,0,-0.0356034637578875,0,0,0,0,0,0
