,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600690.SH,X600276.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X000725.SZ,X300124.SZ,X002371.SZ,X000338.SZ,X002304.SZ,X600031.SH,X000625.SZ,X000596.SZ,X000063.SZ,X000100.SZ,X300014.SZ,X002179.SZ,X000157.SZ,X600089.SH,X002463.SZ,X600703.SH,X000977.SZ,X600372.SH,X002241.SZ,X000921.SZ,X002236.SZ,X600066.SH,X002028.SZ,X600741.SH,X600522.SH,X002049.SZ,X600183.SH,X000661.SZ,X600584.SH,X601877.SH,X002129.SZ,X000800.SZ,X002223.SZ,X002180.SZ,X600177.SH,X601799.SH,X600487.SH,X002085.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.117295895110668,0,0,0,0.207883765942582,-0.024652426542697,0,0,0,0,0,0,0,0.0970718727286474,0,0.00831425986199936,0.0315683848527213,0,0,0,0,-0.00886669154311194,0,0.00842352446863113,0,0,0,0,0,0,0.0141462574637683,0,0,-0.0210327183443619,0,0,0,0.06643116261583,0,0,0,0,-0.028719483206959,0,0.0443412658604933,0,-0.0132608843112353,0,0,0,-0.00902002386395408,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0129543376395498,0.43078883378481,0,0,0,0,0,0,0,0,0.250181932989253,0,-0.0149967663506462,0.0970046335443706,0,0,0,0,-0.0291727745163272,0,0.0716396544599607,0,0,0,0,0,0,0,-0.010997797494984,0,0.00970214403806021,0.0218186626582437,0.00383872749108596,0,0,0,0,0,0,0,0,0,0,0,-0.0107592765235047,0,-0.0120406720682628,-0.0224949047079671,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.299159275990655,0,0,0,0,0,0,0.104183335724086,0,0,0,0,0.144798865276558,0,0,0,0,-0.145658851498748,0,-0.0299888884347715,0,0,0,-0.0582368329826499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177515800863886,0,0,0,-0.014458240053016,0,0,-0.0751945131608227,0.00497777888029198,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.143490554954726,0,0.10908444320797,0,0,0.0473704999808406,0,0,0,0.0012630798109708,0,0,0,0,0,0.038272239830774,0,0,-0.0530242820286353,0,0,0.0326317142703312,0,0,0,0.199820460037181,0,0,0,-0.0154483436776523,0.0494521221576596,0.0251301501658979,0,0.0393931085913154,0,0,0.0216060756153666,0,0,0,-0.0673470788474411,0,-0.0225028937089589,0.0287250023225895,0,0,-0.00144473576858449,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.132143617579746,0,0,0,0,0,0,0.0147600472015268,0,0,0,0,0,0,0,0.0457320965117607,0.00664935527322918,0,-0.0689409064103478,0,0,0,0,0.263756545425266,0,-0.0105083614670291,0,0,0.033562068292424,0,0,0,0,0,0,0,0,-0.0263049986478126,0,0,0,-0.0437108954783685,0,0,-0.0198033282503335,0.00152681171300314,-0.0267428501250604,0,0,0,0,0
X600276.SH,0,0,0,0,-0.104355221356657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638881264609747,0,0.296739089671549,0,0,0,0,0,-0.0390334797836291,0,-0.0991600251568305,0,0,0,0,0.0897236030256867,0,0,0.169077712644528,0.0764874570142,0,0,0,0,0,0,0.475117110053519,0,-0.121621468685692,0.0271267727068559,0,0.0277297083645347,-0.0129824689516425,0,0,0,0,0,0
X000568.SZ,0,0.721694989138796,0.454618468803603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00382061880983625,0.012897977941166,0,0,0,0,0,0,-0.16286302330029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136125939655172,0,0,0,0,0,-0.0290773799464072,0.0614129542957432,0,0,0,0.0306253201028523,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.251100543739292,0,0.0348069436249083,0,0,0,0,0,0.0422980729146769,0,0,0,0,-0.141421746992145,0,0,0.108474786591318,0,0,0,0.294550300991125,0,0,0,0,0,0.0446045559661554,0,0,0,0,0,0,0,0,0,-0.145649485832162,0,0,0,0,0,0,0,0,0,0,0,-0.00204784694425484,0.0368319606810113,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.00730682334171643,0,0,0,-0.0618853606160259,0,0,0,0,0,0.082742022977909,0,0,0,0,-0.0705328299779949,0.030898225975481,0.278806634409773,0,0,-0.0220663117639477,0,0,0,0.36609701059778,0,0,0,0,0,0,0,0.0425990727516242,0,0.084807252835718,0,0,0,0,0,0,0.173724545279364,0,0,0,0,0.0394282144298087,0,-0.250598178316515,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,-0.379804947377122,0,-0.00692002205471911,0,0,0,0,0,0,0,0,-0.0387927811735119,0,0,0.0916158339009705,0.0520414840090087,0,0,0,0.0154934463484484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274742417697506,0,-0.0308746800844642,-0.0259335131044727,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.024944472616411,0,0,0,0,0,0,0,0.113747877435704,0,0,0,0.017131939126239,0,0,0,0.0291585499400443,0,0,0,0,0,0,0.00490696301670602,0,0,-0.090298604461515,0,-0.0237326039344224,0,0,0,0.0749476091889241,0,0,0,0,0,0,0.00197829881804208,0,-0.0674389540554899,-0.0628023578487696,0.0242273717848574,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,-0.0134560416241516,0.0581131871252821,0,-0.0216010334265628,0,0,0,0,0,-0.0472668870943314,0,0,-4.33680868994202e-19,0,0.0834357865765232,0.134020806059866,0,0,-0.00160548534051357,0,0,0,0,-6.93889390390723e-18,0,0,0.112381484768181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145990940694942,8.67361737988404e-19,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,-0.0296663778199021,0,0.128486569174022,0,0,0,0,0,0,0,0,0,-0.0626525644871986,0.123174514502163,0,0,0,0,0,0,0.0856633142546272,0,3.46944695195361e-18,0,0,0,0,0.124415775193935,0,0,0,0.0990234726209183,0,0,0.0439255852092639,0,0,0,0,0,0,0,0,0,0.108738847598272,0,0.00350420171043482,0.0347207331462103,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177817729991423,0,0,0.25588525462798,0,0,0.0995960193387386,0,0,0,0,0,0,-0.0521314428754582,0,0,0,0,0.278609864375602,0,0,-0.0810545362122335,0,0,0,-0.164454422266884,0,0,0,-0.0388741642127756,0.0551604259056645,0,-0.0601729375970454,0.1305730859075,-0.0684245091450105,0,0,0,0,0
