,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600703.SH,X300003.SZ,X600741.SH,X601877.SH,X600271.SH,X002236.SZ,X002008.SZ,X300124.SZ,X002007.SZ,X000100.SZ,X000661.SZ,X600487.SH,X600498.SH,X002456.SZ,X600809.SH,X002179.SZ,X600867.SH,X600566.SH,X000625.SZ,X300146.SZ,X300142.SZ,X000596.SZ,X000157.SZ,X600177.SH,X002180.SZ,X002294.SZ,X600372.SH,X600089.SH,X002506.SZ,X600066.SH,X300136.SZ,X600522.SH,X002241.SZ,X000977.SZ,X000050.SZ,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.577026837842179,0.177873821475045,0,0,0.0446609873183556,0,-0.0330598813254572,0,0,0,0,0,0,0,-0.0729473268149323,0,0,0,0,0,0.0534594418900542,0,0,0,0,0.034843566623699,0,0,-0.0178172725724471,-0.0252196157421216,0.150057210743241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00758968807311152,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135066271921459,0.315689835940931,0,0,0.13692355295187,0,0,0,0,0.113634990112293,0,0.0881929194402615,0,0.0717865305958151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173747807129458,0,0,-0.00334465071352138,0,0.0629528222995002,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203069545641653,0,-0.0510301846471557,0,0,0,0.632449202286075,0.208427900741515,0,0,0,-0.0529720718932903,0.0881616769635904,0,0,0,-0.0508903129032463,0,0,0.0622568863042613,0,0,0,0,0,0,0,-0.057206010451492,0,0,0,0,0,0,0,0,0,0.126611440719534,8.67361737988404e-19,0,0,0,0,0.118254959167071,0.0321818928793809,0
X600276.SH,0,0.0400703058516647,0.183489214756891,0,0,0,0,0,0,0,0,0,0,0.0890510006578804,0,0.399625492624732,0,0,0,0.00623774275797141,0.018327652900042,0,0,0,0,0,0,0.0269333490755433,0.02786001110875,0,0.000991177009644855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167656616485563,0,0,0,-0.00995551042398437,0.0128563150408645,0,0,0,0,0,0
X000651.SZ,0.269715739532796,0,0,0,0,0,0,0,0,0,0,0,0,0.13123406196965,0,0.0574227507414347,0.0966798585759018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232935747507656,0,0,0,0.100561652669746,0,0,0,0,0.00214226853616606,0,0,0,0.0262523731573592,0,0,0,0,0,0,0,0.0187446054313084,0,0,0,0,0,0.199754693615321,0
X000858.SZ,0.0369110595862524,0,0,0,0,0,0.200085639565012,0,0.0364080048354418,0,0,0,0.000147946723594798,0,0,0,0.0825353749728053,-0.0228004585858987,0,0,0,0,0,0,0,0,0,0,0.375051022645039,0,0,0,0,0,0,0.169837356131421,0,0,-0.00582143455299604,0,0,0,0,0.0301717431912188,0,0,0,0,0,0,0,0,0.0679266541306641,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37490337808948,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.00100394133331927,0,0.0927323925066927,0,0.254113909073376,0,0,0,0,0.139964448549976,0,0.378820170543671,0,0,-0.150956196117098,0,0,0,0,0,0,0,-0.0253728853250716,-0.0349260570806729,0,0,0,-0.00351106559988466,0.0328015646884532,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0542888713500673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24344445791288,0,0.0844712909879284,0.283444462669488,0.0701704919017548,0,0,0,0.0651332250851671,0.0244189092584656,0.00891059347941486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0296489971112804,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.12545394847839,0,0,0,0,0,0,0.0788636297140887,0,0,0,0,0,0,0,0.0074690496186246,0,0,0,0,-0.159139788249725,0,0,0,0,0,0.239401676897645,0,0,0,0,0,-0.0698718099894055,0,0,0,0,0.160890537701808,-0.00329028554912984,0,0,0.398391026558299,0,0,-0.0595288843212783,-0.0127811788009002,-0.0204235684709246,0,0,0,0,0,0
X000063.SZ,0,0.0328293387700331,0.153024368147999,0,0,0,0,0,0,0,0,0.401452227985045,0,0,0,-1.6940658945086e-21,0,0,0,0,0,0,-0.0164624795618473,0,0,0.233562838461296,0.0768965139900133,0.141188259416075,0,0,0,0,0,-0.106275918248219,0,0,0,0,0.103049655466108,0,0,0,0,0,0,0,0,0,0,0,0,0.0383491988599515,-0.149157858567362,0,0,0,0,0,0
