,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X600690.SH,X000651.SZ,X002475.SZ,X600104.SH,X003816.SZ,X002371.SZ,X300124.SZ,X000725.SZ,X000596.SZ,X000063.SZ,X300014.SZ,X600031.SH,X002129.SZ,X000625.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600703.SH,X002049.SZ,X002236.SZ,X600372.SH,X000100.SZ,X000661.SZ,X002241.SZ,X601877.SH,X000157.SZ,X600741.SH,X002180.SZ,X600702.SH,X000977.SZ,X600522.SH,X002074.SZ,X600584.SH,X300142.SZ,X600460.SH,X000733.SZ,X300003.SZ,X002007.SZ,X000800.SZ,X300146.SZ,X002294.SZ,X002463.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.148915699091793,0,0.0333524548688003,0,0.227317096927515,0,0,0,0,0,0,0.0862099564199748,0,0,0,-0.0219485692522873,0.0428922331034591,0,0,0.0238786574050619,0,0,0,0,0,0,0,0,0,-0.0774584677897339,0,0,0,-0.0344951069986036,0.0742020556307966,0,0.0502685823294731,0,0,0,0,0,0,0,0,0.0552073727808811,0.0609284800976711,0,0,0,-0.0783407103827994,0.0507689617669773,0,0,0,0,0,0
X000858.SZ,0.022075949276861,0,0,0.133155575443457,0,0.0683083321310415,0,0,0,0,0,0,0,0,0,0.0852913312695981,0,0,0.0823609702321225,0,0.0154241692114032,0,0,0,0,0.0206695142396859,0,0,0,0,-0.000263658216759034,0,0,0,0,0.0136471299596135,-0.0164891067422003,0,4.33680868994202e-19,-0.00868679782621191,0,0,0,0,0,0,0,0,0,0,0,-0.0376770533938707,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.0902016379984942,0,0,0,0,-0.12773595102149,0,0,0,0.016087386953124,0.22184294342888,0,0,0,-0.0399004006460207,0,0,0,-0.0169128921949889,0.160623854261475,0,0,0,0.0940444511529671,0,0,0,0.134942615870823,0,0,0,0.046586552926098,0.0731163921671771,0,0,0,0,0,0.0823832607710743,0,0,-0.0333049549236847,0.105079593097896,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.185678914186589,0,0,0,0,0.466735947283817,0,0,0,0,0,0.0394234864126044,0,0,0,0,0,0,0,0,0,0.0232468172053363,0,0,0,0.129790856601611,0,0,0,0,0,0,0,0,0.0440492822969131,0,0,0,-0.163370141967008,0,0,0,0,0,0.0961071383348124,0,0,0,0,0,-0.0888928323455039,0,0,0,0,0,0,0
X600276.SH,0,0,0.0433823407263711,0,0,0.0897383325308938,0,0.112817321529206,0,0,0,0,0.0208425198872249,0,0,0,-0.0388259038353743,0,0.195628787396161,0,0,0,0,0,0,0,0.0138625009746402,0,0,0,0,0,0,0,0,0,0.000421437941796231,0,0.00485029972153244,0,0,0,0,0,0.511610288584605,0,0,0,0,0,0,0,-0.00462417707268281,0,0,0,0,0,0
X600809.SH,0,0.256752319079262,0,0,0,0,0.30913216029827,0,0.190154968686016,0,0,0,0,0,0,0.0544418339876793,0,0,0,0,0,0,-0.00288692830827887,0,0,0,0.0500017137243783,-0.120815271258151,0,0.04481666840758,0,0,0,0,0.0791325375339936,0,-0.0186892534491806,0,0,0,0,0,0,0,0,0,0,0,0,-0.0246489129946608,0,-0.0479289544164805,-0.0108313039316508,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.24815368143185,0,0.100678931191756,0,0,0,0,0,0,0,0,-0.0359059839461179,0,0,0,0,0,0,0,0,0,-0.0461540279959944,0,0,0,0,-0.0567294627763077,0,0,0,0.160823640489072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156929069078722,0.0219981079789867,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.011576393424818,0,0,0,0,0,0,0,0,0.135629300956279,0,-0.502585979196789,8.67361737988404e-19,0,0.278205782987423,0.140254792090883,0,0,0,0,0,0,-0.173184473466026,0.0236667127481032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26748342481754,0,0,0,0,0.0437450275425473,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0406762002395022,0.452457511241884,0,0.0646028976939725,0.286583175306694,0,-0.148080498991769,0.0169126240215001,0,0.263839202596535,0,0,-0.542137162138328,0,0,0,0,0,0.0484448585170538,0,0,0,0,0,0,0,0.0537532276780373,0,0.00794062562483024,0,0,0,0,0,0,0,0,0,0,0.0401269046291496,0,0,0,-0.0562789391962452,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0312846605052779,0,0,0,0,0,0,0.188107289563126,0,0,0,0,0,0,0.0254956870110253,0,0,0,0.16247521792782,0,0,0,0,0,0.104939099360108,0,0,0.0974873621606144,0,0,0,0,0,0,-0.173649048492741,0,0,0,0,0,0.047405714684014,0,0,0,0,0,0
