,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600809.SH,X600690.SH,X600031.SH,X002475.SZ,X002304.SZ,X600104.SH,X000725.SZ,X000661.SZ,X000338.SZ,X003816.SZ,X300124.SZ,X300014.SZ,X000100.SZ,X000063.SZ,X000596.SZ,X000157.SZ,X600703.SH,X002241.SZ,X002129.SZ,X600741.SH,X002179.SZ,X002371.SZ,X000625.SZ,X002007.SZ,X002236.SZ,X601877.SH,X300142.SZ,X002049.SZ,X600584.SH,X002414.SZ,X000799.SZ,X600183.SH,X300003.SZ,X000800.SZ,X601799.SH,X300146.SZ,X002074.SZ,X002008.SZ,X600707.SH,X600089.SH,X000066.SZ,X000977.SZ,X600460.SH,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0210570151145878,0,0,0,0.103105072705036,0,0,0.0438851469558373,0,0.148910769384161,0,0,0.107679183558105,0,0,0,0,0.0299084471674382,0,0,0.0183335154494426,0,0,0,0,0,-0.0638123748224381,0,0,0,0,0,0.0582067801477761,0,0,0.183338320111056,0,0,0,0,0,0,0.00367460037028704,0,0,0,0,0,0,0,0.0659082328689523,-0.0907153739612243,0,0,0,0.00576498614604817,0,0
X000858.SZ,0,0,0,0,0,0.374452293615155,0.0857955951820544,1.0842021724855e-19,0,0,0.158744232657143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839410498078005,0,0,0,0,0,0,0,0,0,0.101731445743462,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0298589322413264,0,0,-0.0177288382653362,0,0,0,0,-0.0226674984098827,0,0
X002415.SZ,0,0,0,0,0,0.0753827851699934,0,0,0,0,0.0883923401440857,0,0,0,0,0,0.0608015502415628,0,0,0,0,0,0,0,0,0,0,0,0,0.191955301279616,0.303264099036722,0,0,0,0,0,0.112972813409254,0,0,0,0,0,0,0,-0.0484249030414956,0,0,-0.0196164971639341,0,0.0114471188420028,0,0.0594490957550032,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0406599130815439,0.0699237382392831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0808696528994638,0,0,0,0,0.202119387435289,0,0,0.0395861189613022,0,0,0,0,0,0,0,0,0,0,0,-0.147890785173428,0,0,0,0,0,0,-0.0174673220538935,0,0,0,-0.00472379956087938,0,0,0,-0.00317488868335412,0,0
X000651.SZ,0,0,0,0,0,0,0,0.117796108548863,0,0.00847256923187944,0.177128182025108,0,0,0.0356824697435899,0,0,0,0,0.092636798650976,0,0,0,0,0,0.0777238672017866,0,0,0,0,0.0270327267777945,0,0,0,-0.0729085954838864,0,0,0,0,0,0,-0.0651980877225125,0,0,0,0,0,0,0,0,0,-0.0531796168511571,-0.0454094010566177,0.0178361068869555,0,0,0,-0.0370309811236243,0,0
X000568.SZ,0.272807906945987,0.163335983247628,0.0496570128514367,0.122957500218165,0,0,0.169366834370147,0,0,0,0,0,0,0,0,0,0.0226712210370559,0.0758894869503952,0,0,0,0,-0.149953904599031,0,0,0,0,0,0,0.0260366194739148,0,0,0,0,0,0,0.16233365182174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0527647462412637,0,0,0,-0.0152397662582505,0,0
X600809.SH,0,0,0,0,0,0.0456047959101388,0,0,0.34128889599236,0.0488688946133288,0,0,0,0.0336458590130343,0,0,0.0407878973030389,0.176077748095354,0,0,0.159055730129041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222475074386533,0,0,0,0.0194183022720289,0,0.0387000513329568,0,0,0,0,0,0,0,0,0,-0.0673264433565157,0,0,0,-0.0431458780622927,0,0
X600690.SH,0,0.0499257119315823,0.0861647745715821,0,0.209363269939332,0,0.205716664099777,0,0,0,0.0912643489460489,0,0,0.135440450191282,0,0,0,0,0,0,0,0,0,0,-0.11170173205491,0.0499381677310946,0.0913244263555577,0,0,0,0.11193894669227,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,-0.0207125808565754,0,0,0,0,0,0,0.0144686193615784,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.160401541249212,0,0,0,0,0,0,0,0,0,0.0891056754779706,0,0,0,0,0.0474441129270327,0.0336546761663504,0,0.387540702549861,0,0.202317462027799,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0329560666203953,0,0,0,0,-0.0569844380636996,0.0522984989801444,0,0,0,0.0766872456678757,0,0
X002475.SZ,0,0,0.0610779134543112,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.0664360807014231,0,0.0224260830664974,0,-0.0449893566471013,0.0838936032516649,0,0.620836182347632,0.00354513265544569,0,0,0,0,0,0,0,0,0,0,0,0,0.0100693452137867,0,0,0,0,0,0,0,0,0,0.0398930716757597,-0.0296894728237228,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.191083292652638,0,0,0,0.303116072328931,0,0,0,0,0,0,0,0,-0.211075898946793,0,0,0,0,0,0,0,0.137191094295232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00496911835981572,0,0.0794100413083569,0,0.0738357257944905,0,0.0249549963595406,0,0,0,0,0,0,0,-0.037618613620042,0,0,0,4.33680868994202e-19,0,0
X600104.SH,0,0,-0.0107786839171925,0,0,0,0,0,0,0,0,0,0,0.043838261962209,0,0,0,0,0.0706389431167282,0,0,0,0,0,0,0,-0.0568879364303315,-0.040357957691671,0,0,-0.0193631660385761,0,0.0521187713487099,0,0,0,0,0,0,0,0,-0.140672215016845,0.110283295179606,0,0.0306189284638624,0,0.0881386537906648,0,0,-0.0519518838169247,0,-0.00880873228314319,0,0,0,0,-0.0898180967635415,0,0
X000725.SZ,0,0,0.0737773355506303,0,0,0,0.0152471552410466,0,0,0,0,0,0,0,0,0,0,0,0.22891092631958,0,0,0,0.103026409610629,0,0.111465701172607,0,0,0,0,0,0,0,0,0,0.0166776228567132,0,0.0191766520565993,0,0,0,0,0,0,0,0,0.0662436277363442,0,0,0,0,0,0,0.0409000721345108,0,0,0,-0.0505183474458894,0,0
X000661.SZ,0,0,0,0,0,0.0493003323527176,0,0.12546738971542,0,0,0,0,0,0,0,0,0.083523122167742,0,0.0797945136615256,0.129190395179863,0,0.136197927798625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.145688501308878,0,0.0105187676307675,0,0,0,0,0,0,0,0.0591065925987907,0,-0.0202067918792606,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0191743370472921,0,0,0,0,0,0,0,0.186381619631564,0.036680308982123,0,0,0.0756173962108473,0,0,0,0,0,0.0561723142466527,0.13292840358674,0,0,0,0,0,0,0,0,-0.0478448861904982,0,0,0,0.0575839404963559,0.0558541425735166,0,0,0,0,0.156704265728481,0,-0.07801924266496,0,0,-0.0395973420774931,0,0,0,0.0304968812725461,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0808428981249476,0,0,0,0.0435481610060207,0,0,0,0.0390682472580617,0,0,0,-0.0152756923453892,0,0,0,0,0,0,0,-0.206333797186415,0,0,0,0,0,0,-0.0374700580147231,0,0,0,0.0216295484879153,0.0257496077340129,0,0.0455389745635655,0.0252589664810521,0,0,0,0,0,0,0,0.0103994754477472,0,0
X300124.SZ,0,0,0.0561968621474488,0,0,0.0518843263647769,0.372853094113048,0,0.209716132714966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503954672090631,0,-0.0686497186852326,0,0.058444716325711,0,0,0,0,0,0.0150878443416217,0.0382311614845765,0,0,0,0,0.290185448479413,0,0,0,0,0,0.236396984044565,0,0,0,0,0,-0.0472065698923961,0,0,0,-0.00401175425591806,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384118532787468,0.302483417251928,0.271375653860406,0,0.461244592945245,0,0,0,0,0,0,0,0,0,0,0,0.0216965473262664,0,0,0,0,0,0,0,0,0,0,0,0.32640155883719,0,0,0.208882952083881,0,-0.886042639860746,0,0,-0.478287629374459,0,0,0,0,0,0.229184057983977,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.0180660501729409,0,0,0,0.359203575605169,0,0,0,0,0,0,0,0,0.00554352085903364,0.243120044822344,0,0.273550096777772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716667937092451,0,0,0,0.152757530578958,0.335484425761236,0,0,0.0547012132786311,0,0,0,-0.0392788043177936,0,0,0,0,-0.0267077935140446,0,0
X000063.SZ,0,0,0,0,0,0,0.00350249673929717,0,0,0,0,0,0,0.21342288783421,0,0,0.0470490356743695,0,0,0,0,0,0,0.0789522396800687,-0.228277735309286,0,0,0,0,0,0,0,0,0,0.329241876967346,0,0,0.0260268058479443,0,0,0.191604680813209,0.110032186678045,0,0,-4.33680868994202e-19,0,0,0.0377993701103686,0.0604230487960883,0,0,0.0250939452890796,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0.035650350927466,0,0.285250353805707,0.226954325984614,0,-0.133640308387056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614221785055241,0,0,0,0,0,0,0,0.0268162574482311,0,0,0,0,0,0,0,0,-0.0237396859032519,0.19566628408727,0,0,0,0,0,0,0,-0.034196789717379,0,-0.00603907672599897,0,0,0,-0.014263768321071,0,0
