,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X600690.SH,X000725.SZ,X000063.SZ,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000568.SZ,X601877.SH,X600271.SH,X600703.SH,X300124.SZ,X002236.SZ,X000100.SZ,X000625.SZ,X600487.SH,X300003.SZ,X002008.SZ,X600498.SH,X600809.SH,X000596.SZ,X000661.SZ,X002007.SZ,X000157.SZ,X300142.SZ,X002179.SZ,X600566.SH,X002456.SZ,X600089.SH,X600177.SH,X300146.SZ,X600066.SH,X002180.SZ,X600867.SH,X002506.SZ,X600522.SH,X600372.SH,X002508.SZ,X002241.SZ,X300136.SZ,X600183.SH,X000977.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.198037753200235,0,0.0876189639743128,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.123442073618739,0.00939956525082664,0,0,0,0.0472716797847046,0,0.00787750540595621,0,0,0,0,0,0,0,0.0423136708664796,0,0,0.0391606806916319,0,0,0,0,0,0,0,0,0,0,-0.0468608670644147,0.0461391057726717,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647478389605474,0,0,0,0,0,0.134230945969499,0.0843217714359563,0,0,0.1330053506039,0,0,0,0.157323601490716,-0.0914823982487993,0,0,0,0,0,-0.00406337834371122,0,0,0,0,0,0,0,0.0199874893800246,0,0.0925496108566512,0,-0.0263622495041636,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.190151356829266,0,0,0,0,0,0,0,0,0,0,-0.0509378744252381,0,0.750896067853906,0,0,0,0,0,0,0,0,0.013664377669759,-0.176422711569426,0,0,0,0,0,0,0,-0.0478250661487362,0,-0.0310547051619655,0,0,0,0,0,0.00716188465172616,0,0,0,0,0,-0.0102492118658207,0,0,0,0,0,0.0264289233066872,0
X000651.SZ,0,0.114439943735238,0,0,0,0,0,0.159568369878302,0,0,0,0,0,0,0,0,0,0,0.0393343879116438,0.0605709110275031,0.0058911164341234,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0685340837841026,0.00754537612226751,0,0,0.0543696144506134,0,0,-0.00380229924772846,0,0,0,0,0,0,0,0,0,0,0,0,-0.00498462518667874,0,0,0,0,0,0,0
X000858.SZ,0.191287057390209,0,0.00914862088950162,0,0,0,0.207743706695032,0,0,0,0,0,0.00376944933236852,0,0.168423845807288,0,0,0,0,0,0,0,0.100719470652937,0.0235191871699044,0,0,0.147071332400921,0,0,0,0,0,0,0,0,0,0,0,0,-0.0247111389488249,-0.081886127325216,0,0,0,0,0,0.0532495782954611,0,0,0,0,-0.00424814235623736,0.00514988241878329,0,0,0,0,0,0
X600276.SH,0,0,0.0348736174075669,0,0,0,0,0.0983839624617194,0,0,0,0,-0.208016263791776,0,0,0,0,0.0679518867803376,-0.0852462078144495,0,0,0,0,0.407256965738017,0.19576256165454,0,0,0,0,0,0,0,0,0.0624696014268236,0,0,0,0.0404948612679807,0,0,0,0,0,0,0.29780982487612,0,0,0,0,0,0,0,0.0817815605435341,0,0,0,-0.0572564798772351,0,0
X002304.SZ,0.0750334954313408,0,0,0,0.551411741273506,0.135225431376045,0,0.0684196056983045,0,0,0,0,0,0,0.0818877340867728,0,0,0,0,0,0,0,0,0.137301411504729,0,0,0,0.0469463892633111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142242185842044,0,0,0,-0.0297870814000585,0,0,0,0,-0.00104465396893173,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0451805627370573,0,-6.93889390390723e-18,0,0,0,0,0.108004543482227,0,0,0,0.21024643995596,0,0.012081197182442,0,0,0,0,0,0,0,0,0,0,0,0.250100594426651,0,0,0,0,0,0,0,-0.0199923367423798,0,0,0,6.93889390390723e-18,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0993007186358372,0,0,0,0,0,0,0,0,0,0.0950920346235688,0.0499060368277026,0.0133830338990364,0.0752228602705619,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0580259653089881,0.0406945701970663,0,0,-0.00171094941757681,0,0,0,0,0,0.0753539706149237,0,0,0.0243377222949682,0,0,0,0,-1.0842021724855e-19,0.0247549201998155,0,0,0,0.00998670270358744,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530349703103658,0,0,0,0,0,0.09717060113154,0,0,0.265777957215167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226724683806545,0,0.0423649719955329,0,0.0106331017776823,0,0,0,0,0.0190365347082602,-0.0283118785950645,0,0,0,0.117044280997153,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1124775202657,0,0.141132869696626,0,0,0,0,0,0,0,0.0471609543333604,0.0119038874939165,0,0,0,0,0.0399796036047671,0.0896544305191254,0,-0.0155972520624508,0.0803247276615475,0.10578483689697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123659033844396,0.0123206001849717,0,0,0,0,0,0
X000338.SZ,0,0.0604194838144475,0,0,0,-0.00366939667313091,0,0,0,0.0172688520037982,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0305120068035288,0,0,0,0,0.11025633926451,0,0.103879802424206,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0931640009382336,0,0,-0.0433748875809988,0.0901469409101993,0,0,0,0,0,0.0297759091723174,-0.00661309213101951,0.0175097783789036,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.186969371034957,0,0.0745052149909355,0,0,0,-0.119132322312354,0,0,0,0.00661947296555984,0,-0.0284468869250958,0,0,0,0,0,0,0,0.186499265619728,0,0,0,0.0286806129933194,0,0,0,0,-0.142075338009274,0,0,0,0.200600432802052,0,0,0,0,0,0,0,0,0.284705619641495,0,0,0,0,-0.0742611681305369,2.16840434497101e-19,0,0,0,-0.166342756090287,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888555264889145,0,0,-0.0151955460346499,-0.0144616127919489,0,0,0,0,0.142926441597118,0,0,0,0,0,0.109419751758668,0,0,-0.0461952495650233,0,0,0.148304855751632,0,0,0,0,0.0124103705181611,0.0235913790681515,0,0,0,0,0,0
X000568.SZ,0.155526516397468,0,0,0,0.0382238916745596,0.0530961376013018,0.00718645925632163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053665903075713,0,0,0.366027863948267,0,0.171717778827559,0,0,0,0,0,0.049472555395888,0,0,0.0512337559119575,0,0,0.0306399980085914,0,0,0,0,0,0.00560651833711889,0,0,0,0,0,0.00921830961681676,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0.0424186604795846,0,0,0,0,0,0,0,0,0,0.0745111227715619,0,0.0107728110638269,0,0.053932412621061,0.0629325360639933,0,0,0,0,0,0,0.0358344773633906,0,0.0386073756869232,0,0,0,0,0,0,0.0275339681561748,0,0,0,0.0219535696724435,0,0.184523583021991,0,0,0,0,0,0,0,0,0,0,0,0
X600271.SH,0,0.592345547711435,0.148561410099303,0,0,0,0,0,0,0.0487990577486902,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0540900249992934,0,0,0,0,0,0,0,0,0.573397778351478,0,0,0,0,0,0,0.105218387043996,0,0,0,0,0,0,0,0,0,0,0,0.00705058949113141,-0.0481460404680744,0,-0.0158582635408921,0,0.0624791325001083,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.0492899536495004,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.382670477902061,0,0.132238227612541,0.241385465039512,0.0555686700579231,0.0784690043488143,0,0,0,0,-0.0259668754907869,0.43469165544153,0,0,0,0,0.123706863493581,0,0,0,0.235671554987681,0,0,0,0,0,0,0,0.0588858752611117,0,0,0,0,-0.188288573672997,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0.371092691650012,0,0,0,0,0,0,-2.16840434497101e-19,0,0,6.93889390390723e-18,0,0,0.0308298460426787,0,-0.204961333504471,0,0,0.445902653443764,0,0,0.102278682065434,0.120728457916022,0,0,0,0,0,0,0,0,0,0,0.18926039194521,0,0,0,-0.115646359455748,0,0,0,0,-0.0162158910709908,0.0402057421185976,0,0,0,0.0396866210524266,0,0
X002236.SZ,0,0,0.488822581473995,0.155970808994535,0,0,0,0,0,0,0,0,0,0,0,-0.0956843836281301,0.0970715348673625,0.130971749233104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593152573895176,0.472720951698295,0,0,0,0.0399590144198991,-0.0144933132571813,0,0,0,0.145057505223073,0,0
X000100.SZ,0,0,0,0,0,-0.137451744311479,0,0,0,0.00216639193717416,0,0,-0.0661722188404881,0,0,0,0,0,0,0,0,0.269111292916952,0,0.206010101061059,0,0,0,0,0,0,0,0,0,0,0.072395871794567,0,0,0,0,0,0,0,0,0,0.0871146965772693,0,0,0,0.164604676814842,0.2763969134103,-0.213821848223125,0.0112858217816716,-0.0653169021531952,0,0,0,-0.0458114452293843,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343195706422727,0,0.127246723405462,0.231027331255608,0,0,0,0,0,0,0,-0.00414120973383507,0,0,0.105354198699937,0,0,0,0,0,0,0,0.165843420036942,0,0,0,0.0421877446028513,0,0.0545476867543096,0,0,6.93889390390723e-18,0.193550738492264,-0.0303017940545483,-0.0217041967977692,0.0106776165025965,0,0,0,1.73472347597681e-18,0,0
X600487.SH,0,0,0.0426636531724677,0,0,0,0,0,0,0.602595707749054,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00437011096691884,0,0,0,0.229300240313221,0,0.250615861596214,0,0,0,0,0,0,0,-0.233944817999187,0,-0.166587921273156,0,0,0,0,0,0,0,0,0,-0.0130811668193926,0,-0.0209084100033408,0,0,0,0,0,0,0
