,X600519.SH,X600104.SH,X000725.SZ,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X600276.SH,X000625.SZ,X600690.SH,X600118.SH,X600703.SH,X000100.SZ,X600271.SH,X600031.SH,X600372.SH,X002292.SZ,X000157.SZ,X000338.SZ,X002241.SZ,X600089.SH,X600741.SH,X002236.SZ,X600066.SH,X002475.SZ,X600839.SH,X600177.SH,X601877.SH,X000559.SZ,X002129.SZ,X000547.SZ,X300124.SZ,X002465.SZ,X000016.SZ,X600435.SH,X600582.SH,X300003.SZ,X002456.SZ,X000568.SZ,X002498.SZ,X002294.SZ,X002276.SZ,X000066.SZ,X002179.SZ,X002049.SZ,X600198.SH,X002008.SZ,X000977.SZ,X600252.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.200683635718125,0,0,0,0.0345529121499818,0,0.200901955833563,0,0.0668517609716209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670864171934114,0,0,0,0,0,0,0,0.0164106208483264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00845189853699332,0.0243471923761541,0,0,0,0,0,0
X600104.SH,0.379323042666972,0,0,0,0,0,0.0592196122649477,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0881130366994168,0,0,0,0.175909659471868,0.0704253955868432,0,0,0,0,0,0,0.0396668317091095,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0700572456570151,0.0131291126345201,0.0160262387230365,0,-0.0713486178655584,0,-0.113135063053222,0,0
X000725.SZ,0,0,0,0.0515500320122851,0,0,0,0,0,0,0,0.100669603643117,0.174046130865507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662914639284737,0,0,0,0,0.0451164694124294,0,0,0,0,0,0,0,0.0349585851008692,0,-0.0264177480020965,0,0,0,0,0.152875569132633,0,0.128539855082604,0,0,0.000941390711725618,0.0251105877345799,0,0,0,0,0,0
X002415.SZ,0.0698165570218465,0,0,0,0.105195582338745,0,0,0.0535327510770241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478429961411279,0,0,0,0,0,0,0.205069608066958,0,0,0,0,0.179943909451748,0,-0.0418100411579784,0.195426288324834,0,0,-0.00328786066461401,0.0367051233113123,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0410715757685242,0,0,0,0,0.0697251744782872,0,0,0,0,0.0923296347037978,0,0.0839476433942326,0,0,0.105105768297972,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.00041108583564645,0,0,0,0,0,0.354978524563259,0,0,0,0,0,0.0576874988871542,0.00585425940713472,0,0,0,0,-0.0168511032445265,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.293364455103378,0,0.00248197310827949,0.0177140938193477,0,0,0,0,0,0.0264463673302337,0,0,0,0.253466208760576,0,0,0.0341648414695343,0,0.0510007661550738,0.00283289195448097,0,0,0,-0.0427195935312156,0,0,0,0,0,0,0,0,0,0.473167236031358,0,0,0,0,0,0,0,0,0,0,0,-0.00825867258425742,0.0161479833225337,0,0,0,0,0,0
X002304.SZ,0,0.374911273417705,0,0,-0.0394210232442615,0.282144285753291,0,0,0,0,0,0,0,-0.0327771894932306,0,0,0,0,0,0,0.0356785024043193,0,0,0,0,0,0,0,0,0,0,0,0.0667560389880986,0,0,0,0,0,0,0,0,0,0.0295610823960517,0,0,0,0.184694288394277,0,0,0,-0.011182782677361,0.0210033979418988,0.0352817993989502,0,0,0,0,0,0
X000063.SZ,0.0916269845611525,0,0,0.0758964599686733,0,0,0,0,0,0.0239415219615581,0,0,0,0,0.174275742833292,0,0,0,0,0,0,0.327662909156295,0.0704425362711962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424334451131939,0,0,0,0,0,0,0,0,0,0.015961048644311,0,0,-0.00922376858474369,-0.0296490331588664,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.088675063773267,0.0436518648612499,0,0,0,0.0687068338179715,0,0.0262697435377825,0,0,0.022935188286201,0,0.156907444492154,0,0,0,0.0352803693679984,0,0.121646450955517,0,0.0510854673706445,0,0,0.176778333152998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256057207981137,0,0.0615994999534218,0,0.000302833880278751,0.0226934469593,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.0989314361962841,0,0,0.0404594366691253,0,0,0,0,0.0885763999052507,0,0,0.0543793021241759,0,0,0.0707385984776191,0,0.0376817766290615,0.124968916943801,0,0,0,0,0.0293833048845525,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.161373945016335,0,0.0456384692648775,0.000498442348151991,0,0,0,0,0,0,0,0,0.00255895662830721,0,0,0,0,0,0,0
