,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600066.SH,X600703.SH,X002241.SZ,X002236.SZ,X000568.SZ,X600031.SH,X600271.SH,X000100.SZ,X002475.SZ,X002456.SZ,X600118.SH,X002292.SZ,X000338.SZ,X002085.SZ,X600177.SH,X000157.SZ,X002007.SZ,X002180.SZ,X000559.SZ,X600372.SH,X300003.SZ,X600867.SH,X600498.SH,X300124.SZ,X002294.SZ,X601877.SH,X002506.SZ,X002074.SZ,X002426.SZ,X600522.SH,X002508.SZ,X600089.SH,X000977.SZ,X000050.SZ,X600418.SH,X600566.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00831430882816879,0,-0.018389844426212,-8.67361737988404e-19,0,0.32008959618345,0,0,0.137105224499397,0,0,0,0,0.0602853461303938,0,0,0,0,0,0,0,0,0,0,0,0.0576375301027126,0,0.143665978909189,0,0,0,0,0,0,0,0,0,0,0.137538541536083,-0.0464502944532474,0.02123443608463,0,0,0.00120982028510504,0,0,0,0,0,0.106193046848568,0,0,0,0,0,0,0
X600104.SH,0.0567663585396356,0,0.0359773285842313,0,0,0,0,0,0.35867110296578,0.0202957875884046,0,0.275337972374145,0,0,0.0612156697460734,0,0,0,0,0,0,-0.12839647377986,0,0,0,0,0,0,0,0.0163817751073008,0,0,0,0,0.0351532795784978,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00316259045068616,0,0.00734468926763259,-0.111318549948586,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664155725332493,0.322257650546068,0,0.134319283708733,0.0952215906445572,0,-0.313392970509216,0,0,0,0,0,-0.0353845565035789,0,-0.0173356241020204,0,0.00805384484780215,0.343941930491416,0,0,0,0,0.0150136591953261,-0.00128667065179643,0,0,-0.0534251074271699,0,0,0,0,0,0
X000651.SZ,0,0,-0.0394131779133056,0,0,0,0,-0.0743473655399642,0,0,0,0,0,0,0,0,0,0,-0.135001809198791,0,0,0,0,0,0,0.0144177830840849,0,0,0,0,0,0,0,0,0,0,0,0.107706948837544,0,0.0303657166853028,0,0.0860040085122704,0,0,-2.16840434497101e-19,0,-0.0196869383625847,0,0.00825958655809144,0,-0.11416990004748,0.085758759757989,0,0,0,0,0,0
X000858.SZ,0.0200079810122319,0,0,0,0,0,0,0,0,0.0710459896986526,0,0,0,0,-0.028764946553788,0,0.625161290516103,0,0,0,0,0,0,0,0,0.0195629747312196,0,0,0.0522034167957685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159029747279821,0,0,0,0.117471861621239,0.020440578731764,0,0,-0.0142752147585623,-0.0155048438672305,0,0,0,0,0,0
X600276.SH,0.0731637381786293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120656320195186,0,0,0,0,0,0,0,0,0,0,0,0.0202178236106639,0,-0.00452990895987705,0,0,0.0348032880776969,0,0.0953087385270716,0.0975586793348744,0,0.0442284789968949,0,0,0,0,0,-0.149829966395569,0,0.18410758696337,-0.0563231188216267,0,-0.0696536389986386,-0.0621616488293176,0,0,0,0,0,0
X002304.SZ,0.0667925224206675,0,0,-0.0451968233654045,0.170592421349352,0,0,0,0,0,0,0,0,0,0.0620743096329105,0.00902803321112613,0.234711829089647,0,0,0,0,0,0,0,0,0.0361382473156608,0,0,-0.0407074786791517,0.0400657522846895,0,0.173132262898687,0,0,-0.122075531650003,0,0,0,0,0,0,0.0961468362682607,0.0452000871683125,0,0,0,0,0,0,0,0.0439004473379804,0.0302622112641508,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132864619909072,0,0,0.0540299619626607,0.184405514201721,0,0,0,0,0,0.0207228711867063,0.0264724612944569,0.023687918228607,0,0,0,0,0,0.0718096254007934,0,0,0,0,0,0,0,0,0,-0.0177256423496878,0,0,0,0,0,0.0460540716005426,0,0,-0.0755122315294332,0,0,0,0,0,0,0
X000625.SZ,0,0.17192936732584,0,0,0.0186648601621876,0,0,0,0,0,0,0.14264081075377,0.0328787332376427,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.0349297100819636,0,-0.019033276752432,0,0,0,0,0,0,0.00248733397915418,0.0384766917861115,0,0,0,0,0,-0.0113292603498954,0,0,0.0850299478436713,0.0650903157361582,0,0,0,0,0,0,0.0329475150608072,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.0744503245161101,0,0,0.083270133598735,0,0,0,0.192350353958588,0,0,0,0.197277767375086,0,0.033427987989675,0,0.0359567266092566,0,0,0,0.0300912196292501,0,0,0,0,0,0.0398172526262053,0,0.14621876846162,0,0,0,0,0,0.019287433874263,0,0.185639285705876,0,0,0,0,0.0219404628778206,0,0,0,0,0,0,0.0134812273717487,0,0.0123032030793518,0.0136626597474631,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.124119500232816,0,0,0,0,0,0,0,0.0347101152811457,0,0,0,0,0,0,0.0710997061510856,0,0,0.0840084359610786,0.0675322234409025,0,0,0,0,0.0447975728130784,0,0,0,0.14171925310339,0,0,0.0309565548883991,0,0,0.0761323994838925,0.0178374707793903,0.0235331172624433,0,0,0.0534499296752392,0,0,0,0,0,0.0374320424753996,0,0,0,0,0,0
