,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X000568.SZ,X002475.SZ,X002304.SZ,X600690.SH,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X002371.SZ,X002049.SZ,X002129.SZ,X003816.SZ,X000725.SZ,X600031.SH,X000625.SZ,X000596.SZ,X000063.SZ,X002179.SZ,X000338.SZ,X600089.SH,X600703.SH,X002180.SZ,X002241.SZ,X600522.SH,X000661.SZ,X000733.SZ,X300142.SZ,X601877.SH,X002074.SZ,X000100.SZ,X600741.SH,X000157.SZ,X300003.SZ,X600460.SH,X600487.SH,X600702.SH,X600584.SH,X600884.SH,X600563.SH,X002414.SZ,X601799.SH,X002236.SZ,X000799.SZ,X000066.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0570013091541344,0.222807574455405,0,0,0.0979644165324337,0,0,0.0707116748445978,0,0,0,0.0055012731147447,0.0273361938374093,0,0.0465774160521022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.266913159357113,0,0,0,0,0,0,-0.0664227557382953,0,0,0,0,0,0,0,-0.0135313630679459,0,0.210919394937436,0,0,0,0,0.0472090159064273,0,0,0,0,0,0
X000858.SZ,0,0,0.0865019163702194,0,0.143017769293778,0.19395995619865,0,0.164266881544486,0,0,0,0,0,0.0970938894620022,0,0,0,0,0,0,0.0360818435757427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127342072002633,0,0,0,-0.0321950871382755,0,3.46944695195361e-18,0,-0.0547234360005818,0,0,0,0.00633745746614803,0,0,0,0,0,0
X600809.SH,0.201295263880756,0,0,0,0,0.673402903269307,0,0,0,-0.150362672034782,0,0,0,0.0222249667672615,0,0,0,0,0,0,0,0,0,0,-0.0535605258939914,0,0,0,-0.0614495846374928,0.116584379940851,0,0.0304286865771703,0,0,0,0,0,0.112076726961044,0,0,0,0,-0.0550626237757294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645326483365912,0,0.00605854591623015,-0.102988711560841,0,0,0.127178019311298,0,0,0,0,0,0,0,0,0,0,0.15737867605265,-0.277579758481973,0,0.0275107624148991,0.343084695063969,0,0.0872901274396215,0,0.0775277095443707,0.0159108989082885,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0283286056103169,0,0,0,0,0,0,0,0,-0.0799111145217586,0,0,0,0,0,0,0,0,0,0,0.002915035854808,0,0,-0.00102084860896956,0,-0.108950695824519,0,0,0.104455850367545,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0.0270192309233008,0,-0.0890111979684859,0,0,0.0914688569393314,0.101030293290568,0,0,0,-0.00922106063021477,0,0,0,0,0,0,0
X000568.SZ,0.349541131794425,0,0.754244910691954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612559647039595,0,0,0,0,0,0,0,0.0875977740748972,0.0861471206504985,0,0,0,0,0,0,0,0,0,0,0,-0.0287236213045787,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.0151058236377937,0,0,0,0,0,0
X002475.SZ,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.336243685901182,0,0,0.145791272512379,0.0182436938126705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015391319889877,0,0,0,0,8.67361737988404e-19,0,0.187334112235769,0,0,0,0,0,0.00629182498831099,0,0,0,0,0,0
X002304.SZ,0,0.183230353922716,0,0,0,0,0.136258274245349,0,0,0,0,0,-0.164341113121277,0,0,0.0459362709187507,0,0,0,0,0.145727679799906,0,0,0,0,0,0.0234607903386549,0,0,0.0121567230891814,0,0,0,0.133218642727483,0.102227527330184,0,0,0,0,0,0.18886332453274,0,0,0,-0.146511389613518,0.0823204342394378,0,0,0,0,0,0,0.000772006082061917,0,0,0,0,0,0
X600690.SH,0.15596703149883,0,0,0,0,0.251192462727659,0,0,0,0,0.285205841489773,0,0,0,0,0.00748392835859989,0,0,0,-0.0323708318410035,0,0,0,0,0.0894336224710709,-3.46944695195361e-18,-0.0215056344196531,0.0875262268720953,0.100811545803391,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0328760317998437,0,-0.0534684799246148,0,0,0,0,0,0,-0.0270632178160276,0,0,0,0,0,0,0
X300124.SZ,0,0,-0.0574372777609858,0,0,0,0.0288371337535057,0,-0.0523673848361746,0,0,0,0,-0.0342309677572446,0.0196166993646186,0,0,0,0,0.242629721651348,0,0,0,0,0,-0.0134961281118829,-3.46944695195361e-18,0,0,0,0,-6.93889390390723e-18,0,0.214783718881091,0,0,0,0,0,-0.235211019674774,0,0,0,0,-0.0551470052767913,0,0,0,0,0,-0.109727005780341,-8.67361737988404e-19,0,0,0,0,0,0,0
