,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X000661.SZ,X002304.SZ,X000063.SZ,X600031.SH,X000568.SZ,X000725.SZ,X003816.SZ,X600809.SH,X000338.SZ,X600690.SH,X600703.SH,X002241.SZ,X000596.SZ,X300014.SZ,X002007.SZ,X300142.SZ,X000100.SZ,X300124.SZ,X002371.SZ,X300003.SZ,X002049.SZ,X600741.SH,X600183.SH,X000157.SZ,X002129.SZ,X000800.SZ,X600584.SH,X002236.SZ,X601877.SH,X000977.SZ,X002414.SZ,X002456.SZ,X000625.SZ,X300136.SZ,X002179.SZ,X002185.SZ,X000066.SZ,X002008.SZ,X002463.SZ,X600118.SH,X600522.SH,X002294.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.025145167206376,0,0,0,0,0,0,0.111718246141185,0,0,0.0391124176031042,0,0,0,0,0,0,0,0.196325838611714,0,0,0.0103341003984901,0,0,0,0,0.0612355712282349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177993081008009,0,0,0.00615758621994409,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.159177317299238,0,0,0.148380360086006,0,0,0.319049818223438,0,0,0,0.0863546028725301,0,0,0,0.130306676087204,0,0,0,0,0,0,0,0,0.0847777782679057,0,0,-0.027823702659272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00179773029473363,0,0,0,0,0,0,0
X600276.SH,0,0,0,-1.0842021724855e-19,0,0,0,0.290569483534849,0.0889260542753023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744499425551538,0.179982123015943,0.0737015113985265,0,0,0,0,-0.0372306945192984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00952074101221033,0,0,0,-0.0053252332872516,-0.020063053665417,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658620418933208,-0.0337485813441798,0,0,0.247704811641556,0.0925686905699451,0.0028774763771349,0,0,0,0,0,0,0.0365965135943576,0,0.159179379685374,0,0,-0.0136685483742848,0,0,0,0,0,0.0934337763020898,0,0,0,0.0603395291124071,0,0,0,0,0,0,0,-0.0245066039725735,0,-0.0248399460756134,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.114164706610782,0,0,0,0,0.26110770941717,0,0,0,0,0,0.38316334621528,0,0,0,0,0,0,0.0150080453536944,0,-0.0452318965293777,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.0169319374842781,0,0,0,-0.00418687228120757,0.0197348580857158,0.0354796282900479,0,0,0,0,0,0,0.00156651202379208,0.00981439410517031,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0268206175060375,0,0,0,-0.182243674510505,0,0,0,0,0,0,0,0,0,0,0.0994866015014543,-0.0282247476687525,0,0,0,0,0,0,0.178657012056324,0,0,0,-0.0446404388160126,0,0,0.424314955803943,0,0.143469926362687,0,0,0,0,0,0,0,0,0,0,0.205283349085775,0,0.097602654087585,0,0.00129917591703973,0.00215387449853255,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,-0.0628373230862499,0,0,0,0,0,0,0,0,0.0410507742014955,0,0,0,-0.123073554652524,0,0,0,0,0.00429831029304593,0,0,0.0252554210261974,0,0,0,0,0,0.195833542267493,0,0,0,0,0.115262199909955,0,0,0.00587806363418033,0.161328160823333,0,0,0,0,0,0,-0.0860681385093146,-0.0091730672605241,-8.67361737988404e-19,0,0,0,0,0,0
X000661.SZ,0,0,0,0.168767694101815,0,0,0,0,-0.187184724550786,0,0,0,-0.0107381797512276,0,0.0813130866866157,0,0,0,0,0,0,0.220206287877395,0.0512231493924229,0,0,0.0133569950541864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104844935900542,0,0,0,0,0.0502211875225814,0,0,0.011112232467256,-0.0202185824986634,0,0,0,0,0,0
X002304.SZ,0,0.190027956175376,0,0,0,0,0,0,0,0,0,0.372685467148835,0,0,0,0,0.0879522448488396,0,0,0.0719667942347858,0,0,0.11930621868207,0,0,0.0619284406184825,0,0,0,0,0,-0.00193111205183972,0,0,0,0,0,0,0,0,0,0,-0.0221530943119713,0,0,0,0,0,0,0,0,-0.00740220384075614,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,-0.13401082249614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519673605360439,0,0,0,0.0775721419621214,0,0,0,0,0.12301093395249,0.321739002796683,0,0,0.227025874859042,0,0,-0.0735475970027223,0.0436904907808804,-0.0669484109931042,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.182459349988299,0,0,0,0.0881262169396066,0,0,0,0,0,0,0.0897005983391563,0,0,0,0.060399355300491,0,0,0,0,0,0,0.037089766661557,0.0846596413387894,0,0,0,0,0,-0.0540948979175043,0.0106211863876061,0,0,0,0.0122154718438619,0,0,0,0,0,0.21471690930082,0,0,0,0,0,0,-0.0128033289380288,-0.00793032184323736,0,0,0,0,0,0
X000568.SZ,0,0.716812842087897,0,0,0,0,0,0,0.0345071312093106,0,0,0,0,0,0.128308901704402,0,0,0,0,0,0.0353600033305052,-0.0710786697702001,0,0,0,0.0724546716714196,0,0.0876232169018227,0,0,0,-0.00096215907294779,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.0404799411793006,-0.0166895142710855,0,0,0,0,0,0,0.00396732430884785,-0.0134086426268139,0,0,0,0,0,0
X000725.SZ,0,0,0,-0.0412947902715563,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.319947303134314,0,0,0,0,0.180503719149323,0,0,0.01830806738586,0,0,0.0732098313271586,0,0,0,0,0,0,0,0,0,0,0,0,0.104351859278651,0,0,0,0.0225662654127864,-0.0206026537924203,0,0,0,0,0,0
X003816.SZ,0,0,-0.00278420173196739,-0.0485547624532782,0,0.051294675187813,0,0,0,0,0,0,0.0588875363575953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409479518545249,0,0,0,0.0231554350566597,0,0.0880094551856608,0,0,0,0,0,0,0,0,0.0893542298252715,0,0,0,0,0,0.0113415588615243,0,0.0109617494141006,-0.0141413040924518,0,0,0,0,0,0
X600809.SH,0,0.471858517207514,0,0,0,0,0,0.189453964441794,-0.0974905588517077,0,0,0.107275262235349,0,0,0,-0.028652916721547,0,0,0,0.228271556652098,0,0.0322429940640654,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0839172010407633,0,0,0,0,0,0,0.032664405151166,0,0,0,0,0,0.00419584525716191,0,0,0.00266640576229498,-0.0153086441816008,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.0696475250694283,0,0,0,0.151290262755398,0.0444641108820395,0,0,0,0,0,0,0.00215524458247761,0.00235213341942543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298786790796474,0,0,0,0,0.0927939805851269,0.0385720877229374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.136721495751525,0,0,0,0.272701199425816,0,0,0,0.00888784717651519,0,0,0,0,0,0,0,0.0209949458101414,0.0470498717282466,0,0,0,0,0,0.0289468429394749,0,0.116335732186046,0,0,0,0,0,0,0,0,0,-0.116581377171594,0,0,-0.0129416094564832,0.0809635167136986,0,0,0,0,3.46944695195361e-18,0,0,0.00894659723230353,0,0,0,0,0,0,0
X600703.SH,0,0.0256486637197852,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408806092441569,0,0,0.291291988956571,0,0,0,0,0,0,0.0823805661577375,0,0,0,0,0,0.0761073947398332,0,0.193617507599388,0,0,0,0,0.110031224393922,0,0,0,0,0,0,0,0,0,0,0,0.0251195119076488,0.00119199396424804,0.0259644741513109,0,0,0,0,0,0
X002241.SZ,0,0,0,0.400852895776503,0,0,0,0,-0.0708472919089873,0,0,0,0,0,0,0,0,0.168172860457273,0,0,0,0,0,0,0,-0.102075404380134,0,0,0,0.0730747610764033,0,0,0,0,0,0,0.0756843279535642,0,0,0,0.155978678033562,0,0.14959379069978,0,0,0,0,0,0,0,0,-0.0217878474684526,0.0125410847450378,0,0,0,0,0,0
X000596.SZ,0,0.193325971624811,0,0,0,0,0,0,0,0,0,0,0,0,0.358991717730873,0,0,0,0,0,0,0,0.127074291454178,0,0,0,0,0,0,0,0,0,-0.146315832042146,0,0,0,0,0.15905911423384,0,-0.00755458635768394,0,0,0.0222416980599931,0,0,0,0,0,0.0349381252793101,0,0,0.00174362578786457,-0.00649965019127513,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0.0429241011116312,0,0,0,0,0,0,0,0,6.93889390390723e-18,-0.0781430046603464,0,0,0,0.0385154028973119,0,0.0938871457176448,0,0.0824423791246619,0,0.0854691953776461,0,0.231270876687607,0,0,0.197839932318138,0,0,0,0,0,0,0,0,0,0.370817040946911,0,0,0,0,0,0,0,-0.00521857373664104,0,0,0,0,0,0
