,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X002304.SZ,X000568.SZ,X600809.SH,X600031.SH,X600104.SH,X600690.SH,X000725.SZ,X000661.SZ,X000063.SZ,X300124.SZ,X003816.SZ,X300014.SZ,X000596.SZ,X002241.SZ,X000338.SZ,X600703.SH,X000625.SZ,X000100.SZ,X600741.SH,X002371.SZ,X601877.SH,X002179.SZ,X002049.SZ,X002129.SZ,X002007.SZ,X000157.SZ,X002414.SZ,X600584.SH,X600183.SH,X300142.SZ,X002236.SZ,X000800.SZ,X601799.SH,X000066.SZ,X300003.SZ,X000799.SZ,X002074.SZ,X002008.SZ,X000547.SZ,X000977.SZ,X002508.SZ,X300146.SZ,X600066.SH,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.448345508513045,0,-0.232412892682916,0,0,-0.0153239755448786,0,0.0202626790438011,0,0,0.0593806656810966,0,0,0,0,0,0,0.0839074247648014,0,0,0,0,0,0,-0.0124493039817752,0,0,0.0151212349285301,0,0,0,0,0,0.045913673587513,0,0,0,0,0,0,0,0,0,0.0189135007307638,0,0,0,-0.0907620259019922,0,0,0.0174903129772009,0,0,0,0,-0.00193151234728168,0,0
X000858.SZ,0.230852113907934,0,0,0,0,0,0.0541192368508995,0.177759316552766,0.147693874058831,0,0,0,0,0,0,0.0277091009207948,0,0,0.0187798556403124,0,0,0,0,0,0.0318447761468425,0,0,0,0.0126329926787302,0,0.0246566616646703,0,0,0,0,0,0,0,0,0.0315093280082746,0,0.0758222919140818,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.0240532973772101,0,0,0,-0.00554279360820478,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0327867374834154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0432124011165281,0,0.0644522486544066,0,0,0.217426566926324,0.0331105724779482,0,0.0162026775693402,0,0,0,0,0,0,0,0.0264839607898178,-0.0219968991625185,0,0.0225595460129252,0,0,0,0,0.0208435070034481,0,0,-0.00541136795388376,0,0,0,0,-0.00857390363904692,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0708528992837276,0,-0.0184199708107803,0,0,0,-0.0615017386018822,0,3.46944695195361e-18,0,-0.0369939969104099,0,0,0,0,0,0,0,0.123744513321327,0,-0.179841647420591,0,0,0,0,0.158342797180806,0,0,0,0,0.097530930596705,0,0,0,0,0,0,0.0158277648511725,0,0,0.0144301557303275,-0.0284363996942226,0,0,0,-0.0109410220415576,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719322256855479,0,0,0,0.106555911856325,0.50504191966344,0,0.095873546747652,-0.0723653554446494,0,0,0,0,0,-0.0208905258080602,0,0,0,0.150834584858147,0,0,-0.0308323640458354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185161025299593,0,0,0,0,-0.0067093281460395,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0768392879999769,0.084493533835365,0,-0.0209701505867118,0,0,0,0,0,-0.104524220041389,0,-1.73472347597681e-18,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.224968317819793,0,-8.67361737988404e-19,0.0490130627405735,0.0610965403129521,0,0,0,0,0,0,0.128628580355697,0,0,0,0,0,0,0.0540449019721771,0,0,-0.0150503260723451,0,0,0,-0.0225790420330709,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.36784853446122,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151557470154584,0,0,0,0,0.113636794269067,0,0,0,0,0.0813145562730705,0,0,0,0,-0.0583549011232219,0.0837158397195607,0,0.159354066533421,0.182740126192303,0.035514142002881,0,0,0,0,0,0,0,0,0.0122768894900972,0,0,0,0,0,0,0
X000568.SZ,0,0.255236427636118,0,0,0,0,3.46944695195361e-18,0,0.425151745277196,0.0122858116031073,0,0,0,0,0,0,0,0,0,0.0168402046817353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582810789550286,0,0,0,-0.034283364118698,0,0.0387354530164621,0,0,0.0119461536016361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.207432037342812,0.068215036320113,0,0,0,0.0473207143665321,0,0,0,0,0,0.091214031602289,0.0563232682948382,-0.018251628763956,0,0,-0.190942166794749,0,0,0,0,0,0,0,0,0,-0.314743863797316,0,0,0,0,0,0,0,0,0.212923803291157,0,0,0,0,0,0,0,0,0,0,0.0804535015822559,0,0,0,0.0119684547964169,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.184185912491565,0,0,0,0,0.0624376840232906,0,-0.0419314499287983,0,0,0,0,0,0,0.0317700149047153,0,0,0,-0.0859838068891466,0,0,0,0.0661671044840198,0.272653445170707,0,0.184988639478531,0,0,0,0,0.328531419805478,-0.126967779382953,-0.0378083004521676,0.0327748588030534,0.00788337587160652,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000883950622428529,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.11298487421309,0,0,0,0,0,0,0.135079525529459,0,0,0,0,0.121873932233304,0,0.15992842215646,0,0.35898244561209,0,0,0,0.0646140989709613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149640251214238,0.0358590188738891,0,0,0,0,0,0,0,0.0143685600966721,0,0,0,0,-0.00901530774904859,0,0
X600690.SH,0,0,0,0,0,0.148913405461505,-0.169050501082267,0,0.397168192925254,0,0.132114362194361,0,0,0.0952452751700621,-0.00197737344125735,0,0,0,0,0,0,0,0.0287571279663967,0,0,0,0,0,0,0,0,0,0,-0.00639782781988219,0,0,0,0,0,0,0,0,0,0,0,0,0.196016817417975,0,0,0,0,0,0.00181036548174235,0,0,0,-0.00830562909515488,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168140293886597,0,0,0.0664407030587314,0.4136908404025,0,0.158789534349751,0,0,0.0300235006601075,0,0,0,0,0,0,0.00808994042422569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00658125590783428,0,0
