,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600066.SH,X600271.SH,X000100.SZ,X000568.SZ,X002292.SZ,X002241.SZ,X002236.SZ,X600118.SH,X600031.SH,X600372.SH,X600177.SH,X000559.SZ,X002506.SZ,X002007.SZ,X002475.SZ,X002456.SZ,X000338.SZ,X002074.SZ,X002180.SZ,X300003.SZ,X000157.SZ,X600522.SH,X002426.SZ,X000981.SZ,X000050.SZ,X601877.SH,X300124.SZ,X002085.SZ,X002294.SZ,X600867.SH,X002249.SZ,X002508.SZ,X600089.SH,X000869.SZ,X600498.SH,X002465.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.115115438341899,0.122869801767469,0.0431399294122403,0,0,0,0,0,0.379499441704895,0,0,0,0,0,0,0,-0.1681248246142,0,0,0,0,0,0,0,0,0,-0.142089373356601,0.283884153637947,0.0397650862529108,0,0,0,-0.0560916029135424,0,0,0,0,0.217468546664777,0.164403960993777,0,0,0,-0.105119919940274,0,0,0,0,0,0,0.0364929698814895,0,0,0,0,0,0,0
X600104.SH,0.140114782930683,0,0,3.46944695195361e-18,0,0,0,0.136351684783278,0,0.0943424487998354,0,0.0368577817446173,0,0,0,0.0129889427064228,-0.05006671623273,0,0,0,0,0.0173225678270943,0,0,-0.0757267502630732,-0.0278773954188146,0,0,0,0,0,0,0,0,0,0,0.0409978017617833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301229471093109,0.0465171283815036,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0455399568038309,0,0,0,0,0,0,0.0769042209986716,0,0.0105590737551213,0,0,0,0,0,0,0.0957905005751662,0.0259060229215509,0.000926575572921194,0,0.106510144038623,0,0,0,0,0,0,0,0,0.0546391212282292,0,0,0,0,0,0,0,0,0,0,0,0.0258090267751033,0.0502232346955195,0,0,0,0,0,0
X000858.SZ,0.335215673662331,0,0,0,0.296976370328507,0,0,0,0,0.196187577368056,0,0,0,0,0,0.224076020894555,0,0,0,0,0,-0.038131966916367,0,0,0,0,0,0,0,0,-0.024443232782021,0,0,0.00595672786210159,0.0482036475464424,0,0,0,0,0,0,0,0,0,0,0.110377768728792,0,0,2.71050543121376e-20,0,0.0145488301056131,0,0,0,0,0,0,0
X002304.SZ,0.146754240186283,0,0,0.633158445056847,0,0,0,0,0,0,0,0,0,-0.0123408524778831,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0517309968016772,0.0861069210238999,0,0,-0.0155134021068964,0,-0.0406846077621381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440410407914083,0,0,0,0,0,0,0
X600276.SH,0.049120841763185,0,0,0.0665864156626473,0,0,0,0,0,0.0912880054748628,0,0,0.0828337438354755,0,0,0,0,0,0,0,0,0.0544068451221086,0,0,0,0,-0.0587395071487901,0,0,0,-0.0187182789804536,0,0,-0.00643585105139751,0.00331489794601817,0,-0.0314788294445076,0,0,0,0,0,0,0,0,0.0493986102881878,0,0,0,0,0,0,0,0,0,0.0174499511529903,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.07415690064592,0,0,0,0.20831972726338,0,0,0.0175215845924571,0,0,0.00493999700939754,0.0594828541235498,0,0.0271964651580907,0,0,0,0,0.202910889806309,0,0,0,0,0,0,0.0286354590142806,0.110782872287383,0.0287875648846043,0,0,0,0,0,0,0,0,0,0.0461500796957998,0,0,-0.0271060153174086,0.0285131554951833,0,0,0,0,0,0
X000625.SZ,0,0.522875024578479,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.31148672626727,0,0,0,0,0,0.134106266126379,0,0,0,0,0,-0.410756601946158,0.112769663094991,0.111820285233851,0,0,0,0,0,0,0,0,0.0975634193380181,0,0.0385989190135217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158138313010088,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.130897851491309,0,0,0.0425410075999534,0,0.124666702063442,0,0,0,0.0120062118828481,0,0,0.122288425133331,0.0491450510570137,0,0,0,0,0,0,0,0,0,0.0790609079208213,0,0,0,0,0,0.00523803586612887,0,0.109455976354396,0,0,0,0,0,0,0,0.104305504477811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.1557185434452,0.216023713023845,0,0,0,0,0,0,0,0,0.0378795579004053,0,0,-0.132562910488944,0,0,0,0,0,0,0,0.119836212368917,0,0.0797582702689183,0,0,0,0,0.0385076122211374,0,0,0,0,0,0.0585812880974743,0,0,0,0,0,0,0.0898748096868703,0,0.0305865184959474,0,0,0,0,0.0241731568595104,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.179113047984249,0,0,0,0,-0.0862686477453791,0,0,0,0,0,0,0,0,0,0.112865718933733,0.308473278749113,0,0,0,0,0,0,0.0116066458000398,0.0133811068378637,-0.276678495937507,0,0,0,0,0.0928559542173217,0.0230669555568929,0,0,0,0,0,0,0,0,0,0,0,0,-0.000139414002136801,0.0411213035572165,0,0,0,0,0,0
