,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002456.SZ,X002241.SZ,X600487.SH,X002008.SZ,X300136.SZ,X601877.SH,X600066.SH,X000100.SZ,X600522.SH,X600809.SH,X300124.SZ,X002508.SZ,X600271.SH,X300003.SZ,X002294.SZ,X600867.SH,X002085.SZ,X600089.SH,X000981.SZ,X600699.SH,X600498.SH,X600177.SH,X000157.SZ,X300142.SZ,X000596.SZ,X000050.SZ,X000661.SZ,X600118.SH,X600566.SH,X002180.SZ,X600584.SH,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.424307153932668,0,0,0.257607138022622,0.0598882391443462,0,0,0,0,0,0,0,0,0,-0.00419955541176518,0,-0.107764743919644,0,0,0,0.075496615068044,0,0,0.122023659625253,0,0,0,0,0,0,0,0,0,0,0.0409588866412038,0,0,0,0,0,0.103270310988361,0,0,0.00131202702000976,0,-0.0358201551511436,0,0,-0.00498602260480612,0.0259253394489003,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0108064096977097,0,0.318616269872241,0,0,0,0,0,0.089426221710711,0,0,0.0199743735103332,0,0,0.0419514421048684,0.118864684777817,0.0915399958852059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333192478530384,0,0,0,0,0,0.158867226591434,-0.050344827996556,0,0,-0.0359471035418703,0.0358963220593594,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0386901171781273,0,0,0,0.177278136480937,0,0,0,0,0,0.144586919200046,0.34009684391166,1.73472347597681e-18,0,0,0.0156883457456281,0,0,0.0868279349279604,0.113208574994075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950571070982455,0,0,0,0,0,0,-0.0126519251450006,0,0,0,0,0,0,0
X000858.SZ,0.0892506483486114,0,0,0,0.0383286514679226,0,0,0.0476619674042341,-0.0283309493255717,0,-0.0173490701173574,0.362245919671546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205180647073588,0,0,0,0,0,0,0,0,0,0.0824784838317406,0,0,0,-1.0842021724855e-19,0.039088943941201,0.104076590740425,0,0,0,0,0,-0.0179678954147754,0,0.00173459177763832,-0.00178809886420608,0,0,0,0,0,0
X000651.SZ,0,0,0,0.179971649476541,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138904425704789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837515190823383,0,0,0,0,0,0.112472532678506,0,-0.00408283078811731,0,0.0137670719605777,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.34466432312633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172254589866684,0,0,0,0,0,0,0,0,0.125288882141586,0,0.367288138609369,0,0,0,0,0,0,0,0,0.0924733873760667,0.266198517129456,0,0,0,0,0.0104782005215652,0,-0.00181532816688762,0.0499347829367553,0.0156540769997035,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.118814802381761,0,0,0,0,0.241491725609797,0,0,0,0.179509602931874,0,0,0,-0.327215375309751,0,0,0,0,0,0,0,0,0,0.157293818753951,0,0,0,0.166090573083815,0,0,0,0,-0.0202407993350349,0,0,0,0.0716910537501195,0,0,0,0,0,0,0,0,0,-0.000900364950673829,0.00124094810604463,0,0,0,0,0,0
X002304.SZ,0.208782062514727,-0.0252283893561353,0,0,0,1.73472347597681e-18,0,0,0,0,0.00980556357159329,0.146254625597257,0.237631934809184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0983793487316154,0,0,0,0,0,0,0.0555436104787649,0,0,0,0,0,0,0,0,0,0,0.0262289251487941,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.36336861974202,0,-0.00315366083323047,0,0,0.0690416950360428,0,-0.101559373529545,0,0.0761599786306414,0,0,0,0,0,0,0,0,0,0.0207234207224298,0,0.123922137591422,0,0,0,0.0595272630246898,-0.130126066897094,-0.140041161861955,0,0,0,0,0,0.221965598416634,0,0,0,0,0,0,0,0,0,0.336706727278495,0,0,-1.73472347597681e-18,0.0172166721611884,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0542223431605723,0,0,0.154351021093939,0,0,0.062963962554761,0,0,0,0.127120010029306,-0.0720075025948414,0,0,0,0.144985886463334,0,0.113656297682273,0,0,0,0.0221924027681643,0.246421106232701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.152465319283537,0,0,0.0108069846064587,0,0,0,0,0,0,0
