,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600809.SH,X600741.SH,X000661.SZ,X600703.SH,X002241.SZ,X300003.SZ,X000596.SZ,X002236.SZ,X002007.SZ,X600183.SH,X601877.SH,X300142.SZ,X000157.SZ,X000100.SZ,X000066.SZ,X002179.SZ,X300124.SZ,X000977.SZ,X000625.SZ,X300136.SZ,X600271.SH,X002463.SZ,X002008.SZ,X300014.SZ,X002456.SZ,X002371.SZ,X600177.SH,X002506.SZ,X600584.SH,X600066.SH,X002180.SZ,X002129.SZ,X600498.SH,X000050.SZ,X600867.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.200109904503764,0,0,0,0,0.497927948098118,0,0,0,0,-0.0297262392360731,-0.0280287381116898,0,0,0,0.108527372502504,0,0,0,0,0,0,-0.0200953857701529,-0.0573178286030783,0,0,0.0122513709136603,0,0,0,0,0,-0.10612647991491,0,0.0140104221281688,0,0,0.0208569087084455,0,0.111554150509091,0,0,0,0,0,-0.00919991432597222,0.0092174928644085,0,0,0,-0.00863354687742031,0,0
X000858.SZ,0.17312553053159,0,0,0,0.0931173884479363,0,0,0,0.0159232335470663,0.0316567898399974,0,0.522744873094302,0,0,0,0.0765480732311117,0,0,0.0053660351487897,0,0.00616106552666708,0.0257397672455262,0,0,0,0,0,0,0,0,0,0,0.00842090569554649,0,0,0,0,0,0,0.0240400571298134,0,0,0,0,0.095804367351081,0,0,0,0,0,0,0.0033981058743587,-0.00549228756801682,0,0,0,-0.0384044870857279,0,0
X600276.SH,0,0.012669952147999,0,0,0,0,0,0,0,0,0,0.198560825111121,0,0.0931274456931206,0,0,0.0603370332787342,0.193606789816317,0,0,3.46944695195361e-18,0.0298686524234314,0,0,0,0,0,0,0,0.0468483299912865,0,0,0,0,0,0.00680936203904986,0,0.0546268296084691,-0.0572582973861916,0.00597410866171695,0,0,0,0,0,0.00103690539809871,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,-0.157793856465073,0,0,0,0.294313546064117,0,0,0,0,0,0,0,0,0,0,0,0.144033712770014,0,0,0,0,0,0,0.0218822807494444,-0.12795848527345,8.67361737988404e-19,0,-0.0673297259136225,0,0,0,0,0,0,0,0,0.0549890029625701,0.17619037209562,0,0,0,0,0.00382993965036672,-0.0264155927844364,0,0,0,0.0751805350952681,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494880382582614,0,0,0.116195712173345,0,0,0,-0.0147436920461803,0,0.042090117009877,0.0141924626801532,0,0,0,0,0.017846639766865,0,-0.0170094372949138,-0.034455461094172,0,0,0,0,0,0,0,0,-0.00271636299949211,0,0.0920952084701908,-0.117758993311859,0,0,0,-0.0230533342712003,0,0
X600104.SH,0,0,0,0,-0.00123010983338092,0,0,0,0,0,0.0739632439102964,0,0,0,0,0.0756029687524093,0.195359626144278,0,0.0479389375711024,0,0,0,0,0,-0.0220561122103614,0.051922469991009,0,0,0,0,0,0,1.0842021724855e-19,0,-0.00176428154862094,0,0.0141103378186014,0,0,0,0,0,0,0,0,0,0.0220585972706861,0,0,0,0,0.00944265931735941,0,0,0,0,0.00935943581809253,0,0
X002475.SZ,0.0780581269488374,0,0,0,0,0,0,0,0.161498534773967,0,0,0,0.252661451079739,0,0,0.0683623122725494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23735407630084,0,0,-0.0790308572069945,0,0.16937822488959,0,0,0.310185516801261,0,0.01177533219179,0,0,0,0,0,-0.138397164906782,0,0,-0.0846882225563143,0,0,0.00682546400561679,0,0,0,0,-0.00809997650562222,0,0
X003816.SZ,0,0,0.12218910379215,0,0,0,0,0,0.157247353097637,0,0,0,0,0,0.245589543642721,0,0,0,0.203182665463908,0,0,0,0,0,-0.0694603099749394,0.0834248546057901,0,-0.2706286047913,0.166221028169983,-0.116617240660842,0,0,0,0.0411336095137704,0,0,0,0,0,0,-0.0364425132849821,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.111599280951204,0.0196761693223924,0,0,0,0.161201314956056,0,0
X002304.SZ,0.263668981109253,0.0280470716229818,0.0278262839445754,0,0,0,0.00327733141739073,0.12616070434782,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624530557590885,0,0,0.041554278482281,0.0547726438796981,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187243243312039,0,-0.0244136609858018,0,0,0,0,0,0,0,0,0.123200564425514,0,0,0.0211028380369443,0,0,0,0.000636840018413562,0,0
X000063.SZ,0,0,0,0,0.0539709788029863,0,0,0,0,0,0,0,0,0,0,0,0,0.251085883928886,0.157643383851544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270599027866593,0.0116743258626741,0.165706509429864,0.0232562787400934,0,0,0.00967733751815439,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0526753913542606,-0.065084395122402,0,0,0,0,0,0
