,X600519.SH,X000858.SZ,X002415.SZ,X600104.SH,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X000100.SZ,X601877.SH,X000661.SZ,X000596.SZ,X600271.SH,X600809.SH,X002236.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X002007.SZ,X000625.SZ,X600487.SH,X600867.SH,X002456.SZ,X300142.SZ,X600498.SH,X000157.SZ,X600776.SH,X600177.SH,X002180.SZ,X002241.SZ,X300146.SZ,X002179.SZ,X002371.SZ,X000050.SZ,X000977.SZ,X600089.SH,X600522.SH,X600066.SH,X002508.SZ,X000066.SZ,X600118.SH,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.330413908539668,0,0,0,0.14306650774033,0,-0.0149257603975802,0,0.0188981998233499,0,0,0,0,0,-0.0901804634860847,0,0,0.0349293801777701,0,0,0,0,0,0,0,0,0,0,0.0249873292550752,0,0,0,0,-0.00869970835099486,0,0,0,0,0,0,0,-0.0140070335072809,0,0,0,0,0,0,0,0,-0.0165655661543418,0.0339564410452793,0,0,0,-0.0349076734742865,0,0
X000858.SZ,0.202153386973189,0,0,0,0,0,0.226431394508109,0,0,0,0,0,0,0.307629323618374,0,0,-0.0147906023848005,0,0,0.0846428975684256,-0.0031857794324758,0.114447492816993,0.0463979663609838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0208059714820344,0,0,0,-0.0146708245451565,0,0
X002415.SZ,0,0,0,0,0,0.0285022897925215,0,0,0,0.0331896627546875,0.0292143033752694,0.109899759926902,0,0.0368011941049985,0,0,0,0.0603600646755145,0,0,0,0.0537485934234085,0.258336485935659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159593304493469,0,-0.00696934003100825,0,0,0,0,0,0,0,0,0,-0.0341797691416435,0.0500754205999791,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.183953238339069,0,0,0.0413971999520249,0.0541242354328072,0.265466882926851,0.0123876283309464,0,0,0.00267540836477154,0,0.0327668760175074,0,0.0423063362873675,0.0781333551370833,0,0,0.126483315301683,0,0,0,0,0,0,0,0,0,0,0.0782852480363063,0,0,0,0,0.0445896564979762,0,0,0,0,0.0906243991100274,0,0,0,0,-0.0852445272468606,0,0,0,0,0,0
X000651.SZ,0,0.185867767601315,0,0.164079934295256,0,0.00811919192188288,0,0,0,0.193998331989287,0,0,0,0,0.00835355976271168,0,0,0,0,0,0,0,0.0904027557194355,0,0,0,0,0.0157886450951188,0,0,0,0.0111385170831696,0,0,0.0229914712129874,0,0,0,0,0,0,-0.0241305509813441,0,0,0,0,0,0,0,0,0,0,0.0115520758518585,0,0,0,-0.0024392196941067,0,0
X600276.SH,0,0,0,0,0,0,0.0223095642693507,0,0,0,0,-0.0819051234157633,0,0,0,0.175208726892064,0,0,0.21290669277308,0,0,0,0,0.624809037393277,0,0,0,0,0,0,0,0,0,0,0.0260838339955652,0,-0.063701080155988,0,0,0,0,0.0727701547188486,0,0,0,0,0,0,0,0,0,0,0.0596402729165394,0,0,0,0.0936577967745554,0,0
X002304.SZ,0,0.239080347782845,0,0,0,0,0,0,0,0,0.101947596842615,0,0.0427246949482498,0.0462237823445878,0,0,0,0,0,0.215091093477742,0,0,0,0,0.076285601922121,0,0.0293153876536054,0,0,0.0384221481382156,0,0,0,0,0,0,0,0,0.117577610457113,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.00293788290091219,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0566424212134202,0,0,0.0513147320677417,0,0,0,0,0.174019186977886,0,0,0,0,0,0.0818629767525949,0.114985274324502,0,0,0,0,0,0.0205192708102751,0.110392220526472,0,0,0,0,0,0,0,0,0,0,0.183014442068091,0,0,0,0,0,0,0,0,0,-0.0399642094752279,0.0353647086089592,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0412905433556738,0,0,0.0387584834645219,0,0,0,0,0,0,0,0,0,0,0,0,0.168069627284356,0,0.0890773709991263,0,0.462371293204839,0,0.00848804916575926,0,0,0,0,0.046805379991175,0,0,0.159757728843908,0,0,0,0.00478998042559765,0.039873096599416,0,0,0,-0.0155117103758479,0,0,0,0,0,0,0
X600690.SH,0,0.247918421105332,0,0.0892437418067761,0,0,0,0.0666787703655695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015659500093647,0,0,0,0,0,-0.033560026453815,-0.0389308557823901,0.0773249792778557,0,0,0,0.412042899896701,-0.0241753795416939,0,0,0,-0.0110186164564234,0,0,0,0,0,0,0
