,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X003816.SZ,X002415.SZ,X000651.SZ,X600690.SH,X600809.SH,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X600031.SH,X000625.SZ,X000063.SZ,X002304.SZ,X000338.SZ,X300124.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X600089.SH,X002463.SZ,X600372.SH,X000157.SZ,X600584.SH,X600703.SH,X002028.SZ,X000977.SZ,X600066.SH,X600522.SH,X002236.SZ,X600183.SH,X600418.SH,X600741.SH,X002049.SZ,X601877.SH,X000800.SZ,X600177.SH,X002223.SZ,X601799.SH,X002180.SZ,X000661.SZ,X000921.SZ,X600487.SH,X600460.SH,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.301511840434126,0,0,0,0,0,0,0.125049544382229,0,0,0,0,0,0,0,0,0.0240967399198754,0,0.16401062827901,0,0,0,0,0,0,0,0,0,-0.00324351839919453,0,-0.00876737729666296,0,0,0,0.0166523676750286,-0.0453404326017354,0,0,0,0,0,-0.0342312559797949,0,0,0,0,0,-0.0414845758998935,0,0,0,-0.0699242402596447,0,0,0,0.0109343092596746,0,0
X000858.SZ,0.199116369369251,0,0.0764922015921428,0,0,0,0,0.0248656833609382,0.0711852942439586,0.179644614203597,0,0,0,0,0,0,0,0,0,0.0419556905350419,0,0,0,0,0,-0.0361579335444708,0,0,0,0,0,0,0,0,0,0,0,0.215820150748105,0,0,0,0,0,0,0,0.0741384551775226,0,0,0,0,0,-0.0249978994251771,0,0,0,0,0.0218806611790142,0,0
X600276.SH,0,0,0,0,0,0.0626637686654191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0400954743241236,0,0,0,0,0,0.00624894199569856,0,0,0.00352102462149028,0,0,0,0,0,0,0,0,0.356673198781087,0,0,0.0219322913662195,0,0.00299903622190867,-0.049489722035807,0,0,0,0,-0.00307468900001326,0,0
X002475.SZ,0,0,0,0,-0.0807189804732717,0,0,0,0,0,0,0,0.000400588165733746,0,0,0,0,0,-0.174015844421422,0,-0.079242509723058,0,0,0.512334318036649,0,0.119666327247226,0,0,0.238788415241218,0,0.195995065767642,0.0699234439299699,0.00327861165436305,0.0483189186157933,0,0,0,0,0,0,0,0,0,0,-0.0416018177439592,0,0,0,0,0,0,-0.045218763522338,0,0,0,0,-0.0214709723152621,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.0130367687879847,-0.0983979474174627,0,0,0,0,0,0.118599007470947,0,0,0,-0.18910342808221,0,0,0,0,0.0222840790144806,0,0,0,0,0,0,0,0,0,0.0216355512326063,-0.305671478072355,0,0,-0.412667353715727,0,0,0,0,0,0.027480199259022,0,0,0,0,0,0,0,0,-0.0520908043183569,-0.0777138898418671,0,0,-0.0162260301041525,0,0
X002415.SZ,0,0,0.167998655537886,-0.0354455641224822,0,0,0,0.0810376830383188,-0.0554422449037147,0,0,0,0,0,0,0,0,0,0,0,0,0.196836639217265,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0343863095642238,0,0.0261876436094405,0,0.268216495360454,0,0,0,0,0.0707159749088729,-0.146385631382638,0,0,0.0336315480831328,0,-0.0359900195463922,0,0.092784208701225,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.100234197307315,0,0,0.0232142327217861,0.00608846897857101,0,0,0,0,0,0,0,0,0.0948652717486577,0,0,-0.00178859236207389,0,0,0,0.11175397708992,0,0,0,-0.0606697304792355,0,0,0,0.0401540664676916,0,0,0,0.0355192754077849,0,0,0,0,0,0,0,0,0,0.0903166742035239,0,0,-0.0617093614650433,0,-0.0131285044722645,0,0,0,0,-0.019767319372287,0,0
X600690.SH,0,0,0,0,0,0,0.410556839992456,0,0,0,0,0,0.067672999176096,0.131486410413487,0,0,0,0,0,0,0,0,-0.0303809374217185,0,0,0.117704085575181,0,-0.0953432539781609,0,0,0,0,0,0.132493732279423,0,0,0,0,0,0,0,0,0,0,0,0,0.119611024367622,0,-0.066020448951034,0,0,0,-0.0635375683064188,0,0,0,0,0,0
X600809.SH,0.307200679515523,0,0,0,0.0553490574116948,0,0,0,0,0,0.125518044771596,0,0,-0.0578210157045805,0,0,0,0.0935443920160575,0,0.34709043267328,0,0,0,-0.0201968190469217,0,0,0,0,0,0,0.00466876837153205,-0.0591952790304875,0,0,0,0,0,0,0,0,0,0,0.218849028855763,0,0,0,0,0,0,0,0.0567869962824365,0,0,0.0572193403799354,0,0,0.00283990223086802,0,0
X000568.SZ,0.495925551860628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267375826145565,0,-0.0230091649096788,0,0,0,0,0,0.100580533260933,0,0,0,0,0,0,0,-0.0483990827898017,0,0,0,0,0,0,0,0,0,0.074322592054269,0,0,-0.0501418746457838,0,0,0,-0.0287767471526377,0,0,0,-0.00846259873044486,0,0
