,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600104.SH,X600276.SH,X000651.SZ,X300124.SZ,X300014.SZ,X000725.SZ,X600031.SH,X003816.SZ,X002129.SZ,X002371.SZ,X002241.SZ,X000596.SZ,X000063.SZ,X002049.SZ,X000625.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X300142.SZ,X601877.SH,X600741.SH,X000661.SZ,X600460.SH,X000100.SZ,X000733.SZ,X002180.SZ,X600522.SH,X002074.SZ,X000157.SZ,X600702.SH,X600884.SH,X002236.SZ,X000799.SZ,X601799.SH,X000800.SZ,X600584.SH,X600372.SH,X002056.SZ,X002176.SZ,X002414.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0831622133189406,0,0,0,0.0609757855602976,0.051831859331962,0,0,0,0,0,0,0,0,0.0846617154442579,0,0,0,0.27030633940509,0.0469679725658981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00291242199755916,0,0,0,0,0,0.038558623329712,0,0,0,-0.0246622007926068,0,0,0,0,0,0
X000858.SZ,0.21779676337017,0,0,0,0.382421421477399,0,0,0,0,0,0,0,0,0,0.121311371992818,0,0,0,0,0.0135974249182765,0,0,0,0,0,0,0,0,0,0,0,-0.142721575934938,0.102129682746947,0,0,0,0.0195281047598504,0,0,0,0,0.196614931536933,0,0,0,0,0,0,0,0,0,0.000566378403031734,-0.0289063480500473,0,0,0,0,0,0
X600809.SH,0,0.359870325539731,0,0.15276339192494,0.276419291964812,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0308628426025952,0,0.1407952099864,0,0,0,0,0,0.198991254326266,0,-0.0507205322175874,0,-0.0262638455725968,0,0,0,0.158372375555888,0,0,0.000256144178016497,0,0.0712577551078418,0.0278977280562686,0,0,-1.73472347597681e-18,0,0,0,-0.0206986307635562,0,0,0,0,0,0.04289154446617,0,-0.016744581661974,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.141077334258255,0,0,0,0,0,0,0,0,0,0,-0.393847558713836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168918352373141,0.326911537432248,0.431010417103512,0,0,0,0,0,0.134331933300595,0.00321341849252634,0,0,0,-0.0415400516915463,0.141158677204102,0,0,0,0,0,0
X000568.SZ,0,0.439256761298734,0.19864973515089,0,0,0.0364568481584034,0,0,0,0,0,0,0,0,0,0,0,0.0844993783947879,0,0.275028934237307,0,0,0,0,0,0,0,0.0592220002790234,0,0,-0.0717896401216628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116674616661484,3.46944695195361e-18,-0.0440797899263693,0,0,0,-9.84059160171464e-05,0.06178607051255,0,0,0,0,0,0
X002304.SZ,0.0117959211184609,0,0,0.0308065328393095,0.123629828226871,0,0,0,0,0,0.0746408430052412,0.106366051917098,0,0,0,0.332968823761415,0,0,0,0.119397943930977,0.0502762177044161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745226949273101,0,0,0.159912876342246,0,0,0.0669025375015075,-0.0287717264803692,0,0,0,0,-0.067491275804432,0,0,0,0.000485619193282355,-0.0684055053675688,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.272958712344231,0,0,0,0,0,0.165992025486654,0,0.0224899980597521,0,0.122251752567512,0.107529810692873,-0.156396109784282,0,0,0,0,0,-0.0354805104277442,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142549640574868,0,0,0,0.133232075853232,0,0.0338702859551015,0,0,-0.0230150657196343,-0.0693208854889276,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0118292145714313,0,0,0,0,0.134383107786558,0.474858982429415,0.145174239650774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353007378033842,0.119514036589303,0,0,0,0,0.223667257344286,0,-0.0300368370425154,0,0,0,0,-0.151806270161851,0,0,0,0.0253970592789947,-0.0159095492935674,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103225475942231,0,0,0,0,0,0,0.15409032242002,0,0,0,0,0,0,0.191360899127072,0,0,0,0,0.0506718843899871,0.0312640441496128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565120514524306,-0.0126956057704779,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.209436672740038,0,0,0,0,-0.00244625208444331,0,0,0,0,0,0,0,0,0,0,0.0405073092974824,0,0,0.0807151666204073,0,0,0,0,0,0,0,0,0,0,0,0,0.117885383529788,0.0324728719390111,0,0,0,0.321093798067301,0,0.296845804479624,0,-0.034850738783745,0,0,0,0,0.00736871567002791,0,0.16001427269328,0,0,0,0
