,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002304.SZ,X002475.SZ,X600690.SH,X000651.SZ,X600104.SH,X600031.SH,X000725.SZ,X300014.SZ,X002371.SZ,X000063.SZ,X300124.SZ,X003816.SZ,X600703.SH,X000338.SZ,X000625.SZ,X002241.SZ,X002129.SZ,X000596.SZ,X000661.SZ,X002049.SZ,X601877.SH,X000100.SZ,X300142.SZ,X002179.SZ,X600089.SH,X000799.SZ,X600741.SH,X600460.SH,X600702.SH,X002236.SZ,X000157.SZ,X600779.SH,X002074.SZ,X600584.SH,X601799.SH,X002414.SZ,X002007.SZ,X600884.SH,X000733.SZ,X600183.SH,X000800.SZ,X300003.SZ,X000977.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.452530300842273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446171955435649,0.00809830229555107,0,0,0,0,0,0,0,0,0,0.0251761892145396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270882058767815,0,0,0,0,0,0,0,0.0422371355166678,0,0
X000858.SZ,0,0,0,0,0.0798451890334781,0.221975916654747,0,0,0,0,0,0.0030190321746571,0,0,0,0,0.0149691143714106,0,0,0,0,0,0,0,0.0750864967274976,0,0,0,0,0,0,0,0,-0.0734890783924767,0.0845529481844804,0,0,0.274591466810524,0,0,0,0,0,0,-0.0134949154460145,0,0,0,0,0,0,-0.0259884993781256,0,0,0,0,0.0376809897059457,0,0
X002415.SZ,0,0.0947008021735574,0,0,0,0,0,0,0.138402345147304,0,0,0,0,0,0,0,0,0,0.115797256240647,0,0,0,0.0631264362391739,0,0,0,-0.0162731364985385,0,0.00509212928689943,0,0,0,0,0,-0.0105182608672782,0,0,0.12842734900628,0,0,0.133878737493989,0,0.00176130790330654,0.0996440870422787,0,0,0,0,0,0.0374883784384554,0,0.0299161770563566,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.00204509884303076,0.179016804485591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0713269496998122,0,0,0,0,0.522851050462749,0,0,0.172696919218358,0,0,0,0,0,0,0,0,0,0.0579898350155644,0,0,0,0,0,0,0.00290807443009103,8.67361737988404e-19,0,0,0,0,0,0
X600276.SH,0,0.00895198879511141,0,0,0,0,0,0,0,0,0,0,0,0.208084075270956,0,0,0,0,0.0852188857588397,0,0,0,0,0,0.193481820296636,-0.16724500341576,0,0,0,0,0,0.354500423728105,0,0,-0.0537171591902354,0,0,0,0,0,0,0,0,0,0,0,0,0.0599301523353104,-0.102615624216705,0,0,0.035538941206903,-0.0106461307657774,0,0,0,0.161867084863353,0,0
X000568.SZ,0,0.544202497718014,0,0.0804054482106066,0,0,0,0,0,0,0,0,0,0,0,0,0.0310621396406976,0,0,0,0,0,0,0.0456365677873297,0,0,-0.0556880837182907,0,0,0,0,0.0605504237088949,0,0,0,0,0,0.058664573739116,0,0,0,0,0,-0.00684873804424099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.192007415439507,0,0,0,0,0.00350976220383909,0,0,0,0.021254810037906,0,-0.0369377452904483,0,0,-0.150618291963058,0,0,0,0,0,0.145594149290767,0,-0.0975809075544291,0,0,0,0,0,0.0869310349439477,0,-0.0229862582458114,0,0,0.054033488068218,0.0673158563168815,0,0,0,0,0,-0.0171572722360537,0,0,0,0,0,0,0,-0.0126062016557518,0,-0.0130554138588142,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102452061159143,0.0572688134077237,0,0,0.0541119646562736,0,0,0.130764650672057,0,0,-0.0067863137935319,0,-0.0910144126054014,0,0,0,-0.261651450803005,0,0,0,0,0,0,0,0,0,0.137986956118812,0,0,0.0701795294360374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0404519771898987,0,0.216936196984069,0,0,0,0,0,0,0.0842310256903741,0.0169081542732074,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0939525125316192,0,0.0176647927079835,0,0,0,0,0,0,0.148718424261618,0,0,0,0,0.0462745655254569,0,0,0,0,0,0,0.0668950690229528,0.0293811626056426,0.0022719476796596,2.16840434497101e-19,0,0,0,-0.0959685481373226,0,0
X000651.SZ,0,0.168592129437753,0,6.93889390390723e-18,0,0,0,0.0229439525461536,0,0,0,0.0080773089825738,0,0,0,0.0423460081176487,0,0.0220351776236055,0,0.0387846270431044,0,0,0,-0.113177012954205,0.0288715432837877,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0099735345378743,0.0082689686345945,0,0,0.0930417784821201,0,0,0,0,0,0,-0.102675130711108,0,0,0.0257940418028636,0,0,0,0,0,0
