,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002475.SZ,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X300014.SZ,X002371.SZ,X000725.SZ,X600031.SH,X300124.SZ,X002129.SZ,X600703.SH,X000625.SZ,X002241.SZ,X003816.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X000596.SZ,X601877.SH,X000661.SZ,X002179.SZ,X600460.SH,X600089.SH,X000100.SZ,X300142.SZ,X600741.SH,X002074.SZ,X000799.SZ,X002236.SZ,X600779.SH,X601799.SH,X600884.SH,X600702.SH,X000157.SZ,X000733.SZ,X600584.SH,X002007.SZ,X600183.SH,X002414.SZ,X000800.SZ,X002180.SZ,X600563.SH,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.481828233954702,0,0.00583234191001827,0.105556078633882,0,0,0.0707529899526129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101074607936849,0.0596573255765159,0,0,0.0197442467163869,0,0,0,0.0553189351520294,0,0,0,0,0,0,0,0,-0.0156947148283143,0,0,0,0,0,0,0,0,0,0.0211680865765879,0,0,0.00331033851806558,0,0,0,0,-4.33680868994202e-19,0,0
X000858.SZ,0,0,0,0.248994333497331,0.242706088655167,0,0.0313201174749525,0,0,0,0,0,0,0,0,0,0,0,-0.0935419832978481,-0.0828418989007679,-0.0351062495427333,0,0,0,0,0,0.189524208335613,0,0,0.0646041930357633,0,0,0,0,0.122161494094596,0,0.120572500418156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253812922808853,0,0,0,-0.0419993660292663,0,0
X002415.SZ,0,0,0,0,0.072181542749197,0,0,0.149258686045723,0.0191376729138073,0,0,0,0,0,0,0,0.00168335593455214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690144609056364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0829140994920031,0,0.00872049699703347,0,0,0,0,0.0201419801597952,0,0
X600809.SH,0,0.153232329645321,0,0,0,0,0,0.144128827124967,0,0,0,0,-0.0177612805409414,0,0,0,0,0,0,-0.0808480812986433,0,0,-0.0464103344447357,0.0589520320513774,0,-0.0555229967422385,0,0,0.000418165912102538,0,0,0,0,0,0.432237808820231,0,0,0.0933148409138206,0.0733481619266505,0.155135595178448,0,0,0,0,0,0,0,0,0,0,0,-0.0014882264297214,0,0,0,0,0,0,0
X000568.SZ,0.366880313494932,0.277078307755244,0,0.166004329544684,0,0,0,0,0,0,0,0,-0.10556120874017,0,0,0,0,0,0,0,0,0,-0.0589143576928614,0,0.0667258108997465,-0.021527097207446,0,0,0,0,0,0.0702486463148681,0,0,0,0,0.0925868277576286,0,-0.00621016378059486,0,0,0,0,0,0,0,0,0,0,0,0,0.0147167827137983,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.116760851583216,0,0,0,0.134829418941021,0,0,0,0.103705777489274,0,0,0,0,0,0,0,0,0,0,-0.115173722759432,0,0,0,0,0,-0.0931776963758253,0,0,0,0,0,0.300957426329552,0,0,0,-0.15023523352971,0,0,0,0,0,0,0,0,0,0,-0.173988292207918,0,-0.00875644495105935,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256948879110999,0,0.130728209584373,0,0.0196630888222395,0.00317524088601684,0,0,0,0,0,0.0608058278243917,-0.162957788009365,0,0,0,0,0,0,0.0803917232433229,0,0,0,0,-0.0523105002414289,0,0,0,0,0,0,0.0773144698828359,-0.179066998108992,0,0,0,0,0,0,0.0586400319431888,0,0
X002304.SZ,0,0.0963062508448001,0,0.287033301522602,0,0,0,0,0.148029329540246,0,0,0,0,0,0,0,0,0,0,0,-0.13495564590899,0,0,0,0.0850949736178953,0,0,0,-0.00566798128470321,0,0,0.0202491522101675,0,0,0.113536417761326,0,0.00887151201344528,0,0,0,0.0457705624098437,-0.0133075368112179,0,0,0,0,0,0,0,0,0,0.0151553097974377,0,0,0,0,-0.0435159094702119,0,0
X600690.SH,0,0,0.0493229901376782,0,0,0,0,0.155210727225993,0,0,0,0,0,0,0,0,0,0,0,0,-0.0528548427798291,0,0,0,0,0,0,0,0,0.0456681410636921,0.197841251886325,0,0.0266867344495585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633767995523901,0,0,0,0.0123776476204631,0,0,0,-0.0195030365117993,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.058000851962791,0,0,0,0,0,0,0.0238259325191368,0.0313530782083545,0,0,0,0.159242329475791,0,0,0,0,0,0.00416157688085958,0,0.0543119041596197,0,0,0.0276365691418182,0,0,0.0847842671265562,0,0,0,0,0,0,0,0,0.0210556528419527,0,0,-0.0451200717484522,0,0.00381346015624518,0,0,0,0,0,0,0
