,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002236.SZ,X002475.SZ,X300003.SZ,X000338.SZ,X600031.SH,X601877.SH,X002008.SZ,X300124.SZ,X002456.SZ,X600809.SH,X600867.SH,X000625.SZ,X600066.SH,X600487.SH,X600271.SH,X002294.SZ,X000100.SZ,X000981.SZ,X600566.SH,X000596.SZ,X300142.SZ,X002241.SZ,X000050.SZ,X300136.SZ,X000661.SZ,X002508.SZ,X000157.SZ,X002180.SZ,X002007.SZ,X002038.SZ,X002049.SZ,X002179.SZ,X600522.SH,X600089.SH,X600177.SH,X000977.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.151159044422233,0.301115107867588,0.152775041748787,0,0,0,0,0,0.0492888595756826,0,0,0,0,0,0,0,0,0,0,0,0.0549535350520434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202519708756641,0,0,0.00860857593839026,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.423699113129329,0,0.156704926492436,0,0,0,0,0,0,-0.24631558109605,0,0,0,0,0.205061250349394,0,0,0,0,0,0,0,0,0,0,0,-0.145055124188891,0,0,0,0,-0.0188058597367967,0,0.00853737689953496,0,0,0,0,0,0.00667912250787941,0,0,0.163739095886067,0,0,0,0
X002415.SZ,0.0231520384412657,0,0,0,0.00851162781627224,0,2.16840434497101e-19,0,0,0,0,0,0,0.0723665902941744,0,0,0,0,0,0.192511780562223,0,0,0,0,0,0,0.238643611692618,-0.0414137097821195,0,0,-0.0818886224888569,0.177710892347508,0,0.0703516907083518,0.159102698309842,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,2.16840434497101e-19,-0.0244111051509122,0,0,0,0,0,0
X000858.SZ,0.173641247080433,0,0,0,0.18894343957518,0,0,0,0,0,0.515979659957529,0,0,0.072578533050684,-0.0144439782836675,0,0.0804541269888981,0,0,0,0,0,0,-0.0457529748275207,0,0,0,0,0,0,0,0,0,0,0,0,-0.092094153597734,0,0,0,0.0930622085497444,0,0,-0.0630978287014924,0,0,0,0,-0.00925859268970678,0,0,0.00973329530565171,-0.00392235097856502,0,0,0,0,0,0
X000651.SZ,0,0,0,0.415947521163114,0,0,0,0,0,0.227257664228425,0,0.0516097459727428,0,0,0,0,0,0,0,0,0,0,0.0924061878985988,0.0349950010970171,0,0,0,0,0.0492684653403862,0,0,0,0,0,0,0.29099690783708,0,0,0.00752770418819182,0,0,0,0,0,0,0.149674162878721,0,0,-0.129753725052689,0,0,0.0511382385381795,0.08395161767011,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0385609106441736,0,0,0,0.124830950239273,0,0,0,0,0.339217337651157,0,0,0,0,0,0,0,0,0,0,0,-0.0729243641481163,0,0,0,0.0911431765531003,0,0,0,0,0,0.118472106285466,0.0306775941600139,0,0,0,0.125303520630556,0,0,0,0,0,0,0,0,-0.0560833263992835,0,0,0,0,0,0,0
X002304.SZ,0.0732187290149347,0,0,0.019344038715836,0,3.46944695195361e-18,0,0,0,0.181436438110889,0.27521458050687,0,0.264905070585517,0,0,0,0,0,0,-0.0449147895073684,0,0,0.0240804485687354,0,0,0,0,0,-0.00523552867911041,0,0,0,0,0,0,0,0,0,0.299840235411242,0,-0.0227313715541156,0,0,0,0,0,0,0,0,0,0,0.0197300570668267,0.0117972729247225,0,0,0,0,0,0
X000725.SZ,0,0,0.0354024112323196,0,0,0,0,0,0.161478908238989,0,0,0,0,0.107999406966684,0,0.0903218053565239,0.30490095400979,0,0,0,0,0,0,0,0,0.0991205273617574,0,0,0,0.306709213906757,0,0,0,0,0,0,0,0,0.0176437928434413,0,-0.124359050013369,0,0,0,0,0,0.144154162614391,0,-0.0903904798849384,0,0,0,0.0761856130773238,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288566091461919,0,0,0,0,0.0485160195467447,0,0,0.0913808108631787,0.256966417212745,0.223742439324153,0,0,0,0,0,0,0.189096162238833,0,0.0134066032261316,0,0,0,0,0,0,0.0155354909978862,0,0,0,0,0,0
X600690.SH,0,0,0,0.376157733892549,0.0424949118953104,0,0.148986650717664,0,0,0,0.0850935328302007,0,0,0,0,0,0,0,0,0,0,0,0.0379398669337852,0,0,0,0,0,0,0,0,0,0,0.0870521468531882,0,0,0,0,0.057550950095681,0,0.0277891878039451,0,0,0,-0.0855737745398356,0,0,0,0,0,0,0.00238255770555136,-0.005642437577006,0,0,0,0,0,0
X000568.SZ,0.357973509387344,0,0,0.216848505574267,0,0.250640247846238,0,0,0,0.0432259611681685,0,0,0,0.0220644880687146,0,0,0.103742700478146,0,0,0.0811834594412143,0,0,0,0,0,0,0,0,0,0,0,-0.0981204059796359,0,0,0,0,0,0,0,0,0.0309675159762856,0,0,0,0,0,0,0,0,0,0,0.00309370021214543,0,0,0,0,0,0,0
X600703.SH,0,0.0202165482274503,0.264231101497363,0,0,0,0,0,0,0,-0.121458656120035,0,0,0,0,-0.164496166317407,0,0,0.152455166710441,0.037204397185746,0,0.510334657941115,0,0,0,0,0,0,0,0,-0.533945587996185,0,0,0,-0.0510035045342622,0,0,3.46944695195361e-18,0,0,0,0,0,0.0334721177898207,0.282598360035392,0,0,0,0,0,0,-0.002370486271788,0,0,0,0,0,0,0
X600741.SH,0,0.304467555812517,0.11825304725118,0.187573815452121,0.133633119308919,0,0.00884161778743179,0,0,0,0,0,0,0,0,0.00975246597919812,0,0,0,0.0313851893850392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365232656593691,0,0,0,0,0,0,0,-0.00179133343964171,-0.0641266617879957,0,0,0,0,0,0
X002236.SZ,0,0,0.072540003101112,0.228643812067375,0,0.270840094483905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422635880950858,0,0,0.0193443503387491,0,0,0,0,-0.0240727268432089,0,0,0,0,0,0,0,0,0,0.0472238408033843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767238151171908,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.0437943154494082,0,0,0,0,-0.0976951655077998,0,0,0,0,0,0,0,0,0,0.369585070005328,0,0,0,0,0,0.0547641305411248,0,0,0,0,0,0,0,0,0.0133540017661388,0,0,0,0,0.334723263148345,0,0,0,0,0,0,0.0674316406373445,0,0,0,0.00306683898433937,0,0,0,0,0,0
X300003.SZ,0.117101920483994,0,0,0,0,0,0,0.189826838129244,0,0,0,0,0,0,0,0,0.115410450776358,0,0,0,0,0,0,0.344773755342001,0,0,0,0,0.0746092275812372,0,0,0.154485228745527,0,0,0,0,0,0,0,0,-0.0355569642304455,0,0,0.00999373327080175,0,0,0,0,-0.0213628138426332,0,-0.0193009588762626,-0.00179647976679784,0,0,0,0,0,0,0
X000338.SZ,0.0900414010931405,0,0,0,0,0,0,0.1810665391856,0,0,0.0722647494171999,3.46944695195361e-18,0,0,0,0,0,0.449425807041271,0,0,0.0348847276093299,-0.10176065380651,0,0,0.140440610802527,0,0,0.130598429127659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809520209391839,0,0,0,0,-0.00248149217582268,0.0139232247408071,0,0,0,0,0,0
X600031.SH,0,0.0450469600515046,0,0,0,0.172824056143823,0.100889848531251,0.0477083997062045,0,0,0.024078661668885,0,0,0,0,0,0.313319483191063,0,0,0,0,0,0,0,0,0,0,0.0167352122800279,-0.0122053917818077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0212819419757732,0,0,0,0,0,0,0,0.00898046260832239,0.0177378376573286,0,0.124046842672705,0,0,0,0
X601877.SH,0,0.159652332815855,0,0,0,0,-0.144339263682664,0,0,0,0,0,0,0,0,0,0,0.0713402418535664,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0560003076186917,0,0,0,0,0,0.191435512576986,0,0,0,0.0424126246762632,0,0,0,0,0,0.192217707497407,0.136349517134318,0,0.0357824765556623,0.0516110924216099,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0.0165482009517235,0,0,0,0.258158900178801,0,0,0.246818170649191,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235922898792188,0.173141537430845,0,0,0,0,0,0.0928448962324087,0,0,0,0,0,0,0,0,0,0.0943076196790497,0,0,0,0.0290891813866476,0,-0.440985532912346,0.00412051127201242,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.0279199263438297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929473745923466,0,0,0,0,0,0,0.302490887648497,0.0491890632895103,0,0,0,0,0.0137826549847712,0,0,0,0,0,0,-0.142778004428802,0.0872486158213752,0.222124070562578,0,-0.0166514256630039,0,0,0,0,0,0,0
X002456.SZ,0,-0.0349856882357631,0,0,0,0,0,0,0,0,0,0.264729244023716,0,0,0.54520335925848,0,0,0,0,0,-0.0898822580601106,0,0,0,0,0,0,0,0,0,0,0,0,-0.114770825167918,0.178810266651242,0,0.20427386274013,-0.0324861724537158,-0.066125382695216,0,0,0,0,0,0,0.134994938593587,0,0,0.0318463225564508,0,0.081477950848775,0.0155641565404026,0.0346645184801932,0,0,0,0,0,0
