,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002475.SZ,X002304.SZ,X600690.SH,X000651.SZ,X600104.SH,X600031.SH,X000725.SZ,X300014.SZ,X002371.SZ,X003816.SZ,X300124.SZ,X000063.SZ,X000338.SZ,X002241.SZ,X600703.SH,X002129.SZ,X000625.SZ,X000596.SZ,X002049.SZ,X601877.SH,X000661.SZ,X300142.SZ,X600089.SH,X002179.SZ,X000100.SZ,X600460.SH,X000799.SZ,X600741.SH,X000157.SZ,X002236.SZ,X600702.SH,X600779.SH,X002074.SZ,X600584.SH,X600884.SH,X002414.SZ,X601799.SH,X000733.SZ,X002007.SZ,X600183.SH,X000800.SZ,X300003.SZ,X300146.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.471002602811281,0,0.0512839180710799,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.0278856781736689,0.0553257510611803,0,0,0,0,0,0,0,0.0139813910359002,0.0118261160024919,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0103371468296785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000942127863525432,0,0,0,0,0.0671870332732715,0,0
X000858.SZ,0,0,0,0,0.260114114529594,0.123437847369291,0,0,0,0,0,0,0,0.016439535595625,0,0,0,0,0,-0.0343752874750083,0,0,0,0,0,0,0.0413434159907898,0,0,0,0,-0.064182184020678,0.0160229910849921,0,0,0.0566016713067307,0.0692974732435275,0.241450558036183,0,0,0,-0.0333845554718775,0,0,0,0,0,0,0,0,0,-0.0260191994164089,0,0,0,0,0,0,0
X002415.SZ,0,0.115445382014352,0,0,0,0,0,0,0.139158809307613,0,0,0,0,0.0432627303608101,0,0,0,0,0,0,0.120525143676641,0,0,0.0373577663241815,0,0,0,0.00777875449761097,0,0,0,0,0,0,0,0.0539018222930015,0,0,0,0,0.127234765131005,0,0.0630416861466098,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.00633993821936928,0,0,0.162167432641788,0,0,0,0,0,0,0,0,0,0,0.0534285083789263,0,0.0155268071731822,0,0,0,0,-0.0708060093925189,0,0,0,0,0,0,0.534619070309557,0,0,0,0.128639955346616,0.0285066019458248,0,0,0,0,0,0.0517140989845876,0,0,0,0,0,0,0,0.000186717456476256,0,0,0,0,0,0,0
X000568.SZ,0,0.58844897025486,0,0.0606158956792324,0,0,0,0,0,0,0,0,0,0,0,0,0.0238817520261028,0,0,0,0,0,0,0.0478786660186916,0,-0.0524501544149097,0,0,0,0,0,0,0.0473592337113506,0,0,0,0.0128682275264361,0.0509097507584444,0,0,-0.00230169278328786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.17064751498501,0,0,0,0,0,0,0,0,0,0,0,0.0835971027585272,0.0230097016241097,0,0.0662913350676594,0,0,0,0,0,0,0,-0.24720180919907,0.209145798162934,0.193801879203083,0,0,0,0,0,0.129906318814983,0,0,-0.0154829610597443,0,0,0,0,0,0,0,0,0,0,0,0.163224498666733,0,-0.033731715056476,0,0,0,0,0,0,0.0855265160296781,0,0
X002475.SZ,0,0,0.110355201869472,0.0384647979657634,0,0,0,0,0,0,0,0,0,0,0.085218393948335,0,0,0.0605642106906788,0,0.225977750359746,0,0,0,0,0.114111561276466,-0.080523616104296,-0.0389425612437564,0,-0.246825438349371,0,0,0.0945912326263356,0,0,0,0,0,0,0,0.00115050574619329,0.0659491412780226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.171047360814067,0,-0.000649136463671035,0,0,0,0,0,0,0,0,-0.0242331834660113,-0.131334960235349,0,0,0,0,0,0,0,0.174546861958738,-0.105995010449297,0,0,0,0,0,0,-0.0236072050935817,0.08583057467736,0,0.0386301082250076,0,0,0.0677121781514776,0,0,-0.0185711986985129,0,0,0,0,0,0,0,0,0,0,-0.0100442707497782,0,0,0,0,-0.00691381881652497,0,0
X600690.SH,0,4.33680868994202e-19,0.0460330918948939,0.081102322584494,0,0.0130908319685816,0,0.123002609640076,0,0,0,0.147204043797557,0,0.0604082839786684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576599239254221,0,0,-0.121336950045401,0,0,0,0,0,0.12380939081941,0,0,0,0,0,0,0,0,0,0,0,0,0.0622055652133009,-0.0017448600372998,0,0,0,0,0,0,0
X000651.SZ,0,0.159823084746137,0,0,0,0,0,0,0,0,0,0.107974836129285,0,-0.0227536043386995,0,0,0,0,0,0,-0.058497213017024,0,-0.00099709180476654,-0.0630906864904249,0,0,0.012833302957008,0,0,0,0,0,0,0,0.0269072576894261,0,0,0,0,0,0,0,0,0,0.0832128322655724,0,0,0,0.0222311754106019,0,0,0,0.0406270825612977,0,0,0,0,0,0
