,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X002371.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000568.SZ,X300124.SZ,X000725.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002304.SZ,X000100.SZ,X000596.SZ,X300014.SZ,X002241.SZ,X002179.SZ,X002463.SZ,X600418.SH,X600584.SH,X000977.SZ,X600089.SH,X600183.SH,X600066.SH,X000157.SZ,X600703.SH,X600372.SH,X002028.SZ,X600741.SH,X002049.SZ,X002236.SZ,X601877.SH,X600522.SH,X000921.SZ,X000066.SZ,X002156.SZ,X600460.SH,X600839.SH,X601799.SH,X000988.SZ,X002281.SZ,X000800.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.120641620571162,0,0,0.0630078292530662,0,0,0.0463153466087408,0,0,0,0,0.201599682308025,0,0,0,0,0,0,0,0.142619354298949,0,0,0,0,0,0.0320838356654904,0,0,0.0539486765284341,0,0,0,0,0,0,0,0,0,0.0169729107689746,0,-0.0207520454745271,0,0,-0.0466010364051102,0,0,0,0,0,-0.00352198277457911,0.00208719842616311,0,0,0,0,-0.0115212418343828,0,0
X000858.SZ,0.309271165387853,0,0.053491145076569,0,0,0,0,0,0,0.0105641118693594,0,0,0.340848268519271,0,0,0,0,0,0.014219910718962,0,0.170028193785935,0,0,0,0,0,0.00868458207182873,-0.0863610095174978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239182435512984,0,0,0,0.02404673991692,0,0,0,-0.0305838536939836,-0.00416794361419036,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.137431113117493,0,0,0,0,0,0,0,-0.0365894645573864,0,1.73472347597681e-18,0,0.00757398645043218,0.283377383805062,0,0.175461363426471,0.0505355838218836,0,0.0513429398580392,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00686905679099536,-0.0331857015213892,0,0.0744356587055165,0,0,0,0,0,0,0,0.0196518074765579,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,-0.03423579964509,0,0,0,0,0,0,0,0,-0.0511753566873972,0,0.0781967140269827,0.0528091073364534,0,0,0.229377730731965,0.0678205759194495,0,0,0,-0.0703321135507367,0,0,0,-0.119761988579091,0.178386681379462,0,0,0,0,0,0,0,0,0,0,0.0823562669243341,0,0,0,0,0,0.0357227214656747,0,0,0,0.0294960835278664,0,0.0324631166268138,0,0,-0.0972652967995325,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0316636349396539,0,0,0.158362731830294,0,0,0,0,0,0,0,0,0,0,0.100542431067515,0,0.0149766681902576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798836745508857,0,0,0,0,0,0,0,0,0.00686742231828054,-0.00900435325542545,0,0,0,-0.0839669044713674,0,0
X600690.SH,0,0,0,0,0,0,0.0341365243962879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21260098186065,0.0305305591042306,0,0,0,0.0588736162033123,0,0,0,0,0,0.303541835903152,0,0,0,0.0223082607068523,0,0,0,0,0,0,0.0227792169827609,-0.00102402964275679,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.119979916295433,0,0,0,0.0622967516018473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1461130980963,0,0,0,0.00379327587973124,0.293527526516855,0,0,0,0.019760432616777,0,0,0,0,0,0.0468774767060889,-0.0189127088086185,-0.02648151429977,0,0,0,0.113792225142497,0,0,0,-0.0188373128609656,0,0.0105175649743307,0,0,0,0,0,0
X600809.SH,0,0.0114347124811043,0,0,0,0,0,0,0,0,0.0667737208738855,0,0.536438042337189,0,0,0,0,0,0,0,0.235785684681044,0,0,0,0,0,0,0,0.0929323796814497,0,0,0,0,0,0,0,0,0,0,0,-0.039709819094291,-0.0274254851928905,0,0,0,0,0,0,0,0,0.0349966865451548,0.00452010150986833,0,0,0,0,0.00784133584259539,0,0
X002371.SZ,0,0,0,0.160430860431722,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.428419285663529,0,0,0,0,0,0,0.0653045011673193,0,-0.0745019977749384,0,0,0.0262822876796307,0,0.213042823009914,0,0,0,0,0,0,0,0,0,0,0,-0.0305976558841039,0,0,0.179702108473611,0,0,0,0.0421715758526844,0,0,0,0,-0.0161200050366185,0,-0.170890183997355,0,0,0.0343027436759482,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0308444698106797,0,0,0.081129665458266,0,0,0,0,0,0,0,0,0.126962854395363,0,0,0.336308881281137,0,0,0,0,0,0,0,0,0,1.23424433773516,0,0,0,0,-0.263383548680008,-0.30282357898104,0,-0.0535964631415612,0.0983953660830454,0,0,0,0,0,0,0.0545198918062625,-0.0122717042167964,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.116382422627253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156460163300824,0.273371697482755,0,0.0692926892873693,0,0,0,0,0,0,0.427445806510135,0,0,0,0,0.0755055953109869,0,-0.204984896946988,-0.0418046123942716,0,0.0669672961216229,0,0,0,-0.00204724384658525,0,-0.0334510028733074,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390584054312156,0,0,0,0,0,0,0.0702334383266656,0,0,0,0,0,0,0,0.189632595517897,0,0,0,0,0,0,0,0,0,0,0.0151267511166781,0,0,0.0135988172144075,0,0,0.0122823086581666,0,0,-0.146275648125104,0.00899047074278013,-0.060116597756538,0,0,0,0,0,0
