,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X002304.SZ,X600104.SH,X000568.SZ,X600031.SH,X600809.SH,X000725.SZ,X000661.SZ,X000063.SZ,X600690.SH,X002241.SZ,X003816.SZ,X000338.SZ,X300124.SZ,X000596.SZ,X300014.SZ,X600703.SH,X002007.SZ,X600741.SH,X000625.SZ,X000100.SZ,X002371.SZ,X300142.SZ,X002129.SZ,X601877.SH,X002236.SZ,X002049.SZ,X000157.SZ,X600584.SH,X002179.SZ,X300003.SZ,X002414.SZ,X000800.SZ,X600183.SH,X300136.SZ,X000066.SZ,X000977.SZ,X601799.SH,X002456.SZ,X002008.SZ,X600066.SH,X600118.SH,X002185.SZ,X300146.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.114199352279456,0,-0.048227454186802,0,0.0743848309014458,0,0,0.0654996951898547,0,0.287439764648534,0,0,0,0,0,0,0,0,0.0975299540234827,0,0,0,0,0,0.159374255182235,0,0,-0.0771502770647743,0,0,0,0,0,0,0.0662390438074335,0,0,0,0.0176023685377288,0,0,0.012605344927045,0,0,-0.0127743974433225,0,0,0,0,0,0.0721736942901173,-0.0402209822446706,0,0,0,0,0,0
X000858.SZ,0.0132193228623208,0,0,0,0,0,0.20732105310606,0,0,0.120746431912453,0.428858782925767,0,0,0,0,0.0945212754185008,0,0,0.00883406142668815,0.025172510490447,0,-0.00242702133969147,0,0,0,0,0,-0.0387705896160801,-0.0739796778973769,0,0,0,0.0408744531265979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525548380901066,0,0,0,0,-0.0248230509985695,0.0498586324375494,0,0,0,0,0,0
X600276.SH,0,0,0,0.124782411617259,0,0,0.0491236957164372,0,1.73472347597681e-18,0,0.154870675359147,0,0,0,0,0,0,-0.067908666914615,0,0,0,0.0666323861896605,0.00745379150606871,0,-0.0122177498420017,0,0,0,0,0,0.134815460382682,0,0,0,0,0,0.0365580309849312,0,0,0.012062819343655,0,0,0,0,0,0,0,0,0.0194004387460454,0,0,0,-0.0187266066858251,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.212816669770624,0,0,0,0,0,0,0,0,0,0.115464415111849,0,0,-0.0562228744899087,-0.0519265289623659,0,0,0,0,-0.0218630639680456,0,0,0,0,0,0,0.167746215022497,0.10548339967898,0,0,-6.93889390390723e-18,0,0,0,0,0.050810835317227,0,0,0,0,0,0,0,-0.0783555787136925,0,0,0,1.73472347597681e-18,-0.0257692378352526,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,-0.0324873064272872,-0.0266970230050491,0,0,0,0,0,0.342428504578813,0,0,0,0,0,0,0,0,0,0.147349644781463,0,0,0.0299660703454731,0,0,0,0,0.0928941115797084,0,0,0,0,0,0,0,0,0.0340559382053278,0,0.075564904691014,0,0,0,0,0.105838338578487,0,0,-0.0121207362778316,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0579107423479158,0,0.164034036779372,0,0,0,0,0,0,0,0,0,0.0748867740575817,0.0878249504844458,0,0.0679178630760839,0,0,0.0791079461447358,0,0.1826632502097,0,0.00323135367894856,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0665894608949446,0,0,0,-0.0500104867617081,0,0,0,0,0,0
X002304.SZ,0,0.13645802560977,0,0.0215391359159822,0,0,0,0,0.339648986557574,0,0.0245619274531348,0,0,0,0,0,0,0,0,0,0.144741712359655,0,-0.0787687508493631,0,-0.012162003505372,0,0,-0.00961909803115176,0,0,0.0411910576901319,0,0,0,0.0683301464080324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941900593704981,0,0,-0.0213627225371497,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.141280201293193,0,0,0,0,0,-0.02728973060159,0,0.127461696745914,0,0,0,0.0545906248659442,-3.46944695195361e-18,0.100306127970165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0937275595727681,0,0,0,0,0.0938117533855133,0,0,0.0261912218515971,0,0,0,-0.000381830452634631,0,0,0,0,0,0
X000568.SZ,0,0.0109649082218296,0,0,0,0,0.548585079979102,0,0,0,0,0,0,0,0,0.141686294879342,0,0,0,0.100103868881337,0,0,0.0318057340894893,-0.0485087286453721,-0.196745623052466,0,0,0,0,0,-0.121239329470483,0,0,0,0,0,0,0,0.193636703113588,0,0,0,0,0,0,0,0,0,0,0,0,0.0076482684966585,0.00466358891281651,0,0,0,0,0,0
X600031.SH,0,0.0638574837410689,0,0,0,0,0,0,0,0,0,0,0.250757474687923,0,0,-0.0220772137710488,0,0.383108516128845,0,0,0,0,0,0.0647227731238527,0,0,0,0,0,0,0,0,0.127074594137661,0,0,0,0,0,0,0,0,0,0.0394641500720374,0,0,0.0340806656280987,-0.10842895514568,0,0,0,0,0.127936821028147,-0.0768438911088914,0,0,0,0,0,0
