,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X002475.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X002236.SZ,X000100.SZ,X300124.SZ,X002008.SZ,X000625.SZ,X600776.SH,X600809.SH,X600487.SH,X300003.SZ,X600498.SH,X002456.SZ,X000596.SZ,X000661.SZ,X000050.SZ,X002007.SZ,X000157.SZ,X002179.SZ,X600066.SH,X600522.SH,X600177.SH,X300142.SZ,X002241.SZ,X300146.SZ,X600089.SH,X002180.SZ,X300136.SZ,X002129.SZ,X000977.SZ,X600867.SH,X600372.SH,X002506.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,3.46944695195361e-18,0,0,0.00223089125667925,0.082437952838001,-0.0145950748084951,0,0,0,0,0,0,0,-0.0545484252524452,0,0,0,0,0,0,0,-0.029551562538128,0,0,0.0514135557509778,0.0916600509530068,0,0,0,0,0,0,0,0,0,0,0,0,0.0934502726908496,0,0,0.105062768058892,0,0,0,0,0,0,0,-0.00459790858826564,0.0116162318073044,0,0,0,-0.00201830736897311,0,0
X600104.SH,0,0,0,0,0.13857691550761,0,0,0,0,0.189576996665376,0,0,0.139184797106345,0,0.151708688969979,0,0.0124590274602907,-3.46944695195361e-18,0.0746309559506392,0,0,0,0,-0.027926516894592,0,0,0,0,0,0,0,-0.0186963248657566,0,0,0.0573785696618265,0,0,0,0.0284431104053034,0,-0.109067535140017,0,0,0,0,0,0,0,0,0.171534244435986,0,0.0307238945664082,-0.0280269866177711,0,0,0,0.0191185285403779,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.032273488763358,0.184113441811407,0.185400342492287,0,0,0.0801118661514344,0,0,0,0,0.516410671616567,-0.0190936991286093,0,0,0,0,0.137747106480469,0,0.0218513228857119,0,0,0,0.0822069153784722,0,-0.189566458692023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0428447387226751,0.0487903558962996,0,0,0,0.00512799104554472,0,0
X000651.SZ,0,0.253129182468967,0,0,0,0,0,0,0,0.031382725768817,0,0,0,0,0.131920575948929,0,0,0,0.0732989447514261,0,0,0,0.0205335022676456,0.00213519920790849,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0366901792418171,0,0,0,0,0,0.0449637683587237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0836967935733689,0,0,0.0491222037764473,0.0932757473550245,0,0,0,0,0,0,0.320980473603914,0,0.00691940225978383,0,0,0,0,0,0.0124596178443209,0,0,0,0,0.0404198554592553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197925890463312,0,0,0.0185534880450852,0,0,0,0,0,0,0,-0.00576415865801931,0,0,0,0,-0.026259442739866,0,0
X600276.SH,0.244739817403589,0,0,0,0,0,0,0,0,0,-0.356038704156103,0,0,0,0,0.285258892592505,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.244017806078308,0,0,0,0.259497731345071,0,0,0,0,0,0,0,0,0,0.0524433715072128,0,0,0,-0.0515358638119621,0,0,0,0,0.232609523655618,0,0.0566532533196435,0.0489967235610085,0,0,0,0,0,0
X002304.SZ,0.0425509515012519,0,0,0,0.145116618192415,0,0,0,0,0.0929725077038548,0,0,0,0.104068021347967,0,-0.0423485400397575,0,0,0,0,0.220909684703336,0,0,3.46944695195361e-18,0,0,0.0905413680573503,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.214372004711303,0,0,0,-0.0232061117815461,0,0,0,0,0,0,0.0274302267885129,0,0,0,0,0,0,0
X000725.SZ,0,0,0.062750996152342,0,0,0,0,0,0,0,0,0.107094382027391,0,0.0128175629270705,0,0,6.93889390390723e-18,0,0,0.352125852083478,0,0,0,-0.00505343582943088,0,0,0.0608105914250247,0,0,0,0,0.19679314342464,0,0,0.0177929782121167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666185345626616,0.00666037256969511,0,0,0.0154000485519113,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.248202724881758,0,0.205596554759803,0,0,0,0,0,0,0,0,0.0934294604865923,0,0,0,0,0,0,0.0506576739722978,0,0,0.0147277925639953,0,0,0,0,0.007467056835006,0,0,0,0,0.137138155473568,0,0
X600690.SH,0,0.242944262174127,0,0.212694800084085,0,0,0.0946827350893902,0,0,0,0,0,0.0189606271967657,0,0,0,0,0,0,0,0,0,0,0,0.0693761590843577,0,0.0131041941374765,0,0,0,0,-0.0272879839771146,0,0,0.0901429487349241,0,0,0,0,0,0,0,0,0,0.0369281656224928,0.117982600490765,0,0,0,0,0,-0.0147906814278339,-0.0065913610726298,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,-0.017963844686611,0,0,0,0,0,0,0,0,0,0.101726945009422,0,0,0,0,0,0,0.00197701230775596,0,0,0,0,0,0,0.155680610423575,0,0.128535255555404,0,0,0,0,0,0.0276271798484697,0,0.215753309181203,0,0,0.125215903677719,0,0,0,0,0,0,0,0.0281636824588881,-0.077001479997333,0,0,0,0,0,0
