,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X000568.SZ,X000338.SZ,X600703.SH,X300003.SZ,X600741.SH,X601877.SH,X600271.SH,X002236.SZ,X300124.SZ,X002008.SZ,X002007.SZ,X600487.SH,X600498.SH,X000100.SZ,X000661.SZ,X600809.SH,X002456.SZ,X002179.SZ,X600867.SH,X600566.SH,X000625.SZ,X000596.SZ,X300146.SZ,X300142.SZ,X000157.SZ,X600177.SH,X002180.SZ,X002294.SZ,X300136.SZ,X600372.SH,X600089.SH,X600066.SH,X002506.SZ,X600522.SH,X002241.SZ,X000977.SZ,X600699.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.581242100242527,0.17882894019287,0,0,0.0422418361562346,-0.0325593112914312,0,0,0,0,0,0,0,0,-0.0737286992439242,0,0,0,0.0542890574186917,0,0,0,0,0,0,0.0341244961589054,0,0,0.148210982406563,-0.0177302979514898,-0.025410425421279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00727492932501409,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0535468310976379,0,0,0,0,0.140952279660161,0.0834504322610223,0,0,0.130624284872524,0,0,0,0,0.0884969499609217,0,0.091691849026433,0.138141464827906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22244418916207,0,0,-0.00966450707299231,0,0.0588248118299436,0,0,0,0,0,0
X002415.SZ,0,0.0123875622653107,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0293884268887501,0,0,0,0.6774460568016,0,0.145570857474986,0,0,0.0923147142996269,0,0,0,0,0,0,0,0.181176353797433,0,0,-0.095001093998764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438572876322269,-0.0146462546088935,0,0,0.0570285564839684,0,0.0371379350514275,0,0
X600276.SH,0,0.0383148023776833,0.198605744520888,0,0,0,0,0,0,0,0,0,0.0400618760845982,0,0,0.427768216399477,0,0,0,0,0,0.0135169381046227,0,0,0,0,0,0.00933320429966929,0.0387106906672618,0,0,0,0,0,0,0,0,0,0.0317070557941215,0,0,0,0,0,0,0,0,0.0148653006345913,0,0,0,0,0.00995949381116377,0,0,0,0,0,0
X000651.SZ,0.269715739532799,0,0,0,0,0,0,0,0,0,0,0,0.131234061969649,0,0,0.0574227507414348,0.0966798585759013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232935747507656,0,0,0,0,0.100561652669745,0,0,0,0.00214226853616611,0,0,0,0.0262523731573576,0,0,0,0,0,0,0,0.0187446054313083,0,0,0,0,0,0.19975469361532,0
X000858.SZ,0.0962204592165122,0,0,0,0,0,0.176052643946264,0,0.0500704537192234,0,0,0,0,0.0610324233838347,0,0,0.070244880073611,-0.0494967594963217,0,0,0,0,0,0,0,0,0,0.367456905472265,0,0,0,0,0,0.116207513044431,0,0,0,0,0,0,0,0,0,0.059061452674053,0,0,0,0,0,0,0,0,0.0634566211409798,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0360019381800412,0,0,0,0,0,0,0.335504294762167,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.299778931947626,0,0,0,0,0,0.327662530545863,0.112556573243299,0,0,0,-0.0325636582518426,0,-0.024378774637588,0,0,0,0,0,-0.149579883294054,-0.0431724721548173,0,0,0.0518296982242728,-0.00652436898806465,0.0640220965441137,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0371995626209378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357547156122704,0.329597742635841,0,0,0,0.130428342833633,0,0,0.0111410584584851,0.123700763748466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038078460478866,0,-0.03504084008667,-0.000284692241775202,0,0,0,0,0,0
X600690.SH,0,0,0,0,2.29380101485397e-05,0,0.120931563058517,0,0,0,0,0,0.08865446116726,0,0,0,0,0,0,0,0,0,0,0,-0.157523949278043,0,0,0,0,0,0,0,0.240067156242738,0,0,0,0,0,-0.0679449106053962,0,-0.00403346171269993,0,0,0.158507499642487,0,0,0,0.400117013574977,0,0,-0.0581287722827412,-0.012868469510064,-0.0229948228920957,0,0,0,0,0,0
X000063.SZ,0,0.0328272063409644,0.153022714854729,0,0,0,0,0,0,0,0.401449676367234,0,0,0,0,0,0,0,0,0,0,0,-0.0164596805397451,0.233559733823401,0.0768992364101721,0,0,0,0.141191064222332,0,0,0,0,0,-0.106275275828606,0,0,0,0.103050588115591,0,0,0,0,0,0,0,0,0,0,0,0,0.0383489476631794,-0.14915640412964,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.024802976144219,0,0,-1.73472347597681e-18,0,0,0.0105927640258635,0.0355307476904339,0,0,0,0,0,0,0,0,0.681876422746513,0,0,0,0,0,0,-0.0173952182944829,0,0,0,0,0.150975742277702,0,0,0,0,0,0,0,0.187193408011066,0,0,0,0.132255645392525,0,0,0,0,0,0
X600031.SH,0,0,0.0627377822780127,0.0588873269200788,0,0,0,0,0,0,0,0,0,0,0,0.0891871697308058,0,0,0,0,0,0,0,0,0,0.335011332242838,0,0,0,0,0,0,0,0.0446669942871322,0.0506010892102269,0.10238109381923,0,0,0,0,0,0.148243129553818,0,0,0,0,0,0,0,0,0,-0.0127192727232908,-0.0391840868796185,0,0,0,0,0,0
X000568.SZ,0,0,-0.0515007821420319,0,0,0,0.126408750920745,0,0.13619225712242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271841833704433,0,0,0,0,0.562230584220049,0,0,0.0170195878870238,0,0,0.0106594683188127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00628319093210903,0.051831503495583,0,0,0,0,0,0
X000338.SZ,0,0.0922934760004919,0,0,0.0380631422633476,0.150823214886842,0,0.0679745233472039,0,0,0,0,0,0,0,0,0,0,0,0,0.0083871330285785,0,0,0,0.0751301301174536,0,0,0.0256816250279548,0,0,-0.0610395975465751,0,0,0,0.118365197197902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180717488621342,-3.46944695195361e-18,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.0385716115120758,0,0,0,0,0,0,0,0,0,0,0.268067859318867,-0.0807738978944093,0,0,0,1.73472347597681e-18,0.353955543061911,0,0,0,0,0,0.391776407488971,0,0,0,0,0.285295737753694,0,0,0,0,0,-0.0287471998108629,0,0,0,0,0,0,-0.0200549012214734,0.272301742352773,0,0,-0.0223649021754579,-0.0709911476806451,0.0570919185807431,0,0,-0.0947775386919889,0,0
X300003.SZ,0,0,0,0.838398362002187,0,0,0,0,0,-0.140499450132844,0,0,0,0,0,0,0.0510462297834397,-0.324428383675142,0,0,0.132561156253856,-0.165539170357203,0.205263140351744,0,0,0,0,0,0,0,0.0457942111865708,0,0,0,0,0.0408713245161792,0,0,0,0,0.139902994605623,0,0,0,0,0,0,0,0,0,0,0.0321227272959281,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0.019190033193281,0,0.0420557776590282,0,0,0,0.065484968764167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187825224833082,0,0,0.0191656092639527,0,0.120982976437807,0,0,0.0247885879880932,0,0,0,0,0.0561935799291301,0,0,0.147686459870814,0,0,0,0.0477839329142052,0,0.0826221479295987,0,0.00780066866255954,0,0,0,0,0,0,0
