,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X000625.SZ,X002292.SZ,X600703.SH,X600690.SH,X002506.SZ,X002241.SZ,X000100.SZ,X000559.SZ,X600271.SH,X600031.SH,X600118.SH,X600066.SH,X600741.SH,X600372.SH,X002236.SZ,X000157.SZ,X002475.SZ,X000338.SZ,X300124.SZ,X600089.SH,X000568.SZ,X600177.SH,X002049.SZ,X002465.SZ,X002456.SZ,X601877.SH,X002074.SZ,X002129.SZ,X300003.SZ,X000977.SZ,X002294.SZ,X600498.SH,X002426.SZ,X600867.SH,X000869.SZ,X600582.SH,X002085.SZ,X300001.SZ,X002276.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381994909050754,0.058462168165035,0.0134639795063258,0,0,0,0.00210071274301071,0,0,0,0,0,0,0,0,0,0,0.241647611097378,0,0,0.0391395379365839,0,0,0,0,-0.0571533052185454,0,0,0,0,0,-0.0148456389067741,0,0,0,0,0,-0.00512021132499313,0.0105756623203121,0,0,0,0,0,0
X600104.SH,0,0,0,0.00951413671174446,0,0,0,0,0,0.217690480966754,0,0,0,0,0.108885195747814,0,0,0,0,0,0,0,0.0653780994770666,0,0.0240809045611442,0,0,0,0,0,0,0,0,0,0,0,0,-0.0813409160566681,0,0,0,0,0,0.0558900259938846,0,-0.0386214093444734,0,0,0,0,0.00132588882533532,0.0202903388432115,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063866406041631,0.00777577545997275,0,0,0,0,0.0268094842031151,0,0,0.193334394604127,0,0,0,0,0.047799961644393,0.306918760243327,0,0,0,0,0.0512217413956496,0,0,0,0,0,0,0,0,0,0,0,0,0.0208986662196504,0,0.0347583438895851,0,-0.0023139348740741,-0.0149080191544486,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.244045878433634,0,0,0,0,0,0,0,0,0.141424877662123,0,0,0,-0.0235188669115936,0,0,0,0,0,0,0,0,0,0,0.31151804248166,0,0,0,0,-0.0894805879894389,0.0236625004660268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0052072227847303,0.0269919417272176,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.00270585202839917,0,0,0,-2.16840434497101e-19,0,0.0116273096463549,0,0,0.00182356155082234,0,0,0,0,0,0,0,0.0438535155621299,0,0,0.234244275254206,0.0424400739497762,0,0.0679427947472037,0,0.0012748389950355,0.0750230743205489,0,0.0137497051103772,0,0,0,0,0,0,0,0.0299355786957174,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.127297762284739,0,0,0.0330212830245443,0,0,0,0,0,0.0653403611099771,0.294918891501191,0,0,0,0,0,0,0,0,0,0,-0.00274610134140089,0,0,0,0.0326129040611526,0,0,0,0,0,0,0,0.138396484377191,0,0,0.0593020819926818,0.00608795481699292,-0.0959099028888056,0,-0.0101440891137941,-0.00442619914849085,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.138942630554164,0,-0.00735563558902594,0,0,0,0,0,0,0,0,0.121095331175754,0,0,-0.0604301105849451,0,0,0,0,0,0,0.195164332067982,0,-0.0333459341236377,0,-0.0209915440255667,0,0,0,0,-0.0424186113155434,0.113105594142049,0,0,0.0653346800067642,0,0,0,0,0,0,0,0.00341934290286407,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0318050449122904,0,0,0,0.174640032826342,0,0,0,-0.0480251370708422,0,0,0.11716283944918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0700050067364581,0,0,0,-0.127262600126327,0,0,0.0519157810159718,0,0,0,0,0.0892096093911643,0.0598919777683912,0,0,0,0,0,-0.0263976552455345,0.0201684416420472,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355264164806151,0,0,0,0,0.0443831248767926,0,0,0,0,0,0,0,0.159381960435925,0,0,0.187691156313818,0,0,0,0,0,0.0896822209127011,0,0,0,0.0274348741872477,0,0,0,0,0,0.0666843883001589,0,0,0,0.0067488059251524,-8.67361737988404e-19,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0270644768197098,0,0,0,0,0,0.281207195944868,0,0,1.73472347597681e-18,0,0,0.106784674987488,0,0,0,0,0,0,0,0.147460540941356,0,0,0,0,0,0,0,0.021884829509515,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.00142517547882637,0,0.00501595969801349,0.00726970770217452,0,0,0,0,0,0
