,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X600066.SH,X002475.SZ,X000338.SZ,X000100.SZ,X002241.SZ,X002236.SZ,X600118.SH,X600271.SH,X601877.SH,X600177.SH,X002085.SZ,X600372.SH,X002456.SZ,X000157.SZ,X002007.SZ,X300124.SZ,X600699.SH,X300003.SZ,X002294.SZ,X600089.SH,X000559.SZ,X002180.SZ,X600867.SH,X600522.SH,X002292.SZ,X002508.SZ,X002074.SZ,X600498.SH,X002426.SZ,X002506.SZ,X002465.SZ,X600566.SH,X000623.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.172053059940089,0.0933744928942624,0,0,0,0.0816974022153816,0,0,0,0,0.0016149306733391,0,0.0252334294868267,0,0,0,0.0938405109863276,0,0,0,0,0.00192142692793212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602269105960757,0.0384852977692938,0.0212464665339058,0,-0.00238697385761696,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,-0.120233613446238,0,0,0.958846598858358,0,0,0,0,0,0,0,0,0,0,0,-0.0610292289986958,0,0,0,0,-0.209477759598632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00414622309967904,0.123932164220177,-1.73472347597681e-18,-0.0065089763853686,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0581119154690055,0.0152476283144985,0.0888131394545866,0,-0.0411301970007882,0,0,0,0,0.072650155454822,0,0,0.0427765730320746,0.0875106198555896,0,0,0.0126474890880345,0,0,0,0,0,0.156594390168938,0,0.0523948100103159,0,0,0,0,0.0899706527386006,0,0,0,0,0,0,0,0,0,0,-0.0177331349105609,0.0113941788633237,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.536063613441397,1.09191250479947,-0.0553912416378766,0,0,0,0,-0.0363725778595714,0,0,0,0,0,0,0,0,-0.0527227403783084,0,0,0,0,-0.0746416783847641,0,0,0,0,0,0.264179121206253,0,0,0,0,0,0,0,0,0,-0.0401700983775602,0.213876023064901,0,0,0.00281013380245121,0.0346092683671485,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.149635873666656,0,0,0.140435670890704,0.0540740264240029,0.0350190622254408,0.3455004991141,0,0,0,0,0,0,0,0,0.0828301985501039,0,0.0366854322916695,0,0,0,0,0,0,0,0,0,0,0,0,0.0697742635479981,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.008099332311664,0.0181896751246232,0,0,0,0,0,0
X000725.SZ,0,0,0,0.114712127794483,0,0,0,0,0,0.163141503540488,0,0,0.0173016116710594,0,0,0,0,0,0,0.146726049381657,0,-0.0779340506182934,0,0,0,0.0942593153218277,0,-0.0670490366935145,0,0,0,-0.0189755392862153,0,0,0,0,-0.0473202138967063,0,0,0,0,0,0,0,0,0.230960014006073,0,0.0270586973350795,0,-0.0139171788020147,0.0266881023149611,-0.0344402142375438,0.0401027133233057,0,0,0,0,0
X600276.SH,0,0,0.100569658649111,0,0.0432582485809386,0,0,0,0,0,0,0.176162508047821,-0.0279652112088053,0.00654731376537154,0.100032544410988,0,0,-1.73472347597681e-18,0,-0.0355805076244342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00755827370237219,0.072950886888957,0,0,0,0,-0.0940100171999661,0,0,0.010774984699189,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0356263009250644,0,0,0,0,0,0,0,0.446382977445825,0.116320696724015,0,0,0,0,0.036022560246823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529012376716131,-0.0690641358431141,0.0265057312778237,-0.0133027336976668,0,0,0,0,0,0
X000625.SZ,0,0.201273845865856,0,0.136398808670681,0.109995513881956,0.00743371251274782,0,0,0,0,0,0.0286079304522645,0.103567817252721,0,-1.73472347597681e-18,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00447591011178821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397626977577492,0,0,0,-0.00364344781000343,-0.00880330631584631,0,0,0,0,0,0
X000063.SZ,0.188177954401837,0.0252572736731555,0,0.171806974176797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218037686966408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732521045178491,0,0,0,-0.0922222661448808,0,0.0337888743517962,-0.108362538184979,0,0.0615122310736435,-0.0589684408108976,0,0,0,0,0,0
