,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X002475.SZ,X002241.SZ,X000100.SZ,X000338.SZ,X600066.SH,X601877.SH,X002236.SZ,X600118.SH,X600271.SH,X002456.SZ,X000157.SZ,X600177.SH,X300124.SZ,X600372.SH,X600089.SH,X600522.SH,X002007.SZ,X002085.SZ,X000066.SZ,X002508.SZ,X000981.SZ,X300003.SZ,X600867.SH,X600699.SH,X002294.SZ,X000559.SZ,X002292.SZ,X002180.SZ,X600498.SH,X002074.SZ,X300136.SZ,X600809.SH,X000623.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.021822744139049,0,0,0,0,0,0.113444978196696,0,0,0,0,0,0.00958889404676666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027978215371428,0.141253719384238,0.0484043781518124,0.0895657575140002,0,-0.0123969050075697,0.00610475938543232,0,0,0,0,0,0
X600104.SH,0,0,-0.241057902811483,0,0,-0.0123875471946446,0,-0.114911346770253,0,0,0,0,0,0,0.751569846305637,0,0.033077490613116,0,0.050992639642557,0,0.143890253971564,0,0,0,0.105987355669944,0,0,0,0,0,0,-0.0441644061732989,0,-0.00723351285919063,0.184155306732667,0,0,0,-0.157226235297639,0,0,-0.0384328436821425,0,0.0358305058033965,-0.117780836195905,-0.106012914877763,0,0,0,3.46944695195361e-18,-0.0217081520263882,0.00995490179445926,0.055019954308519,0,0,0,0,0
X002415.SZ,0,0,0,0.207137947308949,0,0,0,0.0335975366277972,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.152015456178915,0,0,0.383705278495345,0,0,0,0,0,0,0,0,0,-0.13711103984372,0,-0.0452576397455935,0.0525887358513674,-0.150354797355688,0,0,0,0,0,0,0.0261751854768301,0,-0.0276848838997319,0,1.73472347597681e-18,-0.0324492468278979,0,0,0.00858405839798506,-0.00410563776820884,0,0,0,0,0,0
X000651.SZ,0,0.317343279315395,0.0273553562405609,0,0,0,0,0,0,0.217114109282322,0.356435463554811,0,0.0305972552739086,0,0,0,0,0,0,0,0,0,0,0,0,0.366523303787326,0,0,0,0,0,0,0,0,0,0,0,0,-0.0987304509327246,0,0,-0.0772847797185278,0.298336838276277,0,0,-0.0606062066311588,0,0.393149277302798,0,-0.0164782227531749,0,0.0185955146158585,0,0,0,0,0,0
X000858.SZ,0,0,0,0.203596662759441,0,0,0,0,0.270777565031451,0,0,0,0,0.288184165328451,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0245355096417926,0,0,0,0,0,-0.00997778674350451,0,0,0,0.0678038944904996,0,8.67361737988404e-19,0,0,0,0.00126089541151083,0,0,0,0,0,0
X002304.SZ,0,0.0878418259139337,0,0,0,0,0,0.0945968277301845,0,0,0,0,0,0.195822762118143,0.340898160075253,0,0,0,0,0,0,0,0,0,0.0168495280672808,0,0,0,0,0,0,0,0,0.0267586361241564,0,0,0,0,0,0,0,0,0,0,0,0,0.0943658516196649,0,0,-0.00467687661183455,-0.00608921329866554,0.000941429644559402,0,0,0,0,0,0
X600276.SH,0,0,0,0.000202993329541397,0,0,0,0,0,0,0,0.205265721466953,0,0,0,0,0,0,0,-0.0930740778775101,0,0,0,0,0,0,0,-0.0322887436979621,0,0,0,0,0,0.0538169647415137,0,0,0.00741805662391747,0,0,0,0,0,0,0,0,-0.0200494907324821,0,0,0,-0.113215190592481,0.0162602717853677,2.16840434497101e-19,0,0,0,0,0,0
X000725.SZ,0,0,0,0.178362208828345,0,0,0,0,0,0,0,0,0,0.200943733619432,0,-0.677466399334428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.206393931211078,-0.0587008849095639,0,0,0,0,0.0283950393620183,0,0.0988271978162171,-0.0350927308599831,0.00541525310773713,0,0,0,0,0,0
X000625.SZ,0,0.0530601316293706,0,0.0335326242768893,0,-6.93889390390723e-18,0,0,0,0,0,0,0.129335006972251,0,0.392825424194285,0,0,0,0,0,0,0,0.0572330591052427,0,-0.0120698694537167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118085833313778,0.0666294216127592,0,0,-0.0131604339224948,0,0,0,0,0,0,0
X000063.SZ,0.173856708710305,0,0,0.174101602241994,0,0,0.051195632642542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189494779497824,-0.124932147834455,-0.201516996135958,0,0,0,0.0782368706168342,-0.0820099102603518,0,0,0.165216522393492,0,0,0,0.12917743593036,0.0999282274619346,0,0.149784148248029,0,0,0,0,0,0.00719291957982929,-0.103688563436768,0,0.0436721687225513,0,0,0.00477817215153814,0.00315245655829817,0,0,0,0,0,0
X600690.SH,0,0,0,0.180320583235344,-6.93889390390723e-18,0.10462929488983,0,0,0,0,0,0,0,0,0,0,-0.0630327225565135,0,0,0.0721081964958137,0,0,0.110794738677807,-0.0423079047811967,0,0,0,0,0,0,0.0211125316613026,0,0,-0.0476202812981631,0,0,0,-0.140449344894654,0,0,0,0,0,0,0,-0.105414291182417,0.0577839477827008,-0.0333232924450919,0,0,-0.013017915210326,0.00423069645697982,0,0,0,0,0,0
X600703.SH,0,0,0,0,0.158027232756457,0.147390467147935,0.12542998081872,0,0,0,0,0,0.103055602168497,0,0,0,0,0,0,0,0,0.096171568271939,0,0,-0.100342473941078,0,0,0,0,0,-0.000349090079001015,0,0,0,0,0,0,0.0679407244274014,0,0,0,0,0,0,0,0,0,0,0.0967016001030851,0.264920888197309,-0.0145196267814929,0.0100735895331467,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0781056333722068,0,0,0,0,0,0,0,0,0,0,-0.114866945692476,0,0,0,0,0,0.136285808946362,0,0,0.489943401650605,0,0,0,0,0,0,0.128398376303583,0,0,0,0,0,0,0,0,0,-0.172271323809645,0,0,0,0,0,0,-0.0560458030152939,-0.0079831142032044,0.00319866094426204,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.295724136697661,0,0,0,0,0,0,0,0,0,0,0,0.136753271645556,0,0,0,0,0,0.0808937253111433,0,0,0,0,0,0,0,0,0.231728050120807,0,-0.127278155758021,0,0,0,0,0,0,0,0,0,0,0.0204728432239955,0,0,0.0731496817025194,0.0751731693860088,0,0.00990795448716491,-0.00772291377999274,0,0,0,0,0,0
X600741.SH,0,0.472104370711159,0,0,0.153474760954432,0,0.0555621395399506,0,0,0,0,0,0,0.0524429654516095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.092365616023237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00967874934049046,-0.003337508643228,0.00121441876043775,0,0,0,0,0,0
