,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X600690.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X300124.SZ,X600104.SH,X000725.SZ,X002371.SZ,X000338.SZ,X600031.SH,X000625.SZ,X000596.SZ,X002304.SZ,X000063.SZ,X000100.SZ,X300014.SZ,X000157.SZ,X002179.SZ,X600089.SH,X600703.SH,X600066.SH,X600372.SH,X002463.SZ,X000921.SZ,X002236.SZ,X000977.SZ,X002028.SZ,X002241.SZ,X600741.SH,X002049.SZ,X600522.SH,X000661.SZ,X600584.SH,X600183.SH,X601877.SH,X002129.SZ,X000800.SZ,X002223.SZ,X601799.SH,X600566.SH,X002180.SZ,X600060.SH,X600177.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0898056050698165,0,0,0,0.177624396025798,0,4.33680868994202e-19,-0.0303980398073683,0,0,0,0,0,0,8.67361737988404e-19,0.055686643153581,0.0757404473601146,0,0,0,0,0,0,0,0.0368375203028582,0,0.00439769011778354,0,0,-0.00591733395956241,0,0,0,0,0,-0.0121763745513086,0.061205618826312,0,0,0,0,0,0.0179229751216441,0,-0.0159262813133186,0,0,0,0,-0.013041894265054,-0.00272124142485551,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0297173657841239,0,0.472723390132687,0,0,0,0,0,0,0,0,0,-0.0124251229758043,0.0384288292089944,0.279910264532306,0,0,-0.026056876719705,-0.0416057920423983,0,0,0,0,0,0.0681464301818326,-0.05992679408103,0,0,0,0,0,0.0346885194193059,0,0,-1.73472347597681e-18,0,0,0.00555248416652315,0,0,0,-0.00825898521538459,0,0,0,0,0,0,-0.0306826628517696,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.378438513979205,0,0,0,0,0,0,0.0420881045857317,-0.0548466902945075,0,0,0.0612230093602589,0,0,0,0,-0.12254663232577,0,0,0,0.181854824196432,0,-0.0538996666194382,0,0,-8.67361737988404e-19,0,-0.0240919512081921,0,0,0,0,0,0,0,0,0,0,0,0,0.0800378007726636,0,0,0,0,-0.0820061763366893,-4.33680868994202e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0728071525623622,0,0.0755884058980841,0,0,0,0,0,0,0,0,0,0.0986176227065407,0,0,0,0,0,-0.0213718213952129,0,0,0,0,0,0.149525081099262,0,0,0,0,0.0772086428336418,0,0,0.0372298974415049,0,0,0,0.111760571380592,0,0,0,0,0,0,0,0,-0.00510136670670288,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173528585560869,0.411376341863158,0,0,0,-0.12717198807466,0,0,0,0,0.015779164256027,0,0,0,0.188559402548522,0,0,0,0,0,0,0,0.302330261089241,0.240332724287003,0.0572529490638812,0,0,0,-0.238402123972428,0,-0.00873265394350722,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.11306399293354,0,0,0,0,0,0,0,0,0,0,0.108794475758731,0,0,0,0,0,0,0,0,0,-0.121779647445719,0.220104162801388,0,0,0,0,0,0,0.0258470113711918,0,0,0.0461096457017983,0,0,0,0,-0.0186157904959326,0,0,0,0,0,0,0,-0.00618486130526814,0,0,0,0,0,0
X000568.SZ,0,0.87062998334885,0.125007515215134,0,0,0,0,0,-0.0356041185346457,0,0,0,0,0,0,0,0.0483525337003351,1.73472347597681e-18,0,0,0.11891300880861,0.141953530684391,0,0,0.0656095298521908,0,0,0,-0.110551782171125,0,0,0,-0.0721446692568919,0,0,0,0,0,0.00951253903395067,-0.0498095184963254,0,0,0,0,0,0,-0.0113099762198389,0,0,0,0,0,0.0409716387894029,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.124090734493063,0.334466916337895,0.105527128036429,0,0,0,0.0512526827637804,0,0,0,0.0574540759317075,0,-0.130918908170922,0.026205850999368,0,0,0.0845632591302299,0,0.0209956119223901,0,0.252176788281975,0,0,0,0,0.154690417148499,0,0,0,0,0,0,0,0,0,0,-0.201898261462942,0,0,0,0,0,0,0,0,0,0,0,0,0.094442273892297,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,-0.119000173419892,0,0,0,0,0,0,0,0,0,0,-0.0125707744985413,0.0706141282182698,0,0.405370441439809,0,0,0,0,-0.0118567872760318,0,0,0,0,0.267955192809846,0,0,0,0,0,0.0540626063266912,0,0,0,0,0.173473260456427,0,0,0,0,0,0,0,0.0281413423706029,-0.232763700549389,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,-0.330302218751654,0,-0.108941249902062,0,0,0,0,0,0,0,0,0,0,0.232315728122364,0,0.159955569763167,0.170286779837546,0,0,0,0,0.0940853817876834,0,0.0971152085453011,-0.100689781452288,0,0,0,0,0,0,0,0,0,0,-0.272478582243629,0,0,0.0205012977978816,0.139702742535252,0.0416845551269727,0,0,0,0.165395083418043,-0.0920548131492719,-0.00672783539902288,0,0,0,0,0,0
