,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000661.SZ,X000596.SZ,X601877.SH,X600809.SH,X000100.SZ,X600703.SH,X600271.SH,X000157.SZ,X002007.SZ,X300003.SZ,X300142.SZ,X002236.SZ,X300124.SZ,X002008.SZ,X600177.SH,X000625.SZ,X002179.SZ,X002506.SZ,X600498.SH,X000977.SZ,X600776.SH,X600183.SH,X600487.SH,X002049.SZ,X002371.SZ,X600867.SH,X300146.SZ,X000066.SZ,X600118.SH,X600522.SH,X002129.SZ,X000050.SZ,X600066.SH,X600089.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.14023021301355,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.00207574206866518,0,0.115549200333422,0.0260042991482052,0,0,0.0116996603996105,0,0,0,0,0.202915726740746,0.127046213990996,0,-0.0343487926438798,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00565543232512354,0,0,0,0,0,0,0,0,0,-0.0312131519645464,0,0,0,0,0,0
X000858.SZ,0,0,-0.0463050964481347,0,0,0,0,0,0,0.20336847810733,0,0,0.281018548612606,0,0,0,0,0,0.249256447488519,0,0,0,0,0,0,0.171211494920519,0,0,0.0234388288709758,0,0,0,0,0,0,0,0,0,0,0.10798339440554,0,0,0,0,0,0,0,0,0,0,0,-0.0306279482590193,0.0040042332653732,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.110074505120718,0,0,0,0,0.299263613324218,0,0.0547246966922346,0.0382960178554541,0.135711489421779,0.0405759246734029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11679474759826,0,0.0258583110195179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0344240357075877,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.183942375474851,0,0,0,0,0,0.0644531926652487,0,1.73472347597681e-18,0.0489898936613566,0,0.00142236643954072,0,0,0,0,0,0,0,0,0,0,0,0.0742428547132879,0,0.0653882455888272,0,0,0,0,0,0,0,0,0,0,0,0.107317948093483,0,0,0,0,0,0,0,0,-0.0252210356395248,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0725915384473981,0,0,0,0,0,-0.0471360787077643,0.199116016985509,0.116274338226939,0.144308322370333,0.00351384581306299,0,0,0,0,0,0,0,0,0,0,0,0.136082280025951,0,0,0,-0.0226321068890169,0,0,0,0,0,0,0,0,0.0671755900912865,-0.0306054044755544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178206757874456,0,0
X002415.SZ,0,-0.0476729147542957,0,0,0,0,0,0,0,0.193695502182889,0.0464998857244571,0,0,0.23511045383137,0.0622878024730618,0,0,0,0,-0.0778044588126122,0,0,0,-0.0514481480199416,0,-0.0179952103034425,0.456698169544474,0,0,0,0,0,0,0,-0.0813956477753991,0.0298584584628925,0,0.096362213976847,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00359687780041409,-0.0263066481379983,0,0,0,-0.0446607682898508,0,0
X002304.SZ,0,0.256146124450511,0.156692107145106,0,0,0,0,0,0,0,0,0.0258797650729744,0,0.0162224467552267,0,0,0.143842128253524,0,0,0,0,0,0,0.134025773955309,0,0,0,0,0,0,0,0,-0.0181031505470912,0,0.0370036821532385,0,0,0,0,0.00481810034022132,0,0,0,0,0,0,0,0,0,0,0,0,-0.000266956928741551,0,0,0,0.0180401660970339,0,0
X000063.SZ,0,0,0.0714310769944405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150994521360357,0,0,0,0,0,0,0.0854302968679555,0,0,0,0,0.0570061892193321,0,0,0.129958868139232,0.15410877414592,0,0,0.179474285576444,0,0,0,0,0,0,-0.0227378545017019,0,0,0,0,-0.0346209703747069,-0.062472392098263,0,0,0,0,0,0
X000725.SZ,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589707658348186,0,0,0,0,0,0,0,0,0,0,0.111179567793472,0,0,0,0.0329261595505761,0,0.168464328365963,0.0610180396259231,3.46944695195361e-18,0,0,0,0,0.156407385693967,0,0,0.149110861718329,0,0,0,0,-0.038156714920278,-0.0255369531390543,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.224344801144348,0,0,0,0,0,0,0.0315416142929554,0,0,0,0,0,0,0,0,0,0.00988770199261886,0,0,0.0394787710112071,0,0.188478350956941,0,0,0.167181104703159,0,0,0,0,0.022561614489359,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0178355534426422,0,0,0,0,0.0238452475086822,0,0
