,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X600690.SH,X002475.SZ,X002304.SZ,X000651.SZ,X000063.SZ,X300124.SZ,X600104.SH,X002371.SZ,X003816.SZ,X000725.SZ,X600031.SH,X000596.SZ,X002129.SZ,X000625.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X000977.SZ,X600089.SH,X600703.SH,X002049.SZ,X002236.SZ,X000100.SZ,X600372.SH,X002241.SZ,X600584.SH,X601877.SH,X600741.SH,X000157.SZ,X000661.SZ,X600522.SH,X002180.SZ,X002074.SZ,X000733.SZ,X000066.SZ,X600702.SH,X300003.SZ,X600460.SH,X300142.SZ,X002463.SZ,X300146.SZ,X002007.SZ,X000800.SZ,X000988.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.238871257894071,0,0.0287412746950665,0.116316311800133,0,0.0166871028036241,-0.0234587833630783,0,0,0,0,0,0.029420876461073,0,0,0,0,0,0,0,0,0,-0.0262226113559574,0,0,0.00412189603690955,0,0,0,-0.117273383398758,0,0,0,0,0,0,0,0,0,0,0.162140131633026,0,0,0,0,0,0,0,0,0,-0.00281254644600529,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.381527592668834,0,0.0402283326862109,0,0,0,0,0,0,0,0,0,0,0.0595455874799182,0.0529526661630541,0,0,0,0,0,0,0,0,0.0233194937396072,-0.0265345432399784,0,0,0,0,0,0,0,0,0,0,0,0,0.0569303356923274,0.130958774604754,0,0,0,0,0,0,0,-0.01967313313201,0,-0.0399342272167979,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0322717212544216,0,0,0.0514218432825348,0,0,-0.10771606021222,-0.0626287162224245,0,0,0,0,-0.0610462760319861,0.240965953714758,0,-0.010316789347237,0,0,0.25783243697698,0,0.261878799332985,0,0,0,0,0,0,0,0,0,0,0,0,0.0789947394283132,0,0,0,0,-0.146444596744256,0,0,0,-0.0762914637124655,0,0.00452742440003883,-0.0345438115911357,0,0,0,0,0,0
X000568.SZ,0,0.31959118185584,0,0,0,0,0,0,0.140642008935739,0,0,0,0,0,0,0,0,0,0,-0.0470257713528823,0,0,0,-0.0961505785340203,0,-0.0273941004578159,0,0.0582577167867955,0,0,0,-0.0321385116127771,0,0,0,0,-0.0441919350178596,0,0,0,0,0.0953285490841726,0,-0.0224544826637915,0,0,0,0,0,0,0,0,-0.00516311656370056,0,0,0,0,0,0
X600276.SH,0,0,0.190580395923797,0,0,0,0.13846489000139,-0.069321962921611,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.00311750046479457,0,-0.163947033661759,0.14442778667876,0.0279776984368626,0,0,0,0,0,0,0,0,0.0308902919201896,0,0,0,0,0,0,0,0,-0.308401968618915,0,0.0280923579752478,0,0.158447548211042,0,0.0058224813526911,0,0,0,0,0,0,0
X600809.SH,0,0.115924238353581,0,0.0962633499490107,0,0,0,0,0,0.0299976464806197,0.108596926363013,0,0,0,0,0,0,0,-0.229555375668992,0,0,0,0,0.0206088716752804,0,0.0720840846808182,0,0,0,0,0,0,0,0,0,0,0,-0.112956985677533,0,0,0,0,0,0,0,0,0,0,0,0.0023933950827454,0.405829580599517,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.263743817959017,0,0,0.0376066942535266,0.614576038781238,0.146022808003397,-8.67361737988404e-19,0,0,0,0,0,0.0941450838075966,-0.30436954881197,0,0,0,0,0,0.0536034276971084,0,0,0.0487257749234734,-0.0328848806845691,0,0.0183732863038373,0,0,0,0,0,0,0,0,0,0,-0.176363908293763,0,0,0,0,0,0,0,0,-0.00795630838128451,0.0661000473052434,0.09407236014637,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0517427637782074,0,0.109577902807125,0,0,0,0,0,0,0,0,0,0,0,0,0.0799347788290969,0.0279822599521203,-0.0294458800317473,0.0513939184242929,0,0,0.769172204111183,0.105946887385751,0,0,0,0,-0.0997782273744705,0,0,0,-0.109740427846127,0,0,0,0,-0.0535621071184823,-0.17398415960836,0,0,0.114833409366762,0,-0.00172537816403101,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.183251258969803,0,0.0414982571886121,0.100593754010747,0,0,0.0182809437613228,-0.0117376828274324,0,0,0,0,0,0.0192667705764107,0,0,0,0,6.93889390390723e-18,0,0.0126227026967309,0,0,0,-0.0892368446151284,0,0,0,0.0392587052946346,0,0,0,0,0,0,0,0,0,0.185518258965559,0,0,0,0.00979793933150161,0,0,0,0,0,0,-0.0298322283333257,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.231668405661678,0.235042824073311,0,0,0,0,0,0,0.00701659017273958,0,0,-0.410776445878833,0,-0.05275553024901,0,0,0,-0.0198187817134472,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.389762350659987,0,0,0,0,0,0,0,0.0715375292782156,0,0.0226916638267297,0,0,0,0,0,0,0
