,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X000725.SZ,X600031.SH,X002304.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600703.SH,X000661.SZ,X600809.SH,X600741.SH,X000100.SZ,X002371.SZ,X600183.SH,X300003.SZ,X002007.SZ,X300014.SZ,X000977.SZ,X000596.SZ,X002241.SZ,X002236.SZ,X601877.SH,X002129.SZ,X300142.SZ,X000625.SZ,X300124.SZ,X000157.SZ,X002463.SZ,X600498.SH,X002456.SZ,X002179.SZ,X000066.SZ,X600271.SH,X600487.SH,X600584.SH,X600118.SH,X300136.SZ,X002180.SZ,X600522.SH,X002049.SZ,X002414.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0251101932810097,0,0,0,0,0,0,0,0,0,0.152648326699262,0,0,0,0,0.0534091870561923,0.137371356771386,0,0,-0.00436780938207644,0.079476583605373,0,0.0826949713855138,1.73472347597681e-18,0.280117264672518,0,-0.0954845898864925,0,0,0.215218277240793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0508036616623996,-0.0192140702544324,0,0,0,-0.100530991017369,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0996840121020009,0,0,0,0,0.356808760535936,0,0.0253568540602247,0.00813890034737533,0,0,0,0.134299119724568,0,0,0,0,0,0,0,0.0492313670489177,0,0,0,0.0375630566393625,0,0,0,0,0.0807530452397426,0,0,0,0,0.01291344602862,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0379395667821708,0,0,0,0,0.324725661839309,0,0,0.00886163816500551,0,0,0.0102273498199362,-8.67361737988404e-19,4.03597577320904e-05,0.016832522330388,0.00822795462479053,0,0,0,0.0517810973811972,0,0,0,0,0,0,0,0,0,0,0,0.0134181039621826,0,0,0,0,0,0,0,0,0.00244857816627987,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241175667252031,0,0,0,0.0707254853407807,0,0.0165973036041619,-1.73472347597681e-18,0,0,0,0.00414363009616833,0,0.133429672382208,0,0,0,0.0074054996716786,0,0.00617133615581498,0,0,0,0.0827620236579932,0,0,0,0,0,0,0,0,0.0205104743602567,0.0197353760017483,0.0217065585752464,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.147984150685152,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.00724401650233638,0,0.0718243719277923,0,0.0253786904391318,0,0,0,0,0.204245461163062,0,0,0,0,0,0.119278903340189,0,0,0,0.0461274491953805,0,0,0,0.126942561007132,0,0,0,0,0.0422318045504227,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.172591899136355,0.0675991672393371,0.0556329542148229,0,0,0,0,0,0,0,0,0.0572430640485495,0,0,0,0,0,0,0,0,0,0.0736019679738374,0,0.185144719492805,0,0,0,0,0.201139518451262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0473803846956687,0.0320524489568701,0,0,0,0,0,0.0283441678050503,0,0,0,0,0,0.108105072749506,0,0,1.38777878078145e-17,0,0,0,0,0,-0.0334368728169226,0,0.387106149288975,0,0,0,0,0,0,0,-0.0572220528251021,-0.0486400488938681,0,0,0,0,0,0,0,0.355735036972086,0,0,0,0,0,0,0,0.0182083323452344,0,0,0,0.00218077499810983,0,0
X000063.SZ,0,0,0,0,0,0,0.0962774768831729,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0968026358121123,0.0647088576360973,0,0,0.234382777663618,0,0,0,0,0,0,0,0.0437018121985282,0,0,0.0382374859742879,0.510575217379364,0,0,0,0,0,0,0,0.0987726697213542,0,-0.20533901278986,0,0.0238373636435816,0,0,-0.0106285212728797,0.0546676979051679,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0.0883767073470433,0,0.222598706198879,0,0,0,0,0.01550879044761,0,0,0,0,0,0,0,0,0,0.0606304365332701,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.151115318431882,0,0.252948928141681,0,0,0,0,0,0,0,0,0,0,0,0.00843765302238591,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0480993896701445,0,0,0,0,0,0,0,0,0.105409522925669,0,0,0.456650569392321,0,0,0.0420880789237788,0,0.0306882574448237,0.0143387202936544,0,0,0,0,8.67361737988404e-19,0.000330719581793715,0,0,0,0,0,0,0,0,0,0,0,0.014207533217279,0.0905147929550172,0,0.0550276703913447,0,0,0,0,0.0170714262153983,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109245553051106,0,0,0,0,0,0,0.0600031085446418,0,0,0,0,0,0,0,0.527576783693289,0,0,0,0,0,0,0.00856094990433405,0,0,0,0,0.0747691783102622,0.0353143386882013,0,0,0,0.00568952710498819,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.269020416177514,0.118631912743976,0,0,0.0139545794498354,0,0,0.124587634352134,0,0,0,0,0,0,0.23916706621344,0,0,0,0,0,4.33680868994202e-19,0,0.0433379114862736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0,0,0,0.101768464940828,0,0,0,0,0,0.443026990889139,0,4.33680868994202e-19,0,0,0,0,-1.0842021724855e-19,0,-2.16840434497101e-19,0,0,0,0.00133940377591307,0,0.103421567410497,0,0,0.0186512863040529,0.0590310503478637,0,0,0.00110522292358606,0,0.0364058044384809,0,0,0,0.0494932162855169,0,0,0,0,0,0,-0.00211381310962029,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.291159973516937,0,0.0342109659923299,0,0,0.325467676246162,0.0628567164821258,0.0777185937906861,0,0,0,0,0,0,0,0,0,0.0119167472856159,0.214672555841635,-0.0233752312574869,0,0,0,0,0,0,0.140253809821642,0,0,0,0,0,-0.0496685641622752,0,0,0,0,0,0,0,0.0543034705417655,0,0,0,0,0,-0.0700568070343986,0,0,0,0,0,0,0
X600690.SH,0,0.280897900396498,0,0.0267347699637877,0,0,0.0331168620510337,0,0,0,0.108655371758876,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.157694305966952,0,0.0173688799241236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103532652169577,0,0,0,0,0,0,0,0,0,0
