,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X600690.SH,X000651.SZ,X002415.SZ,X600809.SH,X003816.SZ,X002371.SZ,X000568.SZ,X000725.SZ,X600031.SH,X600104.SH,X300124.SZ,X000063.SZ,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X002463.SZ,X000100.SZ,X002241.SZ,X600418.SH,X600584.SH,X600089.SH,X000977.SZ,X600703.SH,X600372.SH,X000157.SZ,X002049.SZ,X600066.SH,X002028.SZ,X002236.SZ,X600741.SH,X600522.SH,X600183.SH,X601877.SH,X600487.SH,X600460.SH,X601799.SH,X000921.SZ,X000661.SZ,X002294.SZ,X002180.SZ,X000800.SZ,X002074.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.490754339758525,0,0,0,0,0,0.0424953962365608,0,0,0,0,0,0,0,0,0,0.156682081918887,0,0,0,-0.0275705725377776,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.00124591054978226,0,0,-0.0105883002665126,0,0,0,0,0,0,0.0682033020616696,-0.136901770651777,-0.015935774503151,0,0,0,0,0
X000858.SZ,0.334717187234868,0,0,0,0,0,0,0.53376728391366,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0381861116224846,0.0225465490523426,6.93889390390723e-18,-0.00710660850680786,0,0,-0.0937670294921329,0,0,0,0,0,0,0,0,0.141251467123394,0,0,0,0,0,0,0,0,0.05826234214813,0,0,0,0,0,0,0,0.0123913854214458,0,0,0,0,0,0,0
X600276.SH,0,0.383491327948416,0,0,0,0,0,0,0,0,0,0,0,0,0.28337691722252,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.0422220297843738,0,0,0,0,0,0,0,0,-0.0393639315498226,0,0,0,0,-0.0443579485820858,0,0,0,0,0,0.144644612536862,0.0406438236890154,-0.198043713052588,0,0,0.137668444105523,-0.135633267803962,0.0976713950426544,-0.185876833273977,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,3.46944695195361e-18,-0.0206214046655353,0,-0.0260383629317842,0,0,0,-0.030541897694839,0,0,0,0,0,-0.0010565494258272,0,0.162453920990769,0.207722952498233,0.761108773566568,0.0375012315664048,0,-0.0513546518154427,0,0,0,-0.0558293162717579,0,0,0,0,0,0,0,0,0.0930094565997151,-0.0533050795366208,0.0269125687947646,0,0,0,-0.0441978781881993,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.00435460057549931,0,0.395749784580666,0,0,0,0,0,0.023232966021286,0,0,0,0,0,0,0,0.0825053982284221,0,0.0178895974133233,0,0,0,0.120636765156154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298613736352795,0,0.217507009338149,0,-0.11799503655085,0,0,0,0,0,-0.0660506149785629,0.0235705053611032,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0208648802652486,0.469115955841844,0,0,0,0,0,0,0,0,0.114300296585602,0.064778697101668,0,0,0,0,0.0490678891526702,0,0,0,0,0,0.0281012863334943,0,0,0,0,0.0306084898409484,0,-0.0852617355430715,0,0,0,0,0,0,0,-0.0497708141164605,-0.0469778596929528,0,0,0,0,0,0,0,0,0,0,-0.060750174818952,0,0,0,0,0,0
X002415.SZ,0.108483748631785,0,0,0,0.214474656463134,0,0,0,0,0.00984534240964741,0,0,0,0,0,0,0,0,0,0.00315567003528779,0,0.195475631369866,0.0345624492212015,0,0,0,0,0,0,0,0,0,0,0,0,0.0913311422457984,0,0,0,0,0,0.0341674170850806,0,0,0,0,0.00423091269729605,0,0,0.0298985733076361,0,0,0,0.150592747469085,0,0,0,0,0
X600809.SH,0,0.034763747030421,0,0,0,0,0,0,0.106234655700501,0,0.56704085420751,0,0,0,0,0,0,0,0,0.281101643069205,-0.0382800101146905,0.0291192961951611,0,0,0,0,-0.0168120327657151,0,0,0,0.010817752701927,0,0,0,0,0,0,0,0,0,-0.0827549686632966,0.0603120190181542,0,0,0,0,0,0,0,0,0,-0.00864021897497746,-0.0258242137167504,0.0555542068380911,0,0,0,0,0
X003816.SZ,0,0,-0.0781768138400949,0,-0.0744937784249795,0,0,0.17169465408341,0,0,0,0,0,0,0,0,0.000855738532961758,0,0.248734859664308,0,0,0,0.0639568095300875,0,3.46944695195361e-18,0,0,0,-0.131068038260584,0,0.195921619824145,0.37718794666733,0,0,-0.599900878854513,0,0,0,0,0,0,0,0,-0.235760985806536,0,0,0,0,0,-0.147298592346306,0,0,-0.0842669903566106,0.270375770658156,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0.068957230155131,-0.0951878783011835,0,0,0,-0.0202269382282383,0,0.210317000612881,0,0,0,0,0.0493050285351264,0,0,0.0420231644836297,0,0,0,0.386437057442347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243217581735542,0,0,0.102828689332278,0,0,0,0.0429721047861994,0,0,0.115388796804094,-0.0359163128329472,0,0.0346547527777661,0,0,0,0
