,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600276.SH,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X300014.SZ,X600104.SH,X300124.SZ,X002129.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X000625.SZ,X002049.SZ,X600031.SH,X002371.SZ,X000063.SZ,X002179.SZ,X002241.SZ,X600089.SH,X000338.SZ,X600522.SH,X600703.SH,X000661.SZ,X002180.SZ,X300142.SZ,X601877.SH,X002074.SZ,X000733.SZ,X000100.SZ,X600741.SH,X000157.SZ,X600884.SH,X601799.SH,X600487.SH,X600702.SH,X600460.SH,X300003.SZ,X000799.SZ,X002414.SZ,X600584.SH,X600563.SH,X002236.SZ,X600372.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.301123347985027,0.245973609474394,0.0782249841706809,0,0,0,0,0,0,0.0205443861073658,0,0,0,0,0,0,0,0,0,0.0268292698095318,0,0,0,0,0,0,0.00344307617422038,0,-0.10413199276385,0,0,0.0180474149633097,-0.0547925136388974,0,0,0,0,0,0,0,0,-0.0714276961513719,0,0,0,0,0,0,0,0,-0.0132431830716884,0.00408588984515406,0,0,0,0,0,0
X000858.SZ,0.105250950244534,0,0.0161382497728643,0.173283835701937,0.0259318636803957,0.0899397038076187,0.12383574693107,0.130014821096739,0,0.00771769804926997,0,0,0,0,0,0,0.044109562674291,0,0.0606747515432375,0,0.091802431102858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033100226140173,0.181387457024048,0,0,0,-0.0975245076444155,0,-0.0334556902361063,0,0,0,0,0,0.00827993528571204,0,0,0,0,0,0
X600809.SH,0,0,0,0.578513022066516,0.0302364473649042,0,0,0,0.0807924740295706,0,0,0,-0.023583230071952,0,0,0,0,0,0,0,0.0526965864252093,0,0,0,-0.105469963929194,0,0,0,0,0,0,0,0,0,0,0,0,-0.104347453728346,-0.144589732498788,0,0,0,0,0,0.00451755045311632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.166428420725727,0.406572823500869,0,0,-0.0719928007131908,0,0,0,0,0,0,0,0,0,0,0.076831657001188,0,0,0,0.00636371276490045,0,-0.114216536778035,0,0,0,0,0,0,0,0,0,0,0,-0.0644296257347386,0,0,0,0,0,0.150318142282611,0,0,0,0,0,0,0.261046027542937,0,0,0,-0.0609009873025127,0.0335553861815594,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.0833421245788388,0,0,0,0,-0.151434915124415,0,0,0,0,0,0.0351065810514063,0,0,0,0,0,0,-0.141476319450091,0,0,0,0.0276177174170338,0,0,0,0,0,0,0.297124181558164,0,0,0,0,0,0,0,0.297822176423795,0,0.177000493865877,0,0,0,0,0.00443816100591359,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.361486480788893,-0.0398577079681254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342977888324893,0.137203599665783,0,0,0,0,0.079954064429026,0,0,0,0,0.0627364112841147,-0.15956100889915,0,0,0,0,-0.00610284341670238,0,-0.138970186760144,6.93889390390723e-18,0,0.0410137128940791,0,0.0957984165480391,-0.138103942248578,0,0,0,0,0,0
X600690.SH,0.147479587161441,0,0,0.318758366849475,0,0,0,0,0,0.171047541524786,-0.00488428977567484,0,0,0,0,0,0,-0.0955967824274528,0,0,0,0,0,0.0611214761835708,0.0706032104003987,0,0,0,0,-0.0170312088620649,0,0,0,0,0.0457862805404117,0,0,0,0,0,0,0,0,0,-0.0226983439607723,0,0,0,0,0,0,0,-0.0428372570207302,0,0,0,0,0,0
X002304.SZ,0,0.299301003711316,0,0,0,0,0,0,0,0,0,0,0.0198628179194207,0,0,0,0,0.0970372207941591,0,0,-0.0498098303686172,0,0,0,-0.0133340064928754,0,-0.0627367361786655,0,0.0714910352416084,0,0,0,0.159780579801235,0,0,0,0,0,0,0,0.140090354283913,0,0,0,-0.179355007245892,0,0,0,0,0,0,0.0128766484539363,0.00708710094630072,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0751913923036861,0,0.366530968171929,0,0,0,0,0,0,0,0,0,0,0,-0.0241039672717166,0,0,0,0,0.00687453671302919,-4.33680868994202e-19,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0452248220721968,0,0.00211926690744778,0.202079437087278,0,0,0,0,0.0121727928337256,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0104418211921073,0.0220701880034516,0.434814251208621,0,0,0,-0.0478561596819664,0,0,0,0,0,0,0,0,0.127792740661791,0,0,0,0,0,0.11586863196356,0,0.0875263158016915,0,0,0,0,0,-0.0781584830178943,0,0,0,0,0,0,0,0,0.131110526561348,0.0150578200963443,0,0,0,0,0,0,0,0,0.00305592413400559,0,0,0,0,0,0
