,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600276.SH,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X002129.SZ,X000725.SZ,X003816.SZ,X002049.SZ,X002371.SZ,X000625.SZ,X600031.SH,X000596.SZ,X000063.SZ,X002179.SZ,X002241.SZ,X600089.SH,X000338.SZ,X600703.SH,X600522.SH,X000661.SZ,X002180.SZ,X300142.SZ,X000733.SZ,X601877.SH,X000100.SZ,X002074.SZ,X600741.SH,X000157.SZ,X300003.SZ,X600702.SH,X600884.SH,X601799.SH,X600460.SH,X600487.SH,X000799.SZ,X002414.SZ,X600584.SH,X002236.SZ,X600372.SH,X600563.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.302288661847952,0.227291580572454,0.0843978428952461,0,0,0,0,0,0,0,0.0270297283127582,0,0,0,0,0,0.0288951640338813,0,0,0,0,0,0,0,0,0,0,0,-0.0938790289852,0,-0.0619110294032142,0,0,0,0,0,-0.0735229378503315,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153132913145311,0.00534396637986365,0,0,0,0,0,0
X000858.SZ,0,0,0.161480739837188,0.0681427360070795,0.0377856196648216,0.0396799762876901,0,0.107861610045831,0,0.110124789942497,0,0,0,0,0,0,0,0.0893114932671362,0,0,0.0499189110369416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174681711141841,0,0,0,0,0.0614071320995781,-0.074965548056603,0,0,0,-0.00601927243459835,0,0,0,0.0236363160833284,0,0,0,0,0,0
X600809.SH,0,0,0,0.588907198043461,0,0,0,0,0.0740090592518129,0,-0.0622470700701007,0,0,0.10051254373584,0,0,0,0.0330759689508699,0,0,0.00287414990406421,0,0,0,-0.112435595717335,0,0,-0.0290199070145851,0,0,0,0,0,0,0,0,0,0,0,-0.0656267141197004,-0.124541475890875,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X000568.SZ,0,0.136546206044248,0.363447419380302,0,0,-0.0910599448564698,0,0,0,0,0,0,0,0,0,0,0,0.0249398391288807,0,0,0.0563681473691971,0,-0.0523454273969644,0,0,0,0,0,0,0,0,0,0,-0.0585384568536822,0,0,0,0,0.227832971222751,0,0,0,0,0,0,0,0.247186065058827,0,0,0,0,-0.0541145203868573,0.0353155430845073,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.0833421245788388,0,0,0,0,-0.151434915124415,0,0,0,0,0,0.0351065810514063,0,0,0,0,0,0,0,-0.141476319450091,0,0,0.0276177174170337,0,0,0,0,0,0,0,0,0.297124181558164,0,0,0,0,0,0.297822176423795,0.177000493865877,0,0,0,0,0,0.00443816100591356,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,-0.343457417919504,0,0,0,0,0,0,0,0,0,0,0.0712075862767494,0,0,0,0,0.290333472429898,0,0.13059663477175,0,0,0.0543768991109484,0,0,0,0,0,0,0,0,0.0503482341315627,0,-0.154139383065526,0,0,0,0,0,-0.141387766267982,0.0490424699282398,0,0.0922723350755697,-0.150305875604535,0,0,0,0,0,0
X600690.SH,0.394224222243288,0,0.0609160806251503,0.173703398849744,0,0,0,0,0,0,0,-0.0208673288886851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170625282041053,0,0,-0.0296346990265848,0.106938923971425,0,0,0,0.0803724660224812,0,0,0,0,0,0,-0.0169711500928446,0,0,0,0,0,0,0,-0.0228739605550639,0,0,0,-0.06293416763183,0,0
X002304.SZ,0,0.380891361934326,0,0,0,0,0,0,0.0288849910184314,0,0,0,0,0,0,0,0,-0.0565838476470219,0.0048760005946253,0,0,0,0,0,0,0,-0.0353202364336576,-6.93889390390723e-18,0.0807569041442571,0,0,0,0.00754913340772926,0,0.16544500602671,0,0,-0.028147831331411,0.16450732634924,0,0,0,0,0,-0.158034795888301,0,0,0,0,0,0,0.00396683251374478,0.0201105079631338,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.368674585171123,0.0788221723602958,0,0,0,0,0,0.00349916581625729,0,0,0,0,0,0,-0.0239695912689777,0,0,0,0,0.00803564691685935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465196278611726,0,0.199186062772774,0,0,0,0,0,0.0110114926559551,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.00744286251160581,0.0450597321332899,0.465769880045212,0,0.00980390379702704,0,0,-0.0674859297482058,0,0,0,0,0,-0.0384794298262097,0,0.141520706671341,0,0,0,0,0,0.0497260559577332,0.0820738884211857,0,0,0,0.0238617254437049,-0.0811386043966399,0,0,0,0,0,0.0858436727486289,0,0,0,0,0,0.0226536748488038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
