,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X002304.SZ,X000858.SZ,X000625.SZ,X600690.SH,X600276.SH,X000100.SZ,X000063.SZ,X600703.SH,X600031.SH,X000157.SZ,X000338.SZ,X600741.SH,X600271.SH,X002292.SZ,X600066.SH,X002475.SZ,X600118.SH,X002241.SZ,X600372.SH,X601877.SH,X600089.SH,X002129.SZ,X002223.SZ,X600177.SH,X300124.SZ,X002236.SZ,X000016.SZ,X002456.SZ,X002294.SZ,X000568.SZ,X300003.SZ,X600839.SH,X000559.SZ,X002276.SZ,X000550.SZ,X600582.SH,X000869.SZ,X000066.SZ,X000623.SZ,X000800.SZ,X600312.SH,X002008.SZ,X600435.SH,X000581.SZ,X002465.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.131667493443261,3.46944695195361e-18,0,0,0.0582067698918455,0.0853576409413259,0,0,0,0.0679307209289559,0,0.0121770344811094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222242342685655,0,0,0,0.0380401074355242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015864418293117,0.02475040736632,0,0,0,0,0,0
X600104.SH,0,0,0,0.109187388354897,0,0,0,0.0259819233764085,0.09866498014464,0,0,0.00545473507499281,0.0367066373980277,0,0.00451309777400411,0,0,0,0,0,0,0,0,0.0166126687223778,0,0.176368150493531,0,0,0.0335973711953017,0,0,0,-4.33680868994202e-19,0,0,0,0.0426528130175894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753365844218954,0,0.0415994586935464,0,0,0,0,0,0.069252074659704,0,0.0772643326281892,0,0,0,0,0.00889259037897456,0,0,0,0,0,0.290162575438399,0,0,0.0928472136068208,0,0,0,0.0162309183384987,0,0,0.0417194631919151,0,0,0,0,0,0,-0.0054606990955637,0,0,0,0,0,0,0
X002415.SZ,0,0,0.0718992147371015,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.0595408455313165,0,0,0,0.067824704384162,0,0.157334138611429,0,0,0,0.0843974662386401,0,0,0.132606435219467,0,0.00588888884132635,0,0.0546578094532458,0,0,0.0339889620045125,0.0797431262783555,0,0,0,0,0,0,0,0,0,0,0,0,-0.0269117830040006,1.73472347597681e-18,0,0,0,0,0,0
X000725.SZ,0,0,0,0.170930057926354,0,0,0,0,0,0,0,0,0.153548273888332,0,0,0,0,0,0.160347520834735,0,0,0.171788993499614,0,0,0,0,0,0,0,0,0,0,0,0,0.0319936247490174,0,0.102559702162555,0,0,0,0.0332104066246498,0,0.055991661998957,0,0,0,0,0,0.238658394348097,0,0,0.017729661306635,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.3501429888101,0,0,0,0,0,0.0564412130879011,0.0168418839453654,0,0,0,0.0606838721981731,0,0,0,0,0.149673226569606,0,0,0,0,0,0,0.0122271280593326,0,0,0,0.117990502287882,0,0,0.0139905562351451,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0139292348106087,0,3.46944695195361e-18,0,0.000779494968080423,0.000723352411616716,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0949482196370242,0,0,0,0,0,0,0.0293720094930052,0,0,0.217325081675676,0,0.0284790363240784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512078565223244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193031421452219,-0.0187079119232569,0,0,0,0,0,0
X000625.SZ,0,0,0.114233856992565,0,0,0,8.67361737988404e-19,0,0,0.0421008874019464,0.0409178877161395,0,0,0,0,0.17215426288812,0.073802407322694,0,0,0,0,0,0,0.046316591258107,0,0.0439842791757821,0,0,0,0,0,0,0,0,0.0524071553221193,0,0,0,0,0.0402873805286124,0,0,0,0.140079056735559,0,0,0,0,0,0,0,0.00646585443863686,0.00314958267846784,0,0,0,0,0,0
X600690.SH,0,0,0.135905765310548,0,0,0.0910590584890027,0,0,0,0,0,0,0,0,0,0.146814409900238,0,0,0,0,0,0.0383814776645324,0,0.0142549181151653,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114895809341998,0,0,0,0,0,0.0268776036510903,0.0449859527732494,0,0,0,0,0,0,-0.0082467389664668,-0.0104368781360572,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0999910834524203,0,0,0,0.023091779147042,0,0,0,0,0.00664369876310277,0,0,2.16840434497101e-19,0,0.161213169332527,0,0.105309161871636,0,0,0,0,0.247353107786351,0,0,0,0,0,0,0,0.0454448833843641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00757344476250458,0,0,0,0,0,0,0
