,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X002292.SZ,X600703.SH,X600690.SH,X000100.SZ,X002241.SZ,X600118.SH,X600271.SH,X000559.SZ,X600031.SH,X600066.SH,X002236.SZ,X600372.SH,X600741.SH,X000157.SZ,X002475.SZ,X000338.SZ,X600089.SH,X000568.SZ,X600177.SH,X002465.SZ,X300124.SZ,X002049.SZ,X002129.SZ,X601877.SH,X300003.SZ,X002294.SZ,X002456.SZ,X000869.SZ,X000977.SZ,X002074.SZ,X002506.SZ,X600867.SH,X600582.SH,X300001.SZ,X002426.SZ,X002008.SZ,X000547.SZ,X000623.SZ,X002085.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0086178070781339,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.0636719279076379,0,0.130982538187795,0,0,0,0.0249848503193879,0,0.0311948854210011,0,0.0239732910231908,0,-0.0749601126791193,0,0.0422582897606422,0.0333233830580848,-0.0506608584784232,0,0,0,0,0,0.018761522133036,0,0,-0.0191444219340277,0.0315409489593748,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.334744116238391,0,0,0,0,0,0.0571401013497683,0,0,0,0,0,0,0,0,0,0,0,0.138921177039221,0,0,0,0,0.00518790900208221,0,0,-0.000737188721004095,0,0,0,-0.114908038924618,0,0.0464051829258446,0,0,0,0,0,0,0,-0.0225436370027543,0,0,-0.0219095644028294,0.0259837624385559,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0120657945921679,0,0,0,0,0.0151196471834361,0,0,0,0,0,0.214960667618399,0,0,0,0,0.296645680713346,0,0,0,0.0539454951043788,0,0,0,0,0,0.0352327710542928,0,0,0,0.0492699364004065,0.0487060057690122,0.020065488000643,0.0147750914295174,0,0,0,0,0,0,0,0,-0.00932141495474278,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0872543506142885,-0.00246671836347729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313604838617551,0,0,0,0,0,0,0,0,0,0,-0.0805634955531893,0,0,0,0.031734005580514,0,0,0,0,-0.0155993531743476,0,0,0.0228869714894255,0.00838548708034347,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.00440579966958218,0,0,0,0,0,0,0,0,0.0148542566415153,0,0,0,0,0,0,0,0,0,0,0,0,0.0762664173179555,0.0274343715966531,0.104010652363703,0,0,0,0.047243794382292,0,0,0,0,0,0,0,0,0,0.0417385051378019,0.146317135325903,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0.042497140957172,0,0,0,0,0,0,6.93889390390723e-18,0.109088153206349,0.0384461722860439,0.0705994675357296,0,0,0,0,0,0,0,0.183508578280711,-0.217727171479253,0,0,0,0,0,0,0,0,0,0,-0.046222746186746,-0.00186250965073691,0,0,0,0,0.13582858234961,0,0.00360980666601549,0.0226005351689101,0,-0.0602012233881933,0.113046339093746,-0.109461512476912,0,0.0336208220299672,0,0,0,0,-0.0102230939375335,0,0,0,0,-0.0635267214836497,0,0
X002304.SZ,0,0,0,0.0416524353922253,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000520865312074869,0,0,0,-0.00781562444995495,0,0,0,0,0,0.231583754774953,0,0,0,-0.0240209046441979,0,0,0,0.106741390246119,0,0,-0.089790324529085,0,0.0177569554855113,0.0210064952934857,0,0,0,0,0.141275367006282,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108784270203331,0,0,0,0,0,0,0,0,0,0,0,-0.136025264781168,0,-0.037958758888474,0,0,0,0,0,0.0547932824239253,0,-0.0588521777258017,-0.0104177144252585,0,0,-0.0437290319427106,0,0,0.144312159779859,0.0176982110815317,0,0,-0.0900531569459064,-0.0213933686636293,0.0186681315394876,0,0,0,0,0,0
X000625.SZ,0,0.074623532987134,0,0.0588998741917255,0,0,0,0,0,0,0.0328426127660648,0,0,0,0,0,0,0.133038639408921,0,0.325671473741385,0,0,0,0,0,0,0,0,0.152655145624658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551873988317033,0,0,0.0778332446139402,0,0,0,0,-0.0149484600672545,-0.0263226694599234,0,0,0,0,0,0
X000063.SZ,0,0,0.096258556441836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793793258177946,0,0.203259764808144,0,0.132034751891804,0,0,0,0,0,0,0,0,0,0.0125642998764234,0,0,0,0.0311585435044494,0,0,0.0825642077956606,0,0.0215726489362327,-0.013967456600305,0,0,0,0,0,0
