,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002304.SZ,X002475.SZ,X600690.SH,X600104.SH,X000651.SZ,X600031.SH,X000725.SZ,X300014.SZ,X002371.SZ,X000063.SZ,X300124.SZ,X600703.SH,X003816.SZ,X000338.SZ,X002129.SZ,X000625.SZ,X002241.SZ,X000596.SZ,X000661.SZ,X002049.SZ,X601877.SH,X000100.SZ,X300142.SZ,X002179.SZ,X600089.SH,X000799.SZ,X600460.SH,X600741.SH,X600702.SH,X600779.SH,X002236.SZ,X000157.SZ,X002074.SZ,X600584.SH,X601799.SH,X002007.SZ,X002414.SZ,X600884.SH,X000733.SZ,X600183.SH,X000800.SZ,X300003.SZ,X000977.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.439215935672471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467321332428405,0.00459766595748618,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0273970429827168,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166040063949946,0,0,0,0.0631786660293075,0,0
X000858.SZ,0,0,0,0,0.216606510403103,0.0775014031283115,0,0,0,0,0,0.0104101434888464,0,0.00857888753348975,0,0,0.0177057578583967,0,0,0,0,0,0,0,0.0726800258310951,-8.67361737988404e-19,0,0,0,0,0,0,-0.0783952146795737,0,0.0866540150378678,0.27317816045083,0,0,0,0,0,0,0,0,-0.0173628278770656,0,0,0,0,0,0,-0.0243495181021942,0,0,0,0,0.0431715265466655,0,0
X002415.SZ,0,0.169800216993463,0,0,0,0,0,0,0.163697301863551,0,0,0,0,0,0,0,0,0.145869526166526,0,0,0,0,0,0,0,0,-0.0127864857487251,0,0.0371184482193147,0,-0.0256745137269861,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.102521896597195,0,0,0.0972617517485583,0,-0.0768521078522786,0,0,0,0,0,-0.0064884895136111,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.22310673418548,0,0,0,0,0,0,0,-0.0261085723079477,0,0,0.0298871238738818,0,0,0,0,0,0,0,0,-0.0436125197547788,0,-0.00607676733621124,0,0,0.471231990922839,0,0,0.153059657249534,0.0392665698661932,0,0,0,0,0,0,0,0,0.034686596563281,0,0,0,0,0,0,0,8.67361737988404e-19,-0.00866182395715497,0,0,0.0297654931311666,0,0
X000568.SZ,0,0.544202497718015,0,0.0804054482106066,0,0,0,0,0,0,0,0,0,0,0,0,0.0310621396406977,0,0,0,0,0,0,0.0456365677873301,0,0,-0.0556880837182908,0,0,0,0,0.0605504237088944,0,0,0,0.0586645737391158,0,0,0,0,0,0,0,-0.00684873804424101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.239178960006908,0.0762567579554124,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0698716622637518,0,0.105059019893493,0,0,0,0,0,0,0,0,0,0,0,-0.143637466076469,0,0,-0.025694256231488,0,-0.0404137889526398,0.318212050327566,0,0,0,0,0,0,0,0,0,0,0,-0.0303723453942263,0,0,0,0.114082870758299,0,0,0,-0.0683498684272586,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.190438991311446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145355580248881,0,0,0,0,0.13352142645341,0,-0.0792632154529812,0,0,0.0409402103314835,0,0,0.0998526171134518,-0.0273873390481307,0,0,0.0826548125921852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00698525041751248,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779503577077396,0.0962805140465231,0,0,0,0,0,0,0.171976814405783,0,0,0.0220637793603031,-0.149579681804733,0,0,0,-0.199769539283818,0,0.177908711418026,0,0,0,0,0,0,0.0642873328904337,0,0,0,0.121255153742657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.0760302987519959,0,0,0.084687446557603,0.093700298847459,0,0,0,0,0,0,0.0256123583275862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0608636139821744,0,0.0526563158914307,0,-4.33680868994202e-19,0,0,0.150772875571716,0,0.0296892213546475,0,0,0,0.0103476119680591,0,0,0,0,0,0,0,0,0.0597606777435847,0.00319854192457422,0,0,0,0,-0.067798082427071,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00794259466718525,0.180242952921542,0,0,-0.0192400267151133,0,0,0,0.0464018111525926,0.0412929895555995,0,0.0778283543687339,0,0.18974565707491,0,0,0,0.0339311870919195,0,0,0,0,0,0.028100487759863,-0.107102621690864,0,-0.0212767244534598,0,0,0,0,0,-0.0205360169168869,0,0,0,0,0,0
X000651.SZ,0,0.083590665885539,0,0,0,0,0,0,0.00569025528287031,0,0,0.162021817425539,0,0,0,0,0,-0.069435534478949,0,0,-0.0128816979286539,0,0,-0.0378211984984622,0,0,0,0,0,0,-0.00416757328242774,0,0,0,0,0,0,0,0,0,0,0.0916156966171819,0,-0.0146441421219379,0,0,0,0,0.0821572267325934,0,0,0,0.0369215748841714,0,0,0,0,0,0
