,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X000063.SZ,X000858.SZ,X000625.SZ,X600690.SH,X600031.SH,X600276.SH,X000100.SZ,X600271.SH,X600118.SH,X600372.SH,X000157.SZ,X600703.SH,X000338.SZ,X002129.SZ,X002241.SZ,X600089.SH,X000559.SZ,X600741.SH,X600839.SH,X600177.SH,X002456.SZ,X600066.SH,X600582.SH,X300124.SZ,X002236.SZ,X002292.SZ,X000800.SZ,X002475.SZ,X002465.SZ,X600060.SH,X000977.SZ,X600198.SH,X600435.SH,X300003.SZ,X000050.SZ,X000568.SZ,X601877.SH,X300146.SZ,X000623.SZ,X600498.SH,X000581.SZ,X000869.SZ,X000727.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0710370610759274,0,0,0.100990956419682,0,0,0,0,0,0,0,0,0,0.00727912731948392,0.0508616871441001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231116322793923,0,0,0,0.0463027066493627,0,0,0,0,0,0,0.0107469923731907,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800460669635223,0,0,0,0,0,0,0,0.00454216477508202,0.0528216835879508,0,-0.00984819455994575,0,0,0,0,0,0,0,0,0,0,-0.00896315231125087,0,0,0,0.271093936624064,0,0.0435901987382058,0.100357641141524,0.0407340809879161,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744585061937565,0,0.0695378372743385,0,0,0,0,0,0.0787804166854561,0,0,0.0023274415803789,0,0,0,0.122458958942963,0,0.0589977955994677,0,0.0402006095708463,0,0.212198666021454,0.0170087006660384,0.0174880837999332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141366488126383,2.71050543121376e-20,0,0,0,0,0,0
X000651.SZ,0,0,0.0895646422665553,0,0,0,0.0792190460124992,0,0,0.0189881078554257,0,0,0.0969780112257283,0.0276598247937058,0,0,0.0597501386342161,0,0,0,0,0,0,0,0,0,0.0319507705316904,0,0,0,0,0,0,0,0,0.0631412267339476,0,0,0,0,0,0.148398218894904,0,0,0,0,0,0,0,0,0,-0.0111308002596492,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.105543814654361,0,0,0,0.104316602099906,0,0,0.132117149182145,0,0,0,0,0,0,0.0869699279973061,0,0,0,0.329391862318551,0,0,0,0,0,0,0,0,0.00642942844177541,0,0,0,0,0.0684853323112209,0,0,0.2422942498187,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0.0390050233427789,0,0,0,0,0.0538870781914697,0,0.115005751549919,0,0,0,0,0,0,0,0,0,0,0,0,0.0532851949701153,0,0,0,0,0,0.0593993142131009,0,0,0,0,0.114563107683882,0.023587728499511,0,0,0,0,0,0.0472596686037218,0.113161580384183,0,-0.00414304954959888,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.168538016238319,0,0,0,0,0,0,0,0,0.0700584285236869,0.0303950430663884,0,0,0,0,0,0,0,0.172118687960406,0,0,0.0607565500819287,0,0,0,0,0,0,0,0,0,0,0.00579652670307887,0.120899773130578,0,0,0,0,0.177584423777627,0,0,0,0.120643268839013,0,0,0,0,0,-0.00219046095378777,0.00861020871176047,0,0,0,0,0,0
X000858.SZ,0,0,0.0384914581924132,0,0.073049016181589,0,0.0051677261601969,0,0,0,0,0,0,0.0692979497071918,0,0,0.0693285950123089,0,0.0694928542509111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279347365459337,0,0.0160273721559824,0,0,0,0.0969086729261289,0,0,0,0,-0.000465098675409177,0,0,0,0,0,0
X000625.SZ,0.031389632794119,0,0.114477574999796,0,0,0,0,0,0,0,0,0,0.0618996030889948,0.0184707492976352,0,0.0720448226916149,0.187581856055275,0,0,0,0,-4.33680868994202e-19,0,0.0828058515814567,0.00777383066236742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00888376000915263,0.0481947289647524,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.000141075128961167,0,0,0.0121177982779536,0,0.102898724181664,0,0,0,0,0,0,0,0,0,0.0200603641000259,0.055204598105138,0,0,0,0,0,0,0,0,0.117313985156895,0.0336511099145683,0.0312584842323574,0,0,0.0695823990915156,0,0.00492457889238951,0,0,0,0,0,0,0
X600031.SH,0,0,0,-0.0603050836477555,0,0.0730812605887703,0,0,0,0,0,0,0,0,0,0.180543829609256,0,0.0354267607126027,0,0,0,0.216983309967719,0,0,0,0,0,0,0,0,0,0,0.00864358188007634,0,0,0.0042256203482513,0,0.0970868252232901,0,0,0,0,0,0.118319635620052,0,0,0,0,0,0,0,0,0.00468483829826286,0,0,0,0,0,0
X600276.SH,0,0,0.217561931797113,0,-0.00837448671691387,0,0,0,0,0,0,0,0,0.0243699442301584,0.00907116259019883,9.37733290073631e-05,0,0,0,0.00806228564568381,0.225234165719615,0,0,0,0.0529760346143124,0.030882656884291,0,0,0.0561707572116026,0,0,0,0.0443844276076287,0,0,0,0.0389124441904931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167919650585703,0,0,0,0,0,0
X000100.SZ,0,0,0,0.0308149897943553,0.128180178531881,0,0.129298987295637,0,0,0,0.0225573609388795,0,0,0,0,0.0371612293960775,0,0,0,0,0,0.0646905902964519,0,0,0.207267701494148,0.0566989162590298,0,0,0.0456670345493967,0,-0.00265685826378719,0,0,0,0,0.0485899613466381,0,-0.0397709115451957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00675301830501358,0.00598881321799425,0,0,0,0,0,0
X600271.SH,0,0,0.123190073572778,0.164325257752149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0420603724274455,0,0,0.200583900139878,0,0,0,0,0,0,0,0.181252425743221,0,-0.115906669194073,0,0.00858797516667099,0,0.0646052967414316,0,0.062993004823175,0,0,0,0,0,0,0,0,0,0,0,0,-0.0313606742699453,-0.0247739646946137,0,0,0,0,0,0
X600118.SH,0,0,0,0,0.101869414582078,0,0,0,0,0,0.0512532317228392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746310281860857,0,0,0,0,0.0399427991306162,0,0,0,0,0.100971458182167,0,0,0.0317545847443297,0.155720900838309,0.238264951814771,0.344950890471479,0,0,0,0,0,0,0,0,-0.125854858728538,0,0.00769310921557456,0.0230304125514121,0,0,0,0,0,0
X600372.SH,0,0.423000971956737,0,0,0.0255642164940161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0294344676614713,0,0.0248613630131457,0,0,0.0566692775456753,0,0,0,0,0,0.11663740513132,0,0,0,0,0,0,0,0.17258562461635,0,0,0,0,0.131822711369632,0,0,0,0,0,0,0,-0.013480513739297,-0.00542616165652066,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0.0327734229443318,0,0,0,0,0,0.58623688549236,0,0,0,0,0,0,0,0,0,-0.0510885215296835,0.161001566045175,0,0,0,0,0.0426137999581011,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.041343302449648,0,0,0.0167696520000219,0,0,0,0,0,1.73472347597681e-18,0.0250159233209452,0,0,0,0,0,0
X600703.SH,0,0,0,-0.0557753998130087,0,0,0,0,0,0,0.13198752467788,0,0,0,0.085110075445683,0,0.0937108159955799,0,0,0,0,0,0,0,0.17071784943663,0,0,0,0.120085762210476,0,-0.0779942560636019,0,0.0243856718057549,0,0,0,0,0,0,0,0.12032484200958,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0
X000338.SZ,0,0,0.0183705188418722,0,0,0,0,0,0,0,0.0249427621469595,0,0,0,0,0,0.162390094874277,0,0,0,0,0.0660770123681581,0,0,0,0,0,0,0.0537521912987064,0,0,0,0,0,0,0.00301488173172024,0,0,0,0,0,0.0498246377954676,0,0,0,0,0.0400637079721821,0,0,0.210832409445278,0,0.00309360774505586,0.00184330261836029,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0.106877223312323,0,0.0647834005732578,0,0.00606783935784756,0,0,-0.0583951382822094,0,0,0,0,0,0,0.044051840012071,0,0,0.383102608471924,0,0,0,0.182368638080771,0,-0.124462004125546,0,0,0,0,0.175987711444124,0,0,0,0,0,0,0,0,0,0,0,0.0942705143260043,0,0,-0.0217081265045693,-0.024636861376203,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207283004797427,0,0.0853217200916941,0,0.130308147434214,0,0,0,0,-2.16840434497101e-19,0,0.218614887443072,0,0,0,0.0807094521261322,0.0245899285956911,0.0651270932145772,0,0.0413947303047708,0,0.0330867719299906,0,0,0,0,0,0,0,0,0,0,-0.0147435703705597,-0.0107315945528415,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,-0.0172745104859419,0.171855000418041,0,0,0,0.0449580267674105,0,0,0,0,0.172505480841779,0,0,0.0759599447701895,0,0,0,0,0,0,0,0,0,0.16702590199973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115045675567243,0,0,0,0,0,0.154079591954034,-0.00202208533867573,-0.00396125418803209,0,0,0,0,0,0
X000559.SZ,0,0,0.061775934575327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134387148439804,0,0,0,0.0508959190968213,0,0,0,0.136487967384084,0.0467344942134586,0.0939968799914346,0.102592547752052,0.112487202933088,0,0.0528532996803845,0.0393367649171829,0,0,0,0,0,0,0,0.0687438586103916,0,-1.73472347597681e-18,-0.00751401672513729,0,0,0,0,0,0
