,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000858.SZ,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X002475.SZ,X600031.SH,X600703.SH,X000063.SZ,X000568.SZ,X600741.SH,X000338.SZ,X300003.SZ,X600271.SH,X002236.SZ,X002008.SZ,X601877.SH,X300124.SZ,X600487.SH,X002456.SZ,X600809.SH,X600867.SH,X000100.SZ,X000596.SZ,X000661.SZ,X600498.SH,X000625.SZ,X000977.SZ,X600066.SH,X600566.SH,X300136.SZ,X300142.SZ,X002294.SZ,X000157.SZ,X002179.SZ,X002007.SZ,X002180.SZ,X000981.SZ,X300146.SZ,X600522.SH,X002049.SZ,X000050.SZ,X002241.SZ,X000869.SZ,X600177.SH,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.393040557788204,0,0,0,0,0,0,0,0,0,0,0,0.0519972114842878,0,0,0,0,0,0,0,0,0,0,0,0.0389477989389825,0.0052666667111819,0,0,0,0,0.0338797866048697,0,0,0,0,0,0,0,0,0,0,0.00108591201363471,0.0866933895695296,0,0,0,0,0.00460276490930208,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.00818296046824947,0,0,0,0,0.0228924510278149,0.225684055449285,0,0.0210618663791411,0,0.212819842596351,0,0,0,0,0,0,0,0,0,0,0.0398087713626847,0,0,0,-0.0853694162632438,0,0,-3.46944695195361e-18,0,0,-0.0263951199077379,0,0,0,0.0144926335510497,0,0,0,-0.0485987622167472,0,0,0,0,0,0,0.0591974064120779,0.0157634475860824,0.0501855919027908,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.15957886714912,0,0,0,0,-0.123893905670047,0,0,0,0,0,0.191359029566726,0.046343369084182,0,0,0,0,0,0,0,0.0717735658592596,0,0.173824932263691,0,0.0129983861212896,0,0,0.0787550869149246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234909293996996,0.0436486943409553,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0442361855022416,0,0.255640370532004,0,0,0.0404388462747597,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.214561868840178,0,0,0,0,0.0972441960981085,0,0,0.457184359909882,0,0.127730205458791,0.0284047929656455,0,0,0.0609507891514076,0,0,0,0,0,0,0,0.202691656491055,0.0101622054419314,0.00117203855658287,0,0,0,0,0,0
X000858.SZ,0,0.119631593991475,0,0,0,0,0.468855173248047,0,0.0466257408446894,0,0,0,-0.00820081654288556,0,0,0,0,0,0.137325564256696,0.0339543617789408,0.03000000907865,0,0,0,0,0,0,0.0750779752014026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109331914041483,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.19011542916161,0,0,0,0.013959612962275,0,0,0,0,0,0.0603804269209804,0.14954391985413,0,0,0,0,0,0,0,0,0,0,0,0,0.0659228999016525,0,0,0,0,0,0,-0.0937435923857813,0,0,0,-6.93889390390723e-18,0,0,-1.38777878078145e-17,0,0,0,0,0,0.0135003624334604,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.284672456356754,0,0,0,0,0,0,0,-0.0910911592749309,0.298631070612139,0,0,0,0.121067276866162,0,0,0,0,0,0,0.239137950424927,0,0,0,-0.0382500595564336,0,0,0,0,0,0,-0.0754916619556987,0.289846177563021,0,0,0,0,0.0165934153490066,-0.114432090721024,0,0,0,0,0,0,0,0,0.0118998413929823,0.0155225234693923,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298753308145831,0,0,0,0,0.0792336009376006,0,0,0,0.0677892334004464,0,0,0,0,0,0.145724595600213,-0.127874687631767,0.227670797487966,0.0722736374183537,0,0,0,0,0,0,1.0842021724855e-19,-0.00314312152539035,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0314292097584572,0.66618340822913,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0.0333327253274416,0,0,0,0,-3.46944695195361e-18,0,0.0776283180691564,0,0,0,0.0488281990243133,0,-0.00432023015164231,0,0,0,0,0,0,0.157571304943358,0,0,0,0,0,0,0,0,0.0676459325339086,0,0,0,0.026202502365927,0.0713723686087833,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.00699858747349181,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0592308787998127,0,0,0,0,0.593142804531855,0,0.00620310434072344,0,0,0,0,0,0,0.0956355377363305,0,0.00614568415032755,0,0,0,0,0.16846312984942,0,0,0.0570364585885094,0,0,0,0,0,0,0,0,0.0101770745152422,0,0,0,0,0,0,0
