,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X000725.SZ,X003816.SZ,X002304.SZ,X600031.SH,X600703.SH,X600690.SH,X000568.SZ,X000338.SZ,X000100.SZ,X000661.SZ,X600741.SH,X002241.SZ,X002371.SZ,X600809.SH,X300014.SZ,X600183.SH,X002236.SZ,X300003.SZ,X000596.SZ,X000977.SZ,X601877.SH,X002007.SZ,X002129.SZ,X002456.SZ,X000625.SZ,X300124.SZ,X600584.SH,X300136.SZ,X000157.SZ,X002180.SZ,X000066.SZ,X002463.SZ,X300142.SZ,X002008.SZ,X600118.SH,X600271.SH,X002179.SZ,X002414.SZ,X002185.SZ,X002049.SZ,X002156.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0477409543326294,0,0,0,0,0,0,0,0,0,0,0,0.0323874084141948,0,0,0,0,0,0,0,0.391997927948193,0.0268834545306549,0,0,0.171991247322265,0.0370802049070397,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0499529272955131,0,-0.198151648097228,0,0,-0.0526248131219215,-0.0310770082658268,0,0,0,-0.123307892183105,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546789338022084,0.022356782222957,0.0339252058855642,0.043080708524142,0,0,0,0.0167958192977075,0.032976047339266,0,0,0,0.093258929099386,0,0,0,0,0,0.0649127942912577,0,0,0,0,0,0.0411995209658037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012906362897393,0,0
X600276.SH,0.193432276581026,0,0,0,0,0,0.0295036587249083,0,0,0,0,0,0,0.0449781222768963,0,0,0,0.130998577885611,0,0,0,0,0,0,0,0.114648383212579,0,-0.0885998872226774,0,0.130413648865371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266335728147836,0,0,-0.0046262826266247,0,0,0.0125921304303795,0,0,0,0,-6.93889390390723e-18,0,0
X000651.SZ,0,0,0,0,0,0,0.00508225206521374,0,0,0,0,0.0399095704588772,0,0,0,0.187849249104739,0.0142911384568853,0,0,0,0.0292494306941935,0,0.107753948034189,0,0,0,0.0226163595727751,0,0,0,0.0713723590685337,0,0,0,0,0,0,0.0665431121791114,0,0,0,0.0299083518911281,0,0,0,0,0,0,0.0348399394218477,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.0486910386690883,0,0,0,0,0.154468186825691,0,0,0,0,0,0,0,0,0,0,0,0,0.0660167844681472,0.0167825596027225,0,0.103938518667886,0,0.115130207101062,0,0,0,0,0,0.0501074296491856,0,0.16941839200845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0594843925915441,0.0181485695451401,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.184026994610508,0,0,0,0,0.172075419567713,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.00499201256579286,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.223076714598362,0,0,0.138977883544005,0,0,0,0,0,-0.0252679053702818,0,0,0,0,0,0.0402311670546335,0,0,0,0,0.0995718710732202,0,0
X002475.SZ,0,0,0,0,0.0411503633608895,0,0,0,0,0,0,0,0,0,0,0,0,0.115085506076598,0,0.197521456533425,-4.33680868994202e-19,0,0.0506727365171876,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.394561112680725,0,0,0,0,0.0152453776184831,0,0.000368243713626086,0,0,0,-0.00369543345191756,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0450926200219803,0,0,0,0,0,0.106397351152487,0,0,0,0,0,0,0,0,0,0.0882258585109712,0,0,0,0.116641009713866,0.0213335305682055,0,0,0,0,0,0,0,0,0,0,0.36236056335061,0,0,0,0,0.068383817220546,0,0,0,0,0,0,0,0.0063896949258849,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0972256236150621,0,0,0.0394825969418369,0,0,0,0.445002885259805,0,0,0,0,0,0.0450604687523658,0.0121837297852851,0,0,0,0,0,0,0,0,0,0,0,0.166047622743543,0,0.00851943654679558,0,0,0,0,0,0,0,0,0,0,0.0104034874409292,0,0,0,0,0,0,0,0.0175538353741363,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245604881657286,0,0,0,0,0,0,0,0,0,0,0,0,0.0725878295612346,0,0,0,0.0312599732107888,0.215787880954345,0,0,0,0,0,0,0.197481938773375,0,0,0,0,0,0,0,0.00783341656963709,0,0.0433486260377282,0.0180267003275464,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.379794012893744,0,0,0,0.0047008650678301,0,0,0,0,0,0,0,0,0.124230895979168,0.0938469921116014,0.102701223671262,0,0,0,0,0,0,0,0,0,0.0828276373534696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0303778838826845,0,0,0,0,0,0,0,0.0449847153877453,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113237550454241,0,0,0.0402021789488066,0.084981617242798,0,2.16840434497101e-19,0,0,0,0.123765991592346,0,0,0,0,0,0,0,0,0,0.412954312996436,0,0,0,0,0,0,0,0,0,0.0246434694835357,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.150779400464512,0,0,0,0,0,0,0,0,0,0,0.0556787186215066,1.73472347597681e-18,0,0.0254232697609905,0.0435761957562498,0,0.0301406371367682,0,0.00590769391528707,0,0,0.0278792683907716,0.269052040011419,0,0,0.100792936707698,0.0335592986821656,-0.0297475379863863,0,0,0,0,0.0315239840423288,0,0,0,0,0,0,0.128910177339645,0,0,0.0344840530392205,-0.014144476439437,0,0,0,0,0,0
X600690.SH,0.22124110379933,0,0,0,0,0,0,0,0,0.156199378494246,0,0.281370487450056,0,0,0,0,0,0,0,0,0,0,0.160355086661897,0,0,0.0534437602686417,0,0,0,0,0,0,0,0,-0.0389400867740941,0,0,0,0,0,0,0,0,0,0,-0.0463069483260885,0,0,0,0,0,0,0,0,0,0,-0.0337373998281549,0,0
X000568.SZ,0,0.284143754066998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018781436132641,0.378838210926836,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.108708511052182,0,0,0,0,1.73472347597681e-18,0,0.0510787079001538,0,0,0,0,0,0,0,0,0,-0.0122526834993439,0,0,0,0,0,0,0,0.0140509789880875,0,0
X000338.SZ,0,0,0,0,0,0.184131582920443,0,0,0,0,0.191406212795787,0.0613775622933612,0,0,0,0,0.0629046909120936,0,0,0,0.148971384555936,0,0,0,0,0,0,0,0,0.211785925186151,0,0,0,0,0,0,0.0776265861937762,0.0584634744821748,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0595864388997357,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.421354367975228,0,0,0,0,0,0,0,0,0,0,0.0337008868739971,0,0,0,0,0,0,0,0,0,0,0.116533370290427,0,-0.103157039995364,0,0,0,0,0,0.182326757419106,0,0,0,0.00938996606691996,0,0,0.0453417213560309,0,0,0.0475313473800541,0.143399553692839,0,0.0167886377391898,0,0,0,0,0,0,0
X000661.SZ,0.344387927240488,0,0.266425629115313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00546043819334809,0.0611475907125478,0,0,0,0,0.0962165551334888,0,0,0,0,0,0.152497606370534,0,0,0,0,0,0,0,0,0,0.0472155234371695,0,0,0,0,0.113552898082002,0.0757555485635271,0,0,0,0.00992203782941485,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0.182774846722149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.054221486616445,0,0,0,0,0.202906122674359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137364100205587,-0.00630118312024449,0,0,0,0,0,0
