,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000063.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600276.SH,X600031.SH,X600690.SH,X000100.SZ,X600271.SH,X600118.SH,X600372.SH,X002129.SZ,X000338.SZ,X000157.SZ,X600089.SH,X600703.SH,X002241.SZ,X600177.SH,X002236.SZ,X600741.SH,X600066.SH,X002292.SZ,X600582.SH,X300124.SZ,X600060.SH,X601877.SH,X600435.SH,X000559.SZ,X002456.SZ,X000977.SZ,X000800.SZ,X002475.SZ,X002294.SZ,X600839.SH,X002007.SZ,X600867.SH,X000581.SZ,X002465.SZ,X000623.SZ,X000869.SZ,X000568.SZ,X300003.SZ,X600498.SH,X000550.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0371143572504,0,0,-8.67361737988404e-19,0,0,0,0,0.0727276026737835,0,0,0,0,0.0972418396952632,0,0.128571382181167,0,0,0,0,0,-0.0349346530241689,0,0,-0.0137080462132056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111523276112001,0.0244281617145847,0,0,0,0.240023846534581,0,0,0,0,0,0.00644340065884042,0.0183567583103807,0,0,0,0,0,0
X600104.SH,0,0,0.231467084888065,0,0.0549338699898875,0.0258261394321187,0,0,0,0,0,0,0,0.025057364702072,0,0.0747665192782755,0,0,0,0,0.0508409987693698,0,0,0.0187943786294031,0,0.0228035562833384,0.0136095801294913,0,0,0,0,0,0,0,-0.0283414300540704,0,0.0250918487994439,0,0,0,0,0,0,0.0382096178571958,0,0.150449291246546,0,0,0,0,0,0,-0.00241309916858259,0,0,0,0,0,0
X000651.SZ,0.0611192678811507,0.178382668172491,0,0.0265893475772786,0,0,0.0287296865638263,0,0,0,0,0.0367870013918705,0,-8.67361737988404e-19,0,0.0074921683469,0,0,0.0371166648780125,0.0217598846012136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0814876734501065,0,0,0,0.0949150845543396,0,0,0,0,0,0,0,0,0,0.173221679658677,0,0,0.00293228036340373,0,0,0,0,0,0,0
X002415.SZ,0,0,0.0442046511795505,0,0,0.0916816505287818,0.117084703081172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656789873743714,0.0952745362069177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214501619012777,0.411993889211431,0,0,0,0,0.310133486955767,0,0,0,-0.0298241908908819,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0993937407143966,0,0,0,0,0.126538766996263,0,0,0,0,0,0,0.0531787544262729,0.10597399254895,0,0,0,0,0,0,0,0,0.111468827651229,0,6.93889390390723e-18,0.0696629889965805,0,0,0,0.082768418202343,0.0435554448311069,0,0.184814102201527,0.223268632182626,0,0,0,-0.0336457147849603,-0.00548074677665175,0,0,0,0,0,0
X000063.SZ,0.0642617587911454,0,0.06849470924477,0.0112074605276605,0,0,0.0464121456859193,0,0,0,0,0,0.0972877569192418,0,0,0,0,0,0,0.101607376110641,0,0,0,0.0251784898310455,0,0,0,0,0,0,0,0,0.0747852316628257,0,0,0,0,0,0.121753902766384,0,0.00372408110407455,0,0,0,0,0.108516952967949,0,0.234348718345245,0,0,0,-0.00480455676128804,0.00407317284057834,0,0,0,0,0,0
X000625.SZ,0,0,0.203389964867505,0.245358438587287,0,0,0,0,-0.0155157136792513,0,0,0,0,0,-0.166160547741624,0,0,0,0,0.0692140953455537,0,0,0,0.00578160350257752,0.0727418048758235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331430083774951,-0.0590573330920551,0,-0.129504648478696,0,0,0,0,0,0,0,0,0,0,0.0367665040901098,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.103917110323336,0,0,0.0918466546195783,0,0,0,0,0.0187609239637335,0,0,0,0.115320034740059,0,0,0,0,0.0530654560348721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493026398688763,0.0672669491586989,0.150158853483351,0,0,0,0.0871356161689886,0,0.00048409684060836,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0944873465196793,0,0.264890572163622,0,0,0.0398054242355482,0,0.101253580453616,0,0,0,0,0,0,0,0,0,0.155188789570409,0.0862528981861532,0,0.011460420076189,0,0.0249804664195671,0,0,0,0,0.0459177390835176,0,0,0,0,0,0,0,0,0,0,0,0.0948564351727679,0,0,0,0,0,0,0.00347631716375072,-0.0159721160953012,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0196670172240626,0,-0.0178400407451839,0,0.0157414712703277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0208200936857725,-0.0134492415325367,0,0.0834797286240585,0,0,0,0.110627044607059,0,0,0,0,0,0,0,0,0.0183777386218447,0,0,0,0.00272390306745697,0.00892121390103209,0,0,0,0,0,0
X600031.SH,0,0,-0.0298595089420649,0,0,0,0,0,0,0,0,0,0,0,0,0.0602850056036779,0,0,0.176839859857698,0.224903993259619,0.0312356296075359,0,0,0,0,0,0,0,0,0.0686175880682131,0,0.0550815139902169,0.052922065806321,0,0,0.0244859289204869,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03863157412245,0,0,0.0407113767830242,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0109073296897723,0,0,0,0,0,0,0,0.129910428099535,0.0423131965129205,0,-0.00898292541997906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613149843958114,-0.0587323335669178,0,0.044821598763709,0,0,0,0.10244467763726,0,0.0308757754234527,0,0,0.0397405920319174,0,0.0676772997232048,0,0,0.0102322397240018,0,0,0,0,0,0,0,0,0,0,0,0
