,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X000568.SZ,X002475.SZ,X600741.SH,X601877.SH,X600271.SH,X600703.SH,X002236.SZ,X000100.SZ,X300124.SZ,X300003.SZ,X000625.SZ,X002008.SZ,X600809.SH,X600487.SH,X000596.SZ,X000661.SZ,X600498.SH,X002007.SZ,X002456.SZ,X000157.SZ,X002179.SZ,X300142.SZ,X600566.SH,X600177.SH,X300146.SZ,X600066.SH,X600089.SH,X600522.SH,X002180.SZ,X600867.SH,X002129.SZ,X002506.SZ,X000050.SZ,X600372.SH,X002241.SZ,X000977.SZ,X300136.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.00105331796682151,0,0.0734512563827175,0.013704036784004,0.149932166041506,0,0,0,0,0,0,0,0,0,0,-0.0649926279428967,0,0,0,0.0235349389656653,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0708557616200895,0,0,0,0,0.0347816432223475,0,0,0,0,0,0,0.0759331566202198,0.034577482397148,0,-0.032400949875939,0.0268610524543107,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.109068613629029,0,0,0,0,0,0,0,0,0,0.00441279074374952,0,0.0509262208043776,0,0,0,0,0,0.0371033473927354,0,0,0,0,0,0,0,0,0,0.260399650426931,0,0,0,0,0,0,0.00730444266237199,0.0347016716055712,0,0,0,0,0,0,0,0,0.0110506165931202,-0.0390100272222276,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,-0.00467835590947472,0,0,0.281834568148097,0.0769612735692962,0,0,0,0,0.576434312417268,-0.00036012120973947,0,0,0,0,0,0,0,0,0,-0.276297909776042,0,0,0,0,0,0,0,0,0,-0.042394528707111,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.159413259674899,0,-0.0149854447084019,0.00504219832930506,0,0,0,0,0,0
X000651.SZ,0,0.0790134282599709,0,0,0,0,0,0,0.10133922721593,0,0,0,0,0,0,0,0,0,0.0966202515569606,0.0708154393251821,0,-0.0189871054682916,0,0,0,0,0,0,0,0,0,0,0.0134544199920331,0,0,0,0,0,0,0,0,0,0.0360124672948538,0,0,0,0,0,0,0,0,-0.00552998436734654,0,0,0,0,0,0,0
X000858.SZ,0,0,0.123838217762182,0,0,0.0217958795594522,0.0794813102699375,0,0.0473628680376014,0,0,0,0.321369468359692,0,0,0,0,0,0.00027003078951588,0,0,0,0,0,0.0304232363853164,0,0,0.0530168377638758,0,0.00844149555104565,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.00630258848823213,0,0,-0.000676336195872592,-0.0018838590815725,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0450749451484798,0,0,0,0,0,0,-0.0404911482532838,0,0,0,0.337846990232597,0,0,-0.185999637582422,0.373161010502772,0,0,0.1085665974228,0,0,0,0,0,0,0,0,0,0.159474517810546,0,0,0,0,0.124535660882407,0,0,-0.208510719696061,0,0,0,0,0,0,0.192319571227134,0,0,0.0698998179430795,0,0,0,-0.0293672279786693,0,0
X002304.SZ,0.0313052446342168,0,0,0,0,0,0,0,0,0,0,0,0.0376559410846597,0,0,0,0,-0.0643061888973293,0,0,0,0.173850884877499,0,0,0,0,0.373966978933778,0,0,0,0,0,0,0,0,0,0.0945894676927439,0,0,0,0,0,-0.158565072297306,0,1.73472347597681e-18,0,0,0,0,0.14846184142453,0,-0.0192045956719185,0,0,0,0,-0.0564013719736799,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0284399408415326,0,0,0,0,0,0,0,0.0129517325042037,0.12600852011865,0.20384360375702,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0150904051298504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212435734909653,0,0,0,0,0,0,0.00784396460049163,0.0167900669422503,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0064149502129921,0.0667887115659356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736112838493223,0,0,0,0,0,0,0.165569935777089,0.0373156246105267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472377321098449,0,0.318308032433103,0,0.00168993624223782,-0.0257278492988089,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082576235054346,0.00302709894434071,0,0,0,0,0.0422011817962358,0,0,0.262971142895535,0,0,0.210558895384407,0,0.0284246627758109,0,0,0,0,0,0,0,0,0.137837913562682,0,0,0,0,0,0,0,0,0,0,0,0.0163106837818082,-0.0175938154757137,0,0,0,0.133561810211886,0,0
