,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X300124.SZ,X002304.SZ,X000725.SZ,X000625.SZ,X000338.SZ,X002371.SZ,X000063.SZ,X600031.SH,X000596.SZ,X000100.SZ,X600089.SH,X300014.SZ,X002179.SZ,X000157.SZ,X600703.SH,X002236.SZ,X600372.SH,X002049.SZ,X002241.SZ,X600741.SH,X000977.SZ,X002129.SZ,X000661.SZ,X002463.SZ,X600584.SH,X002028.SZ,X601877.SH,X600522.SH,X000921.SZ,X000800.SZ,X601799.SH,X600183.SH,X600066.SH,X002007.SZ,X002223.SZ,X002074.SZ,X600177.SH,X600460.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0985510929454071,0,0.353978185687926,0.0730687170289658,0.0229682902229049,0,0,0.103183848894535,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0753003956577798,0,0,0,0,0,0,0,0,-0.0246680177924478,0,0,0,0,0,0,0,0,0,0.137004719785447,0,0,0,0,0,0,0,0.00976268104518383,0,0.0121179861711936,-0.0108570237178991,0,0,0,0,0,0
X000858.SZ,-6.93889390390723e-18,0,0,0.0280365040047316,0,0.438069996836584,0,0,0,0,0,0,0.125136808642894,0,-0.0276767611337364,-0.0930524167244506,0.0089772759639986,0.0443961872173987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10599783334201,0,0,0,0,0,0,0,0,0,-0.0142658944970537,-0.0552090168520054,0,0,0,1.73472347597681e-18,0,0.0208819966841595,0.029556870063446,-0.0162466408418708,0.0179688778761694,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0391409797204791,0,0,0,0,0,0,0,0.127949470061782,0,0.0982347021799861,0,0,0,0,0,0.0500176770298412,0,0,0.170775999170396,0.142926328318565,0,0,0,0,-3.46944695195361e-18,0.0741496438703844,0,0.111934934668284,0,0,0,0,0,0,0,0,0,0.0933618621422301,0,-0.0481167730548558,0,0,0,0,0,0,0,-0.00520079825048711,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.345218760273602,0,0,0.0610614112037117,0,0,0.018131301448209,0,0,0,0,0,0,0,0.249682880113469,0,0,0.235484572676968,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.181023249004311,0,0,0,0,0,0,0,0,-0.0284519332388465,0.0198830477435078,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144108968327552,0,0,0,0,0,-0.0177096507010703,0,0,0.118363280172071,0,0,0,0.0709388859703086,0,-0.139318709910898,0,0,0,0.274266214038972,0.0558248013598527,0,0,0,0.0255085292707217,0,0,0.0529115338841903,0.0760375533717428,0.00332178395272833,0,0.235887821782109,0,0,0,0,0,-0.00113352077716165,0.00617910246460804,0.0103206034962867,0,0,0,0,0
X000568.SZ,0,0.628233740185644,0,0.252096306109188,0,0,0,0,0,-0.0374526777106174,0,0,0.102182810644224,0,0,0,0,0,0,0,0.107190741724756,0,0,-0.105225023928162,0,0,0,0.00533866666152596,0,0,0,0,0,0,0,0.051278967758564,0,0,0,0,0,0,0,0.0225569866022362,0,0,0,0,0.0222818319568987,0,0,2.16840434497101e-19,0.0124858390059473,0,0,0,0,0,0
X600690.SH,0,0,0,0.116276781999247,0,0.0278098870000012,0,0,0.0484716174516133,0,0,0,0,0,0,0.066178092999765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183632096721716,0,-0.0198439045998278,0,0,0,0,0,0,0,-0.0841869715285086,0,0,0,0,0,0,0,0.0383537166390926,0,0.0275127718391853,0,0,0,0,0,0
X000651.SZ,0,0,0,0.270362154579281,0,0,0.258135884921803,0,0,0,0,0,0,0,0.0512169365208757,0,0,0,0,0.064232154493107,0,0,0,0,-0.264671936926422,0,0.227081929578348,8.67361737988404e-19,-0.542294818009135,0,0,0.306671630066079,0,0,0,0,0,0,0,0.264888182526705,0,0.107700340155353,0,0,0,0,0,0,0,0,0,0.145431612636424,-0.113585998055583,0,0,0,0,0,0
X002475.SZ,0.0430267056884326,0,0,0,0.142687891720702,0.152107476455194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508902794122908,0,-0.179341483129991,0,0,-0.0325881019091969,0.124685061371708,0,0,0,0,0,0,0,1.35525271560688e-20,0,0.00201117290424997,0,0,0,0,0,-0.034772162031546,0,-0.175397152741868,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0384487385431791,1.73472347597681e-18,0,0,0,0,0,0.219376214892918,0,0,0.09433424542146,0,-0.144474879329361,0.230412077109287,0,0,0,0,-0.175354511435591,0,0,0,0,0,0.0480071241136821,0,0,-0.0948103252754363,0,0,0,0,0,0,0,0.21049858231611,0.0610482768333662,-0.0423244507127478,0.00907075548042408,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0760590812093726,0,0,0,0,0,0.158173061416762,0,0,0.0222692547147284,0,0.026423104001225,0,0,0,0,0,0,0,0,0,0.0379983879759134,0,0,-0.0357037103934462,0,0,0,0,0,0.0790910880172914,0,0,0,0,0,0,0,-0.013398892524182,0,0,0,0.192362576486756,0,-0.00598744800475585,0.0124739599915987,-0.0221483049397835,0.0449791586162356,0,0,0,0,0,0
X300124.SZ,0,0,0.107088496504972,0,0,0,0,0,0,0,0,0,0,0,0.0953993312869548,0,0.132578649642222,0,0,0,0,0,-0.182497133482245,0.126188826961127,0,0,0,0,0,0.220084268854359,0,0,-0.0160172714750346,0,0.136427036695715,0,0,0,0,-0.0604355509252037,0,0.212797093161745,0,0,0,0,-0.241528345125013,0,0,0,0,0,0.00214605167749542,0,0,0,0,0,0
X002304.SZ,0.080332323985879,0.0622247753872409,0.136103556767529,0,0,0.298482567299228,0,0,0,0,0,0,0,0,0.00823566196150519,0,0,0,0,0,0,0,0.10644941242641,0,0.0464330155105004,0,0,0,0.0123974684631469,0,0,0,0,0,0,0,0,0,0,0,0,0.0150393140756164,0,0.0950994294964237,0,0,0,0,0,0.00919452609420849,0,-0.00884012620857808,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.241394532769929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132179439359678,0,0,0,0,0,0.160033394958674,0,0,0,0,0,-0.0243169454621207,0,-0.0187888659516716,0,0,0,0,-0.093910533829555,0,-0.0541129452968952,0,0,0,0,0,0,0,0,-0.00333867060338134,-0.00150967685042518,0,0.0305305111211925,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.0328489403678729,0,0,0,0,0,0,0.257621605158841,0,0,0,0,0,0,0.148470143923794,0.00745961287481099,0,0,0,0,0,0.061975696851011,0,-0.113824146732015,-1.38777878078145e-17,0,0.13084325382279,0,0,0,0.280338617792262,0,0.285291523047215,0,0,0,0,0,0,0,0,0,0.165599489103742,0,0.00268611684610136,0,0,0,0,0,0
X000338.SZ,0,0,-0.256592050063416,0,0,-0.0197963892525592,0.304393888544014,0,0,0,0,0,-0.0406513207379533,0,0.373558815413808,0,0,0,0,0,0,0,0,0,0.223845941574749,0,0,-0.042531771137255,0,0,0,-0.0198711860760842,0,0,0.0143773050196455,0,0,0,0,0,0,0,0,0,-0.167509436428364,0,0,0,0,0,0.0782422139117808,-0.116951394393605,0.12767929020021,0,0,0,0,0,0
X002371.SZ,0,0.0271635978223092,0,0,0.132232597934034,0,0,-0.116765952070457,0,0,0,0.0585425311413022,0,0,0.0510357740002238,0,0,0.334196515520986,0,0,0,0,0,0,0,0,0,-0.0838530383090141,0,0,0,0,0.0916002954769003,0.118502528795949,-0.141109719548465,0,0,0,0.0458248539782593,-0.0079606301815632,0,0,0.214859077948435,0,0,0,0,0,0,1.73472347597681e-18,0,-0.0103560779785586,0.0145005680844698,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0199407235798105,0,0,0,0,0,0,0,0,0,0,0,0,0.0787442884640003,0,0,0,0,0,0,0,0,0,0,0,0.564789467336424,0,0,0.164857012619436,0,0,0.0580079763216015,0,0,0,0.0697727876117123,0,0,0.0316362829175053,0,-0.0829022129507974,0,0,0,0,0,0,0,0,-0.0147030735659355,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0288568447114352,0,0,0,0,0,0,0.1539954531484,0,0,0.0546530941943449,0,0,0,0,0,0,0,0,0,0,0.0203020277937293,0,0,0.0380417575144666,0,0.0181776665088046,0.0311106454706628,0,0.00433884249866048,0,0.00936256722205482,0,0.0385963819034402,0,0,0,0,0.0226853222523983,0,0,0,0,0,0,0,-0.0223315125728437,0.0302670196005033,0,0,0,0,0,0
X000596.SZ,0,0,-3.46944695195361e-18,0.549221137319094,0,0.17483862117487,0,0,0,0,0,0,0,0,0.0546701923984185,0,0,0,0,0,0.0792791944019996,0,0,0,0,0,0,-0.108505772379699,0,0,0,0,-0.00931294092531117,0,0,0.195912111781772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014216839417655,0.0071506684695823,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0.0939548612685548,0,0,0,0,0,0,0,0.375999333627642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0734372002727286,0,0.102052103575261,0.0605314432682377,0,0,0,0.0722687208195631,0.126022565204772,0,0.0255129571187051,0,0,0.0565336469988282,0,0.0019479076577013,0.00396283574555632,0,0,0,0,0,0
X600089.SH,0,0,0,0.111842280492498,0,0,0,0,-0.0698818598363201,0.115665738913163,0,0.000407926029178109,0,0,0,0,0.138751456186109,0,0,0,0,0,0,0.180412975509655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222395755576937,0.00665150820790785,0,0,0,-4.33680868994202e-19,0,0,0,0,0.123067137476729,0,0,0.00410253778472425,0,0.00640341089987469,-0.0297206198178564,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110580494547981,0,0,0,0,0,0,0,0,0,0,0,0,0.0464498187222557,0,0.0834088380283739,0,0,0.289359448453951,0,0,0,0,0,0.0981209493011803,0,0,0,0,0,0,0,0.564651938585821,0,0,0,0,0,0.0086567653726718,0.0578292809378568,0,0,0,0,0
X002179.SZ,0,0,0.337846050674158,-0.143615121705943,0,0,0,-0.232661580731085,0,-0.0335607316062266,0,0,0,0,0.357939943724678,0,0,0,0,0,0,0,0,0,0.237894106659198,0,0,0,0,0,0,0,0,0,-0.212338887269348,0,0,0,0,0,0,0.146104926169324,0,0,0,0,0,0,0,0,0,-0.0269126192885782,0.0546294810728483,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0691761649087704,0.027752860609491,0,-0.0371367586885946,0.252071584520642,0,0,0.30073445582068,0.0319990720322527,0,0,0,0.0690881989254073,0,0,0,0,0,0,0,0.0452690988653956,0,0,0,0,0,0,0,0.19557792166091,-0.0563492739050971,0,6.93889390390723e-18,-0.020503520546185,0,0,0,0,0,0,0,-0.0139783675241024,0.00220345666095583,-0.0346016523324678,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.215021315495811,0,0,0,0,0,0,0,0,0.0724639504525543,0,0,0.186906822204844,0,0,0,0,0,0,0,0,0,0,0,0.0134996167660326,0,0.109441582174549,0.0566334248740441,0,0,0,0.114830912228588,0,0,0.153520348527209,0,0,0.121370556759825,0,0,0,0,0,0,0,-0.08139416043255,-0.0281375519658267,0,0.148824031461285,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0.0233079012968497,0,0,0,0,0,0.0990403766382368,0.0665922105831441,0,0,0,0,0.0599761771116441,0,0,0,0,0,0.0898815164817569,0,0,0,0,0,0.501480342585323,0,0,0,0,0,0,0.0694254236559592,0,0,0,0,0,0,0,0,0,0,0,0,-0.0277455352201659,0.0193085948030506,0,0,0,0,0,0
