,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X002241.SZ,X000338.SZ,X000625.SZ,X600031.SH,X002456.SZ,X600487.SH,X002008.SZ,X601877.SH,X600066.SH,X300136.SZ,X000100.SZ,X600522.SH,X600809.SH,X300124.SZ,X002508.SZ,X600271.SH,X300003.SZ,X002085.SZ,X600867.SH,X600089.SH,X002294.SZ,X000981.SZ,X600699.SH,X600498.SH,X000157.SZ,X600177.SH,X300142.SZ,X000596.SZ,X000050.SZ,X600118.SH,X002180.SZ,X002179.SZ,X600566.SH,X600584.SH,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.350077807473603,0,0.236640834542572,0.0968577271068535,-0.0323924885884628,0,0,0,0,0,0,-0.0571908018163776,0,0,0,0,0,0,0.0990776446979677,0,0,0.0303379594568224,0.0656418600470439,0,0,0,0,0,0,0,0,0,0,0.0540380076321539,0,0,0,0,0,0.0273751110482499,0.0496814412320846,0,0.0588846641623687,0.0278625537721265,-0.0515608963948714,0,0,0,0.0239920588164085,0,0,0,0,0,0
X600104.SH,0,0,0,0.0220713265176564,0,0,0,0,0,0,-1.73472347597681e-18,0,0.387380311431091,0.0920457898524263,0,0,0,0,0,0.0683533376125299,0,0,0,0,0,0.0691285146423778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0919615129099883,0,0,0,0.113483987950583,0,0,-0.0532138827530277,0,0,-0.0345913227381431,0.0407690501466073,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.039727220538937,0,0,0,0,0.0557132635544292,0,0,0,0.202504084913194,0,0,0,0,0,0.108141689591724,0.174203922260999,0.140136369536479,0,0,0.0133394295362948,0,0,0.155144566646513,0,0,0,0,0.0181863275798877,0,0,0,0,0,0,0,0.0479582853266524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.259203898150803,-0.0603742344558727,0,0.117301439140417,0,0,0.0615166333519269,0.0389063548953385,0,0,0,0,0,0.103154274612329,0,0,0,0.182816860311352,0,0,0,0.0196902491120344,0,0,0,0.0833609430978846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00970437524598525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.0283048768033256,0,0,0.0380729694716738,0,0,0,0.122248131106089,0,0,0,0.310177224379624,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0230960773666672,0,0,0,0,0.252928953241512,0,0,0,0,0,0,0,0,0,0.0520615248208126,0,0,0,0,0,0.0325315795507317,0,0,0,0,0,0,0,0.00215905256731335,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.323223823682308,0,0,0,0,0.164029536332762,0,-0.0282549862737948,0.159106755304941,0,0.0628448841453582,0,0,-0.211298189879416,0.103971365763627,0,0,0,0,0,0,0,0.0421966181959477,0,0,0.37892905138199,0,0,0,0,0,0,0,0,7.95907781825931e-06,0.172804409224997,0,0,0,0,0,0,0,0.0123548851429242,0.0466267627937076,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.114750961069734,0,0,0,0,0.205417507293617,0,0,0,0.231354380262565,0,0,0,0,-0.333807800188797,6.93889390390723e-18,0,0,0,0,0,0,0,0.13182917363065,0,0,0,0,0,0,0.14903961646645,0,-0.0120270148200362,0,0,0,0.065425601328963,0,0,0,0,0,0,0,0,0,0,0.00340198728755537,0,0,0,0,0,0
X002304.SZ,0.0584338466378149,0,0,0,0.401460733375712,0,0,0,0,0,0,0.00799429397754195,0.121681006018381,0,0,0,0,0,0,0,0,0.0235802913677714,0,0,0,0,0,0,0,0,0,-0.0395253285184918,0.00039423581416016,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0205398849205132,0,0,-0.0425522334546957,0.0887222233943284,0,0.0482117282895562,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.34848457835106,0,-0.0580806284004807,0,0,0,0,-0.213234352904164,0,0,0,0,0,0,0,0,0,0,0.0644247334386871,0,0,0.114666894932739,0,0,0,0,-0.107412776227255,0,0,0,0,0,0.0158951268637905,0.304101456994357,0,0,0,0,0,0,0.0376887567776192,0,0,0.24435585689927,0,0,0.0239183161412205,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0634333456626131,0,0,0.120630400503477,0.0620779541208457,0,0,0.0942975167484948,0.168493114277022,0,0,0,0,0,0.0591720268860259,0,0,0,0.0385428746391909,0.255122464064483,0,0,0.129338763373458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.228613372664653,0,0,0.0409425477474752,-0.0218671884078547,0,0,0,0,0,0
